displayName,description,suggestedAction,documentationLink,provider,category,service,level,mitre_tactic,mitre_technique,mitre_id,mitre_link
The Remote Desktop port (3389) is accessible from the Internet,"Remote Desktop Protocol (RDP) allows you to make a remote desktop connection to Windows virtual machines.  CIS 6.1 recommends that you restrict access to the RDP ports on Azure to prevent unauthorized attempts to gain access to your virtual machines.  RDP access is not allowed through a network security group by default.
",You should configure the network security group to prevent access to the Remote Desktop port from the Internet.,https://kb.securestate.vmware.com/azure-security-rdp-access-restricted-from-internet.html,azure,Security,Microsoft.Network,High,"Command And Control,Lateral Movement","Commonly Used Port,Remore Desktop Protocol","T1043,T1076","https://attack.mitre.org/techniques/T1043/,https://attack.mitre.org/techniques/T1076/"
The root account has an active access key,"All AWS accounts have a root user with unrestricted permissions.  Amazon recommends that you only use the root account to create an IAM user with administrative privileges and then disable the root account.  CIS 1.12 recommends that you delete the root account key to prevent the possibility of it being lost or stolen.
",You should delete the access key for the root account when it is not in use.,https://kb.securestate.vmware.com/iam-root-key-access.html,aws,Security,user,High,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
The root account is configured to use a password,"All AWS accounts have a root user with unrestricted permissions.  Amazon recommends that you only use the root account to create an IAM user with administrative privileges and then disable the root account by removing the password and access keys.
",You should remove the password for the root account when you are not using it.,https://kb.securestate.vmware.com/iam-root-active-password.html,aws,Security,iam,High,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
The root account is not configured to require hardware multi-factor authentication,"When multi-factor authentication (MFA) is enabled, AWS users must provide a one-time authentication code at login in addition to their user name and password.  CIS 1.14 recommends that you enable multi-factor authentication for the root account and use a hardware MFA device because a hardware device has fewer potential points of vulnerability than a virtual MFA device.
",You should use hardware multi-factor authentication with the AWS root account.,https://kb.securestate.vmware.com/iam-no-hardware-mfa-root.html,aws,Security,iam,High,Not Available,Not Available,Not Available,Not Available
The root account is not configured to require multi-factor authentication,"When multi-factor authentication (MFA) is enabled, AWS users must provide a one-time authentication code at login in addition to their user name and password.  CIS 1.2 recommends that you enable multi-factor authentication for all accounts that can access the AWS console and this includes the root account.

Amazon recommends that you do not use the root account but, if you choose to use the root account anyway, Amazon recommends that you enable multi-factor authentication.
","If you have an active AWS root account, you should use multi-factor authentication.",https://kb.securestate.vmware.com/iam-root-no-mfa.html,aws,Security,user,High,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
The S3 bucket policy allows unrestricted access,"Amazon S3 bucket policies are used to control user access to buckets and bucket objects.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted get, put, list, and delete access to a bucket, there is no access control.  Best practice is always to limit access to only those who require it, so we recommend that you disable public access unless it is truly required.
",You should restrict S3 bucket privileges to only those parties who require them.,https://kb.securestate.vmware.com/s3-world-open-policy-all.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
The S3 bucket policy allows unrestricted delete access,"Amazon S3 bucket policies are used to control user access to buckets and bucket objects.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted delete access to a bucket, anyone can delete that bucket and its contents.  Best practice is always to limit access to only those who require it, so we recommend that you disable public access unless it is truly required.
",You should restrict S3 bucket privileges to only those parties who require them.,https://kb.securestate.vmware.com/s3-world-open-policy-delete.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
The S3 bucket policy allows unrestricted get access,"Amazon S3 bucket policies are used to control user access to buckets and bucket objects.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted get access to a bucket, anyone can list the objects in the bucket.  Best practice is always to limit access to  only those who require it, so we recommend that you disable public read access unless it is truly required.
",You should restrict S3 bucket privileges to only those parties who require them.,https://kb.securestate.vmware.com/s3-world-open-policy-get.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
The S3 bucket policy allows unrestricted list access,"Amazon S3 bucket policies are used to control user access to buckets and bucket objects.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted list access to a bucket, anyone can list the objects in the bucket.  Best practice is always to limit access to  only those who require it, so we recommend that you disable public read access unless it is truly required.
",You should restrict S3 bucket privileges to only those parties who require them.,https://kb.securestate.vmware.com/s3-world-open-policy-list.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
The S3 bucket policy allows unrestricted put access,"Amazon S3 bucket policies are used to control user access to buckets and bucket objects.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted put access to a bucket, anyone can modify existing objects or add objects to the bucket.  Best practice is always to limit access to only those who require it, so we recommend that you disable write access unless it is truly required.
",You should restrict S3 bucket privileges to only those parties who require them.,https://kb.securestate.vmware.com/s3-world-open-policy-put.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
The Security Configurations security policy is disabled.,"When you enable the ""Security Configurations"" security policy, Azure Security Center analyzes virtual machine configurations for security vulnerabilities and generates daily reports.  CIS 2.4 recommends that you enable this feature.  This feature is enabled by default.
","You should enable the ""Security Configurations"" security policy to benefit from daily vulnerability reports.",https://kb.securestate.vmware.com/azure-security-security-configuration-on.html,azure,Security,Microsoft.Security,Medium,Not Available,Not Available,Not Available,Not Available
The SQL server firewall allows connections from any address,"SQL databases include a firewall that you can use to control server access.  If you have allowed access from a wide IP address range, you should probably institute more restrictive firewall rules.  CIS 6.3 recommends that you restrict all access from the Internet.  The SQL server firewall has no default rules.
",You should configure the SQL server firewall to allow access from the minimum possible number of IP addresses.,https://kb.securestate.vmware.com/azure-sql-sql-server-access-restricted-from-internet.html,azure,Security,Microsoft.Network,High,"Initial Access,Discovery","Exploit Public-Facing Application,System Network Connections Discovery","T1190,T1049","https://attack.mitre.org/techniques/T1190/,https://attack.mitre.org/techniques/T1049/"
The SSH port (22) is accessible from the Internet,"Because it is commonly used for administrative access, the SSH port is an attractive target for attackers.  CIS 6.2 recommends that you restrict access to this port with a network security group.  SSH access is not allowed through a network security group by default.
",You should configure security groups to prevent SSH access from the Internet.,https://kb.securestate.vmware.com/azure-security-ssh-access-restricted-from-internet.html,azure,Security,Microsoft.Network,High,"Initial Access,Discovery,Command And Control","Exploit Public-Facing Application,System Network Connections Discovery,Commonly Used Port","T1190,T1049,T1043","https://attack.mitre.org/techniques/T1190/,https://attack.mitre.org/techniques/T1049/,https://attack.mitre.org/techniques/T1043/"
The Update Network Security Group Rule event does not generate an alert,"Azure allows you to create activity logs for configuration events.  Network security group misconfigurations may expose your virtual machines to hostile traffic.  CIS 5.6 recommends that you create an alert for the ""Create or Update Network Security Group Rule"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert for network security group rule changes in order to ensure that misconfigurations are detected quickly.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-create-or-update-network-security-group-rule.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The Update Security Policy event does not generate an alert,"Azure security policies allow you to define configurations that meet security criteria that you specify.  Azure logs an event when configuration changes are made to security policies.  CIS 5.12 recommends that you create an alert for the ""Update Security Policy"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware of security policy configuration changes.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-update-security-policy.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
There is no IAM role for customer support incidents,"CIS 1.20 recommends that you configure an IAM role with permissions sufficient only to interact with AWS support.
",You should create an IAM role that can be used to interact with AWS customer support.,https://kb.securestate.vmware.com/iam-support-role.html,aws,Security,iam,Low,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
This instance has an assigned public IP address,"Instances with public IP address can be reached from the public Internet, which can expose that instance to unexpected and possibly malicious network traffic.","You should remove the public IP address assignment from this instance unless public access is truly required. If a public IP is required, you should use security groups and/or network ACLs to limit the exposed ports to only those ports required for correct operation.",https://kb.securestate.vmware.com/public-instance.html,aws,Security,ec2,High,"Initial Access,Discovery","Exploit Public-Facing Application,System Network Connections Discovery","T1190,T1049","https://attack.mitre.org/techniques/T1190/,https://attack.mitre.org/techniques/T1049/"
Virtual machine data disks are not encrypted,"Azure allows you to encrypt virtual machine data volumes.  Encrypting your virtual machine volumes can protect data in the event of a breach.  CIS 7.3 recommends that you encrypt all data disks.  Encryption is disabled by default; you must enable it.
",You should encrypt all virtual machine data disks to protect against data breaches.,https://kb.securestate.vmware.com/azure-security-data-disks-encrypted.html,azure,Security,Microsoft.Compute,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Virtual machine disk volumes are not encrypted,"Azure allows you to encrypt virtual machine disk volumes.  Encrypting your virtual machine volumes can protect data in the event of a breach.  CIS 7.2 recommends that you enable this setting for operating system volumes.  This feature is not enabled by default; you must enable it.
",You should encrypt virtual machine disk volumes to protect against data breaches.,https://kb.securestate.vmware.com/azure-security-os-disks-encrypted.html,azure,Security,Microsoft.Compute,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Virtual machine system update recommendations are disabled,"When you enable the ""System Updates"" security policy, Azure will check virtual machines daily and recommend system updates that you should apply.  CIS 2.3 recommends that you enable this feature.  This feature is enabled by default.
",You should enable recommendations for virtual machine system updates to ensure that you are aware of software updates.,https://kb.securestate.vmware.com/azure-security-system-update-on.html,azure,Security,Microsoft.Security,Medium,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
Vulnerability assessment recommendations are disabled,"When you enable the ""Vulnerability Assessment"" security policy, Security Center will recommend virtual machines for which you should install a third party vulnerability assessment solution.  CIS 2.10 recommends that you enable this feature.  This feature is enabled by default.
",You should enable vulnerability assessment recommendations to ensure that you install vulnerability assessment solutions for all compatible virtual machines.,https://kb.securestate.vmware.com/azure-security-vulnerability-assessment-on.html,azure,Security,Microsoft.Security,Low,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
Web application firewall recommendations are disabled,"When you enable the ""Web Application Firewall"" security policy, Security Center will recommend virtual machines for which you should provision a web application firewall.  The Azure web application firewall protects against SQL injection, cross-site scripting, and many other common types of application attacks.  CIS 2.8 recommends that you enable this feature.  This feature is enabled by default.
",You should enable web application firewall recommendations to ensure that you enable the Azure web application firewall for all compatible virtual machines.,https://kb.securestate.vmware.com/azure-security-web-application-firewall-on.html,azure,Security,Microsoft.Security,High,Not Available,Not Available,Not Available,Not Available
Write access to an S3 bucket by authenticated users is unrestricted,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any authenticated user.  If you provide unrestricted write access to a bucket, any AWS user can modify existing objects or add objects to the bucket.  Best practice is always to limit access to  only those who require it, so we recommend that you disable write access unless it is truly required.
",You should limit S3 write access to only those parties who require it.,https://kb.securestate.vmware.com/s3-authenticatedusers-write.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Write access to an S3 bucket is unrestricted,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted write access to a bucket, anyone can modify existing objects or add objects to the bucket.  Best practice is always to limit access to  only those who require it, so we recommend that you disable public write access unless it is truly required.
",You should limit S3 write access to only those parties who require it.,https://kb.securestate.vmware.com/s3-allusers-write.html,aws,Dataloss,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
