NUMBER,call,Station Name,,Latitude,Longitude,Elevation_Meter
726797,BZN,BOZEMAN/GALLATIN,MT,45.783333,-111.15,1364
726798,LVM,LIVINGSTON/MISSION,MT,45.7,-110.45,1419
726810,BOI,BOISE MUNICIPAL,ID,43.566667,-116.216667,874
726813,U35,CALDWELL (AWOS),ID,43.633333,-116.633333,740
726815,MUO,MOUNTAIN HOME AFB,ID,43.05,-115.866667,913
726830,BNO,BURNS MUNI (AMOS) &,OR,43.583333,-118.95,1271
726834,P47,CHETCO RIVER (CGS),OR,42.15,-124.266667,6
726835,RDM,REDMOND (AWOS),OR,44.25,-121.15,938
726837,ONO,ONTARIO MUNICIPAL,OR,44.016667,-117.016667,668
726839,5J0,JOHN DAY STATE ARPT,OR,44.4,-118.966667,1127
726865,SMN,SALMON/LEMHI (AWOS),ID,45.116667,-113.883333,1233
726866,27U,SALMON,ID,45.183333,-113.9,1210
726873,S80,GRANGEVILLE       &,ID,45.95,-116.133333,1009
726874,P88,ROME (AMOS),OR,42.9,-117.65,1162
726880,PDT,PENDLETON MUNICIPAL,OR,45.683333,-118.85,456
726884,LGD,LA GRANDE (AWOS),OR,45.283333,-118,827
726885,MEH,MEACHAM (AMOS),OR,45.516667,-118.4,1236
726886,BKE,BAKER MUNICIPAL,OR,44.833333,-117.816667,1027
726887,S21,SUNRIVER,OR,43.883333,-121.45,1266
726904,RBG,ROSEBURG MUNICIPAL,OR,43.233333,-123.35,160
726915,83S,COOS BAY (CGS),OR,43.35,-124.333333,23
726916,90S,UMPQUA RIVER (CGS),OR,43.683333,-124.166667,41
726917,OTH,NORTH BEND (AWOS),OR,43.416667,-124.25,4
726930,EUG,EUGENE/MAHLON SWEET,OR,44.116667,-123.216667,114
726940,SLE,SALEM/MCNARY,OR,44.916667,-123,61
726945,CVO,CORVALLIS MUNI AWOS,OR,44.5,-123.283333,75
726954,JNW,NEWPORT,OR,44.583333,-124.066667,48
726955,85S,SIUSLAW RIVER (CGS),OR,44,-124.116667,12
726956,95S,YAQUINA BAY (CGS),OR,44.616667,-124.05,1
726957,PFC,PACIFIC CITY STATE,OR,45.2,-123.966667,2
726958,ONP,NEWPORT MUNICIPAL,OR,44.583333,-124.05,48
726959,3S2,AURORA STATE,OR,45.25,-122.766667,60
726963,S47,TILLAMOOK,OR,45.416667,-123.816667,11
726980,PDX,PORTLAND INTL ARPT,OR,45.6,-122.6,12
726984,RTX,PORTLAND (NEXRAD),OR,45.716667,-122.966667,514
726985,TTD,PORTLAND/TROUTDALE,OR,45.55,-122.4,11
726986,HIO,PORTLAND/HILLSBORO,OR,45.533333,-122.95,62
726987,CZK,CASCADE LOCKS STATE,OR,45.666667,-121.883333,46
726988,DLS,THE DALLES MUNI,OR,45.616667,-121.166667,74
726989,88S,TILLAMOOK BAY (CGS),OR,45.566667,-123.916667,15
727033,HUL,HOULTON INTL ARPT &,ME,46.116667,-67.8,150
727119,40B,CLAYTON LAKE,ME,46.616667,-69.533333,314
727120,CAR,CARIBOU MUNICIPAL,ME,46.866667,-68.016667,190
727125,LIZ,LORING AFB/LIMESTON,ME,46.95,-67.883333,227
727130,PQI,PRESQUE ISLE (AWOS),ME,46.683333,-68.05,146
727135,9B9,WISCASSET,ME,43.966667,-69.716667,21
727340,Y62,SAULT STE MARIE   &,MI,46.466667,-84.366667,221
727344,CIU,CHIPPEWA INTL(AWOS),MI,46.25,-84.466667,244
727346,44Y,SAULT STE MARIE CGS,MI,46.5,-84.333333,176
727347,PLN,PELLSTON/EMMET CO.,MI,45.566667,-84.8,219
727348,38Y,SAINT IGNACE,MI,45.85,-84.716667,176
727376,27Y,GRAND MARAIS (CGS),MI,46.666667,-85.983333,183
727410,PKF,PARK FALLS MUNI,WI,45.933333,-90.45,469
727415,RHI,RHINELANDER/ONEIDA,WI,45.633333,-89.466667,495
727416,29Y,DEVILS ISLAND (LS),WI,47.083333,-90.733333,192
727417,PZQ,PRESQUE ISLE/ROGERS,MI,45.4,-83.816667,204
727430,MQT,MARQUETTE CO. ARPT&,MI,46.533333,-87.55,434
727435,SAW,K. I. SAWYER AFB,MI,46.35,-87.4,372
727437,IMT,IRON MOUNTAIN/FORD,MI,45.816667,-88.116667,360
727438,34Y,MARQUETTE (CGLS),MI,46.55,-87.383333,203
727440,CMX,HOUGHTON CO. MEM,MI,47.166667,-88.5,329
727444,TWM,TWO HARBORS,MN,47.05,-91.75,328
727445,IWD,IRONWOOD (AWOS),MI,46.533333,-90.133333,375
727447,31Y,EAGLE HARBOR (CGLS),MI,47.466667,-88.166667,186
727448,32Y,PORTAGE (CGS),MI,47.233333,-88.633333,190
727450,DLH,DULUTH INTL AIRPORT,MN,46.833333,-92.183333,432
727452,CKN,CROOKSTON MUNI FLD,MN,47.85,-96.616667,273
727453,PKD,PARK RAPIDS MUNI  &,MN,46.9,-95.066667,440
727454,GRM,GRAND MARAIS MUNI,MN,47.833333,-90.383333,505
727455,HIB,HIBBING-CHISHOLM,MN,47.383333,-92.833333,412
727456,30Y,DULUTH HARBOR (CGS),MN,46.766667,-92.083333,186
727457,DTL,DETROIT LAKES(AWOS),MN,46.833333,-95.883333,426
727458,GPZ,GRAND RAPIDS(AWOS),MN,47.216667,-93.516667,413
727459,ELO,ELY MUNI (AWOS),MN,47.816667,-91.833333,443
727470,INL,INTERNATIONAL FALLS,MN,48.566667,-93.383333,361
727473,8Y8,CRANE LAKE (AWOS),MN,46.266667,-92.566667,350
727474,EVM,EVELETH MUNI (AWOS),MN,47.4,-92.5,421
727475,19D,MORA MUNI (AWOS),MN,45.883333,-93.266667,309
727476,BDE,BAUDETTE INTL ARPT,MN,48.733333,-94.616667,330
727477,ROX,ROSEAU MUNI (AWOS),MN,48.85,-95.7,323
727478,03Y,HALLOCK,MN,48.783333,-96.95,250
727500,P39,PEQUOT LAKE (AMOS),MN,46.6,-94.316667,390
727503,CBG,CAMBRIDGE MUNI,MN,45.566667,-93.266667,287
727504,AIT,AITKIN NDB(AWOS),MN,46.55,-93.683333,367
727505,FSE,FOSSTON(AWOS),MN,45.5,-95.7,388
727507,BBB,BENSON MUNI,MN,45.316667,-95.65,317
727530,FAR,FARGO/HECTOR FIELD,ND,46.9,-96.8,274
727533,ETH,WHEATON NDB (AWOS),MN,45.7,-96.5,313
727534,P67,LIDGERWOOD (RAMOS),ND,46.1,-97.15,351
727535,JMS,JAMESTOWN MUNICIPAL,ND,46.933333,-98.683333,457
727550,BJI,BEMIDJI MUNICIPAL,MN,47.5,-94.933333,420
727554,P61,TOFTE (RAMOS),MN,47.583333,-90.833333,241
727555,TVF,THIEF RIVER(AWOS),MN,48.066667,-96.183333,340
727556,BFW,SILVER BAY,MN,47.2,-91.4,331
727560,D45,WARROAD (AMOS),MN,48.933333,-95.35,328
727564,RAD,WARROAD(AWOS),MN,48.933333,-95.333333,328
727566,AUM,AUSTIN MUNI,MN,43.666667,-92.933333,375
727573,DVL,DEVILS LAKE(AWOS),ND,48.116667,-98.916667,443
727575,RDR,GRAND FORKS AFB,ND,47.966667,-97.4,278
727576,GFK,GRAND FORKS INTL,ND,47.95,-97.183333,257
727580,P11,DEVILS LAKE (AMOS),ND,48.1,-98.866667,443
727640,BIS,BISMARCK MUNICIPAL,ND,46.766667,-100.75,506
727645,DIK,DICKINSON MUNICIPAL,ND,46.8,-102.8,789
727650,P24,ROSEGLEN (AMOS)   &,ND,47.75,-101.833333,624
727670,ISN,WILLISTON/SLOULIN,ND,48.183333,-103.633333,581
727675,MIB,MINOT AFB,ND,48.416667,-101.35,508
727676,MOT,MINOT INTL AIRPORT,ND,48.266667,-101.283333,523
727677,N60,GARRISON (AMOS),ND,47.65,-101.433333,587
727680,GGW,GLASGOW INTL ARPT,MT,48.216667,-106.616667,700
727684,JDN,JORDAN (RAMOS),MT,47.333333,-106.933333,811
727686,OLF,WOLF POINT INTL,MT,48.1,-105.583333,605
727687,SDY,SIDNEY-RICHLAND,MT,47.7,-104.2,605
727720,HLN,HELENA REGIONAL,MT,46.6,-112,1188
727730,MSO,MISSOULA/BELL FIELD,MT,46.916667,-114.083333,972
727735,3DU,DRUMMOND,MT,46.666667,-113.15,1202
727750,GTF,GREAT FALLS INTL,MT,47.483333,-111.366667,1115
727755,GFA,MALMSTROM AFB,MT,47.5,-111.183333,1075
727756,TFX,GREAT FALLS NEXRAD,MT,47.466667,-111.366667,1151
727757,MSX,MISSOULA (NEXRAD),MT,47.033333,-113.983333,2451
727760,,GREAT FALLS,MT,47.466667,-111.383333,1131
727770,HVR,HAVRE (AMOS),MT,48.55,-109.766667,792
727773,LDS,LEEDS,MT,48.55,-109.683333,775
727790,FCA,KALISPELL/GLACIER,MT,48.3,-114.266667,906
727795,3TH,THOMPSON FALLS,MT,47.6,-115.366667,725
727796,CTB,CUT BANK (AWOS),MT,48.6,-112.366667,1175
727810,YKM,YAKIMA AIR TERMINAL,WA,46.566667,-120.533333,325
727815,SMP,STAMPEDE PASS(AMOS),WA,47.283333,-121.333333,1209
727825,EAT,WENATCHEE/PANGBORN,WA,47.4,-120.2,379
727826,EPH,EPHRATA MUNICIPAL,WA,47.3,-119.516667,388
727827,MWH,MOSES LAKE/GRANT CO,WA,47.2,-119.316667,361
727830,LWS,LEWISTON (AMOS),ID,46.383333,-117.016667,438
727833,U15,CHALLIS (AMOS),ID,44.516667,-114.216667,1546
727834,COE,COEUR D'ALENE(AWOS),ID,47.766667,-116.816667,707
727836,S06,MULLAN (AWRS),ID,47.466667,-115.8,1011
727840,HMS,HANFORD,WA,46.566667,-119.6,223
727845,PSC,PASCO/TRI-CITIES,WA,46.266667,-119.116667,124
727846,ALW,WALLA WALLA RGNL,WA,46.1,-118.283333,367
727850,GEG,SPOKANE INTL ARPT,WA,47.633333,-117.533333,721
727855,SKA,FAIRCHILD AFB,WA,47.616667,-117.65,750
727856,SFF,SPOKANE/FELTS FIELD,WA,47.683333,-117.316667,595
727857,PUW,PULLMAN/MOSCOW RGNL,WA,46.75,-117.116667,778
727860,,SPOKANE (RAOB),WA,47.683333,-117.633333,728
727873,CQV,COLVILLE MUNICIPAL,WA,48.55,-117.883333,572
727880,,WALLA WALLA,WA,46.033333,-118.333333,302
727883,ELN,ELLENSBURG/BOWERS,WA,47.033333,-120.533333,538
727884,RLD,RICHLAND,WA,46.3,-119.3,119
727885,CLM,PORT ANGELES INTL,WA,48.116667,-123.5,88
727890,4OM,OMAK,WA,48.416667,-119.533333,382
727910,AST,ASTORIA/CLATSOP,OR,46.15,-123.883333,7
727915,82S,CAPE DISAPPOINTMENT,WA,46.283333,-124.05,55
727916,84S,GRAYS HARBOR (CGS),WA,46.916667,-124.1,6
727920,OLM,OLYMPIA,WA,46.966667,-122.9,61
727923,HQM,HOQUIAM/BOWERMAN,WA,46.966667,-123.933333,4
727924,KLS,KELSO-LONGVEIW AWOS,WA,46.116667,-122.9,5
727925,SHN,SHELTON/SANDERSON,WA,47.233333,-123.15,85
727926,TDO,TOLEDO-WINLOCK MEM,WA,46.483333,-122.8,113
727927,,OCEAN SHORES (CGS),WA,46.966667,-124.133333,3
727928,PWT,BREMERTON NTNL AWOS,WA,47.5,-122.75,147
727929,2S9,WILLAPA HARBOR,WA,46.7,-123.816667,5
727930,SEA,SEATTLE-TACOMA INTL,WA,47.45,-122.3,137
727933,ZSE,AUBURN,WA,47.283333,-122.183333,99
727934,RNT,RENTON MUNICIPAL,WA,47.5,-122.216667,9
727935,BFI,SEATTLE/BOEING FLD,WA,47.533333,-122.3,5
727936,ATX,SEATTLE (NEXRAD),WA,48.2,-122.5,185
727937,PAE,EVERETT/PAINE FIELD,WA,47.9,-122.283333,185
727938,TIW,TACOMA NARROWS,WA,47.266667,-122.583333,89
727939,91S,ALKI POINT (CGLS),WA,47.516667,-122.416667,1
727945,AWO,ARLINGTON MUNI,WA,48.166667,-122.166667,42
727964,76S,OAK HARBOR AIRPARK,WA,48.25,-122.666667,58
727965,S88,ARLINGTON (AWOS),WA,48.166667,-122.15,42
727970,UIL,QUILLAYUTE STATE,WA,47.95,-124.55,62
727974,S53,DESTRUCTION ISLAND,WA,47.666667,-124.483333,24
727976,BLI,BELLINGHAM INTL,WA,48.8,-122.533333,48
727977,87S,QUILLAYUTE RIV CGLS,WA,47.9,-124.633333,1
727978,93S,CAPE FLATTERY(CGLS),WA,48.383333,-124.733333,26
727979,53S,POINT WILSON (CGLS),WA,48.116667,-122.75,1
727984,8S7,NEAH BAY,WA,48.366667,-124.583333,3
727985,FHR,FRIDAY HARBOR,WA,48.516667,-123.016667,33
727996,96S,NEW DUNGENESS (CGS),WA,48.166667,-123.1,12
740010,,REDSTONE ARSENAL  &,AL,34.683333,-86.683333,209
740020,,ABERDEEN PRV GRND &,MD,39.5,-76.566667,5
740030,DPG,DUGWAY PRVG GROUND&,UT,40.2,-112.933333,1326
740040,1Y7,YUMA PRVG GROUNDS &,AZ,32.5,-114.4,231
742004,S38,BURROWS ISLAND,WA,48.083333,-122.1,18
742006,75S,BURLINGTON/MT VERN,WA,48.466667,-122.416667,43
742010,NOW,PORT ANGELES CGAS,WA,48.133333,-123.4,9
742015,86S,SMITH ISLAND (CGLS),WA,48.316667,-122.85,1
742060,TCM,MC CHORD AFB/TACOMA,WA,47.133333,-122.483333,98
742065,97S,POINT NO POINT(CGS),WA,47.916667,-122.533333,1
742070,GRF,FORT LEWIS/GRAY AAF,WA,47.083333,-122.583333,92
742075,99S,PT. ROBINSON (CGLS),WA,47.383333,-122.366667,0
742076,43S,WEST POINT (CGLS),WA,47.666667,-122.433333,4
742300,MLS,MILES CITY        &,MT,46.433333,-105.866667,801
743650,3RN,GRAYLING AF RANGE,MI,44.833333,-84.55,387
743700,GTB,FORT DRUM/WHEELER,NY,44.05,-75.733333,207
743890,,GRAY,ME,43.9,-70.25,125
743920,NHZ,BRUNSWICK NAS,ME,43.883333,-69.933333,23
743926,18B,MONHEGAN/MANANA ISL,ME,43.766667,-69.333333,1
743927,23B,SEGUIN ISL (CGLS),ME,43.666667,-69.766667,1
743945,MHT,MANCHESTER AIRPARK,NH,42.933333,-71.433333,71
743946,ASH,NASHUA/BOIRE FIELD,NH,42.783333,-71.516667,61
744200,U67,ROOSEVELT         &,UT,40.3,-109.983333,1556
744210,,CRAIG,CO,40.5,-107.516667,1886
744214,MZZ,MARION MUNICIPAL,IN,40.483333,-85.683333,262
744550,,DAVENPORT UPPER-AIR,IA,41.616667,-90.583333,229
744600,MMO,MARSEILLES (AMOS),IL,41.366667,-88.683333,225
744654,C73,DIXON/WALGREEN FLD,IL,41.833333,-89.45,240
744655,ARR,AURORA MUNICIPAL,IL,41.766667,-88.466667,215
744665,PWK,CHICAGO/PALWAUKEE,IL,42.116667,-87.916667,197
744680,MDN,JEFFERSON PRVG GRND,IN,38.833333,-85.416667,266
744714,SLW,SMITHVILLE/WOOSTER,OH,40.883333,-81.833333,357
744843,N66,ONEONTA MUNICIPAL &,NY,42.516667,-75.066667,538
744860,JFK,NEW YORK/JF KENNEDY,NY,40.65,-73.783333,7
744864,FRG,FARMINGDALE/REPUBLC,NY,40.733333,-73.416667,25
744865,FOK,WESTHAMPTON BEACH,NY,40.85,-72.633333,20
744900,BED,HANSCOM FLD/BEDFORD,MA,42.466667,-71.283333,41
744904,LWM,LAWRENCE MUNICIPAL,MA,42.716667,-71.116667,45
744905,AYE,FORT DEVENS/AYER,MA,42.566667,-71.6,82
744910,CEF,CHICOPEE/WESTOVER,MA,42.2,-72.533333,75
744915,BAF,WESTFIELD/BARNES,MA,42.15,-72.716667,83
744916,PSF,PITTSFIELD MUNI,MA,42.433333,-73.3,364
744920,,BLUE HILL OBSERVAT,MA,42.216667,-71.116667,195
744940,CHH,CHATHAM,MA,41.666667,-69.966667,16
744975,51N,SHORT BEACH (CGS),NY,40.583333,-73.55,1
744976,50N,ROCKAWAY (CGS),NY,40.566667,-73.883333,3
744994,SCH,SCHENECTADY AIRPORT,NY,42.85,-73.933333,115
745039,GGB,GOLDEN GATE BRIDGE,CA,37.816667,-122.466667,81
745040,,PILAR POINT AFS,CA,37.5,-122.5,49
745045,94Q,POINT BONITA (CGLS),CA,37.8,-122.516667,1
745054,NNZ,POINT SUR,CA,36.3,-121.883333,34
745055,95Q,POINT PINOS (CGLS),CA,36.633333,-121.933333,6
745060,NGZ,ALAMEDA NAS/NIMITZ,CA,37.783333,-122.316667,4
745065,91Q,POINT BLUNT (CGLS),CA,37.85,-122.416667,73
745090,NUQ,MOFFETT NAS/MTN VIE,CA,37.416667,-122.05,12
745095,85Q,SANTA CRUZ HARBOR,CA,36.966667,-122,1
745096,93Q,PIGEON POINT (CGLS),CA,37.183333,-122.4,1
745097,51Q,SAN FRANCISCO (PBS),CA,37.75,-122.7,5
745160,SUU,TRAVIS AFB/FAIRFLD,CA,38.266667,-121.933333,19
745165,98Q,RIO VISTA (CGLS),CA,38.15,-121.7,1
745203,MLF,MILFORD MUNICIPAL &,UT,38.433333,-113.016667,1536
745310,AFF,AIR FORCE ACADEMY,CO,38.966667,-104.816667,2003
745320,,LIMON,CO,39.183333,-103.7,1694
745430,PTT,PRATT MUNICIPAL,KS,37.7,-98.75,595
745450,,SMOKEY HILL RANGE,KS,38.65,-97.8,422
745600,,LINCOLN UPPER-AIR,IL,40.15,-89.333333,178
745700,FFO,WRIGHT-PATERSON AFB,OH,39.833333,-84.05,251
745890,,CHESAPEAKE(LGT-VSL),VA,36.9,-75.716667,23
745900,N78,BARNEGAT (CGS),NJ,39.766667,-74.1,6
745940,ADW,ANDREWS AFB,MD,38.816667,-76.866667,86
745945,61W,ANNAPOLIS (CGS),MD,38.916667,-76.466667,8
745950,W30,OCEAN CITY (CGLS),MD,38.333333,-75.083333,4
745965,N91,CAPE MAY (CGS),NJ,38.95,-74.883333,2
745966,WWD,WILDWOOD(AWOS),NJ,39.016667,-74.916667,7
745980,LFI,LANGLEY AFB/HAMPTON,VA,37.083333,-76.366667,3
745985,MTV,MARTINSVILLE,VA,36.633333,-80.016667,287
746060,,S. VANDENBERG AFB,CA,34.65,-120.566667,112
746110,BYS,BICYCLE LAKE (AAF)&,CA,35.283333,-116.616667,716
746120,NID,CHINA LAKE (NAF)  &,CA,35.683333,-117.683333,696
746140,INS,INDIAN SPRINGS GNRY,NV,36.583333,-115.666667,952
746180,4CB,CUDDLEBACK GNRY RNG,CA,35.266667,-117.433333,864
746190,4SU,SUPERIOR VLLY GNRY,CA,36.333333,-117.1,962
746300,,STALLION (AAF),NM,33.816667,-106.666667,1506
746310,,WHITE SAND MISSILE,NM,33.166667,-106.483333,1235
746350,,AZTEC,NM,36.833333,-107.9,1902
746375,P70,CLINES CORNER,NM,34.933333,-105.583333,2109
746380,4MR,MELROSE GNRY RANGE,NM,34.3,-103.8,1326
746410,WWR,WEST WOODWARD,OK,36.433333,-99.533333,667
746430,H92,HOMINY MUNICIPAL,OK,36.433333,-96.383333,251
746450,F10,HENRYETTA MUNICIPAL,OK,35.4,-96.016667,259
746460,F30,SULPHUR MUNICIPAL,OK,34.516667,-96.983333,320
746710,HOP,FORT CAMPBELL (AAF),KY,36.666667,-87.5,174
746716,BWG,BOWLING GREEN,KY,36.966667,-86.416667,167
746930,FBG,FORT BRAGG/SIMMONS,NC,35.133333,-78.933333,74
746943,ECG,ELIZABETH CITY(CGS),NC,36.266667,-76.183333,4
746950,2DP,DARE CO GNRY RANGE,NC,35.683333,-75.9,3
746960,44W,DIAMOND SHOALS(CGS),NC,35.15,-75.3,1
746990,46W,FRYING PAN SHOALS,NC,33.483333,-77.583333,0
747020,NLC,LEMOORE NAS/REEVES,CA,36.333333,-119.95,72
747043,EMT,EL MONTE          &,CA,34.083333,-118.033333,90
747180,,SALTON SEA (AFS),CA,33.216667,-115.866667,-69
747185,IPL,IMPERIAL,CA,32.833333,-115.583333,-17
747186,CZZ,CAMPO (AWRS),CA,32.616667,-116.466667,802
747187,TRM,THERMAL AIRPORT,CA,33.633333,-116.166667,-36
747188,BLH,BLYTHE AIRPORT,CA,33.616667,-114.716667,121
747240,GBN,GILA BEND (AAF),AZ,32.883333,-112.716667,262
747255,PJB,PAYSON,AZ,34.266667,-111.35,1571
747300,P07,SANDERSON (RAMOS),TX,30.166667,-102.416667,865
747320,HMN,HOLLOMAN AFB,NM,32.85,-106.1,1248
747330,E28,NORTHRUP LNDG STRIP,NM,32.9,-106.4,1193
747340,,WHITE SANDS MISSILE,NM,32.633333,-106.4,1204
747400,JCT,JUNCTION (AMOS),TX,30.5,-99.766667,522
747530,02R,PEASON RIDGE RANGE,LA,31.4,-93.283333,141
747540,AEX,ENGLAND AFB/ALEXAND,LA,31.333333,-92.55,27
747550,01R,CLAIBORNE RNG (AFS),LA,31.133333,-92.566667,67
747685,GPT,GULFPORT-BILOXI,MS,30.4,-89.066667,9
747686,BIX,KEESLER AFB/BILOXI,MS,30.416667,-88.916667,10
747687,PGL,PASCAGOULA/JACKSON,MS,30.4,-88.483333,3
747750,PAM,TYNDALL AFB,FL,30.066667,-85.583333,5
747756,1J4,CAPE SAN BLAS (CGS),FL,29.683333,-85.366667,2
747770,HRT,HURLBURT FIELD (AF),FL,30.433333,-86.683333,12
747780,,EGLIN AFB RNG C52A,FL,30.566667,-86.316667,48
747800,,FORT STEWART RESERV,GA,31.9,-81.633333,27
747804,SVN,HUNTER (AAF),GA,32.016667,-81.15,13
747810,VAD,MOODY AFB/VALDOSTA,GA,30.966667,-83.2,71
747880,MCF,MACDILL AFB/TAMPA,FL,27.85,-82.516667,4
747900,SSC,SHAW AFB/SUMTER,SC,33.966667,-80.466667,74
747910,MYR,MYRTLE BEACH(CIV),SC,33.683333,-78.933333,8
747915,CRE,NORTH MYRTLE BEACH,SC,33.816667,-78.716667,10
747916,85J,GEORGETOWN (CGLS),SC,33.216667,-79.183333,8
747920,2PJ,POINSETT RANGE,SC,33.85,-80.483333,68
747940,XMR,CAPE KENNEDY (AFS),FL,28.466667,-80.55,3
747946,TTS,NASA SHUTTLE FCLTY,FL,28.616667,-80.716667,3
747950,COF,PATRICK AFB/COCOA B,FL,28.233333,-80.6,3
747960,AGR,AVON PARK GNRY RNG,FL,27.65,-81.333333,20
747986,X88,MARATHON (CGS),FL,24.716667,-81.116667,1
747994,BCG,BUTTE LA ROSE,LA,30.116667,-91.55,10
760013,MMTJ,TIJUANA INTL ARPT &,MX,32.55,-116.966667,152
760053,MMML,MEXICALI INTL ARPT&,MX,32.633333,-117,22
760500,,ENSENADA,MX,31.85,-116.633333,8
760550,,SAN FELIPE,MX,31.033333,-114.85,17
760610,,PUERTO PENASCO,MX,31.3,-113.55,48
760753,MMCS,CIUDAD JUAREZ INTL&,MX,31.633333,-106.433333,1171
760803,NOG,NOGALES           &,MX,31.233333,-110.983333,1222
761130,,ALTAR,MX,30.716667,-111.733333,419
761180,,NACOZARI,MX,30.366667,-109.683333,1040
761220,,NUEVA CASAS GRANDES,MX,30.416667,-107.916667,1467
761510,,ISLA GUADALUPE,MX,29.166667,-118.316667,25
761600,MMHO,HERMOSILLO INTL   &,MX,29.066667,-110.966667,211
762200,,TEMOSACHIC,MX,28.95,-107.833333,1870
762250,,CHIHUAHUA UNIVERSIT,MX,28.633333,-106.083333,1435
762253,MMCU,CHIHUAHUA INTL ARPT,MX,28.7,-105.966667,1360
762430,MMPG,PIEDRAS NEGRAS,MX,28.7,-100.516667,250
762530,MMCN,SANTA ROSALIA     &,MX,27.316667,-112.3,75
762555,MMGM,GUAYMAS INTL ARPT,MX,27.966667,-110.933333,27
762560,,EMPALME,MX,27.916667,-110.9,11
762580,,CIUDAD OBREGON,MX,27.483333,-109.933333,43
762863,MMNL,NUEVO LAREDO INTL &,MX,27.433333,-99.566667,148
763050,MMLT,LORETO            &,MX,26.016667,-111.35,15
763110,,CHOIX,MX,26.716667,-108.283333,238
763230,,PARRAL,MX,26.933333,-105.666667,1744
763420,MMMV,MONCLOVA,MX,26.883333,-101.416667,615
763503,MMRX,REYNOSA INTL ARPT &,MX,26.016667,-98.233333,39
763615,MMLM,LOS MOCHIS AIRPORT,MX,25.683333,-109.083333,4
763730,,TEPEHUANES,MX,25.35,-105.783333,1967
763820,MMTC,TORREON AIRPORT   &,MX,25.533333,-103.45,1124
763900,,SALTILLO,MX,25.45,-100.983333,1790
763930,,MONTERREY (CITY),MX,25.866667,-100.2,512
763940,MMAN,MONTERREY INTL ARPT,MX,25.866667,-100.233333,448
763943,MMMY,MONTERREY/GEN MARIA,MX,25.783333,-100.1,387
763993,MMMA,MATAMOROS INTL    &,MX,25.766667,-97.533333,8
764020,,CIUDAD CONSTITUCION,MX,25,-111.666667,48
764050,,LA PAZ (CITY),MX,24.166667,-110.416667,27
764055,MMLP,LA PAZ INTL AIRPORT,MX,24.066667,-110.366667,21
764056,MMSD,SAN JOSE DEL CABO &,MX,23.15,-109.7,109
764120,MMCL,CULIACAN (CITY)   &,MX,24.816667,-107.4,39
764230,,DURANGO (CITY),MX,24.033333,-104.666667,1872
764235,MMDO,DURANGO AIRPORT,MX,24.133333,-104.533333,1857
764580,,MAZATLAN,MX,23.2,-106.416667,4
764593,MMMZ,MAZATLAN/G. BUELNA,MX,23.166667,-106.266667,10
764710,,SOMBRERETE,MX,23.633333,-103.633333,2359
764910,,CIUDAD VICTORIA,MX,23.75,-99.133333,355
764915,MMCV,CIUDAD VICTORIA APT,MX,23.716667,-98.966667,238
764990,,SOTO LA MARINA,MX,23.766667,-98.2,21
765190,,COLOTLAN,MX,22.116667,-103.266667,1673
765250,,ZACATECAS (CITY),MX,22.783333,-102.566667,2612
765255,MMZC,ZACATECAS ARPT,MX,22.9,-102.683333,2140
765390,MMSP,SAN LUIS POTOSI,MX,22.15,-100.983333,1903
765480,,TAMPICO,MX,22.216667,-97.85,26
765493,MMTM,TAMPICO/GEN FJ MINA,MX,22.283333,-97.866667,24
765510,,ISLA MARIA MADRE,MX,21.666667,-106.533333,5
765560,MMEP,TEPIC,MX,21.516667,-104.9,922
765710,MMAS,AGUASCALIENTES,MX,21.883333,-102.3,1885
765770,,GUANAJUATO,MX,21.016667,-101.25,1999
765773,MMLO,DEL BAJIO/LEON,MX,21,-101.483333,1819
765810,,RIO VERDE,MX,21.85,-100,990
765850,,MATLAPA,MX,21.333333,-98.666667,133
765906,MMUN,CANCUN INTL AIRPORT,MX,21.033333,-86.866667,5
765930,,PROGRESO,MX,21.3,-89.816667,14
765950,,CANCUN,MX,21.033333,-86.883333,10
766013,MMPR,PUERTO VALLARTA/LIC,MX,20.683333,-105.25,6
766015,MMZP,ZAPOPAN (MIL),MX,20.75,-103.466667,1625
766120,,GUADALAJARA,MX,20.666667,-103.383333,1551
766133,MMGL,DON MIGUEL/GUADALAJ,MX,20.516667,-103.316667,1528
766250,MMQT,QUERETARO,MX,20.6,-100.383333,1813
766320,,PACHUCA,MX,20.133333,-98.733333,2417
766340,MMTL,TULANCINGO        &,MX,20.083333,-98.366667,2181
766400,,TUXPAN,MX,20.95,-97.4,28
766420,,TRIANGULOS REEFS  &,MX,20.966667,-92.316667,2
766430,,CAYO ARCAS (ISLAND),MX,20.216667,-91.966667,3
766440,MMMD,MERIDA INTL ARPT,MX,20.983333,-89.65,10
766470,,VALLADOLID,MX,20.7,-88.216667,22
766493,MMCZ,COZUMEL (CIV/MIL),MX,20.533333,-86.933333,5
766534,MMZO,MANZANILLO INTL   &,MX,19.15,-104.566667,8
766540,,MANZANILLO,MX,19.05,-104.333333,3
766546,MMPN,URUAPAN/GEN RAYON,MX,19.4,-102.033333,1593
766560,,CIUDAD GUZMAN,MX,19.7,-103.466667,1507
766580,MMIA,COLIMA            &,MX,19.266667,-103.583333,723
766620,,ZAMORA,MX,19.983333,-102.316667,1562
766650,,MORELIA,MX,19.7,-101.183333,1913
