field_names,keyword,monitor,name,priority,regex,status,template
EVENTTIME,eventloop,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TailingProcessor\s+-\s+Eventloop\s+terminated\s+successfully.,Active,EVENTTIME INFO TailingProcessor - Eventloop terminated successfully.
EVENTTIME,configuration,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+loader\s+-\s+Initializing\s+from\s+configuration,Active,EVENTTIME INFO loader - Initializing from configuration
EVENTTIME JOB_ID BID SRC TARGET,target,TRUE,  CMRepJob - target succeeded.,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMRepJob\s+-\s+job=(?P<JOB_ID>[^\s+]+)\s+bid=(?P<BID>[^\s+]+)\s+src=(?P<SRC>[^\s+]+)\s+target=(?P<TARGET>[^\s+]+)\s+succeeded.,Active,EVENTTIME INFO  CMRepJob - job=JOB_ID bid=BID src=SRC target=TARGET succeeded.
EVENTTIME KEY_PATH,reading,TRUE,KeyManagerSearchPeers - Finished reading public key for peer,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+KeyManagerSearchPeers\s+-\s+Finished\s+reading\s+public\s+key\s+for\s+peer:\s+(?P<KEY_PATH>[^\s+]+),Active,EVENTTIME INFO  KeyManagerSearchPeers - Finished reading public key for peer: KEY_PATH
EVENTTIME TIMEOUT,timeout,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TcpInputProc\s+-\s+Setting\s+up\s+input\s+quiesce\s+timeout\s+for\s+:\s+(?P<TIMEOUT>\d+\.?\d*)\s+secs,Active,EVENTTIME INFO  TcpInputProc - Setting up input quiesce timeout for : TIMEOUT secs
EVENTTIME PATH MISSING_FIELDS,indexedcsv,TRUE,IndexedCSV - csv file PATH has missing fields,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+IndexedCSV\s+-\s+csv\s+file\s+(?P<PATH>[^\s+]+)\s+has\s+(?P<MISSING_FIELDS>\d+\.?\d*)\s+missing\s+fields,Active,EVENTTIME WARN  IndexedCSV - csv file PATH has MISSING_FIELDS missing fields
EVENTTIME EVENT TYPE BID,type,TRUE,  BucketReplicator - event  type,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+BucketReplicator\s+-\s+event=(?P<EVENT>[^\s+]+)\s+type=(?P<TYPE>[^\s+]+)\s+bid=(?P<BID>[^\s+]+),Active,EVENTTIME INFO  BucketReplicator - event=EVENT type=TYPE bid=BID
EVENTTIME,quotedstr,TRUE, SpecFiles - Found external scheme definition for stanza,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+SpecFiles\s+-\s+Found\s+external\s+scheme\s+definition\s+for\s+stanza=\""[^\""]+\""\s+from\s+spec\s+file=\""[^\""]+\""\s+with\s+parameters=\""[^\""]+\""",Active,EVENTTIME INFO SpecFiles - Found external scheme definition for stanza=QUOTEDSTR from spec file=QUOTEDSTR with parameters=QUOTEDSTR
EVENTTIME GROUP ELIGIBLE DELAYED DISPATCHED SKIPPED TOAL_LAG MAX_LAG WIN_MAX_LAG WIN_TOT_LAG MAX_RUNNING ACTIONS_TRIGGERED COMPLETED TOT_RUNTIME MAX_RUNTIME,skipped,TRUE, Metrics - group  total_lag completed,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+eligible=(?P<ELIGIBLE>[^\s+]+)\s+delayed=(?P<DELAYED>[^\s+]+)\s+dispatched=(?P<DISPATCHED>[^\s+]+)\s+skipped=(?P<SKIPPED>[^\s+]+)\s+total_lag=(?P<TOAL_LAG>[^\s+]+)\s+max_lag=(?P<MAX_LAG>[^\s+]+)\s+window_max_lag=(?P<WIN_MAX_LAG>[^\s+]+)\s+window_total_lag=(?P<WIN_TOT_LAG>[^\s+]+)\s+max_running=(?P<MAX_RUNNING>[^\s+]+)\s+actions_triggered=(?P<ACTIONS_TRIGGERED>[^\s+]+)\s+completed=(?P<COMPLETED>[^\s+]+)\s+total_runtime=(?P<TOT_RUNTIME>[^\s+]+)\s+max_runtime=(?P<MAX_RUNTIME>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP eligible=ELIGIBLE delayed=DELAYED dispatched=DISPATCHED skipped=SKIPPED total_lag=TOAL_LAG max_lag=MAX_LAG window_max_lag=WIN_MAX_LAG window_total_lag=WIN_TOT_LAG max_running=MAX_RUNNING actions_triggered=ACTIONS_TRIGGERED completed=COMPLETED total_runtime=TOT_RUNTIME max_runtime=MAX_RUNTIME
EVENTTIME CANDIDATE_ID FROZEN_TIME NOW LATEST,latest,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+BucketMover\s+-\s+will\s+attempt\s+to\s+freeze:\s+candidate=(?P<CANDIDATE_ID>[^\s+]+)\s+because\s+frozenTimePeriodInSecs=(?P<FROZEN_TIME>[^\s+]+)\s+is\s+exceeded\s+by\s+the\s+difference\s+between\s+now=(?P<NOW>[^\s+]+)\s+and\s+latest=(?P<LATEST>[^\s+]+),Active,EVENTTIME INFO BucketMover - will attempt to freeze: candidate=CANDIDATE_ID because frozenTimePeriodInSecs=FROZEN_TIME is exceeded by the difference between now=NOW and latest=LATEST
EVENTTIME DEFAULT_PATH,variable,0,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+loader\s+-\s+SPLUNK_MODULE_PATH\s+environment\s+variable\s+not\s+found\s+-\s+defaulting\s+to\s+(?P<DEFAULT_PATH>\S+),Active,EVENTTIME INFO  loader - SPLUNK_MODULE_PATH environment variable not found - defaulting to DEFAULT_PATH
EVENTTIME,tailwatcher,1,TailingProcessor  Removing TailWatcher ,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TailingProcessor\s+-\s+Removing\s+TailWatcher\s+from\s+eventloop...,Active,EVENTTIME INFO TailingProcessor - Removing TailWatcher from eventloop...
EVENTTIME USEC RELOADING INDEXES_INITIALIZED,usec,TRUE,IndexProcessor - Initializing indexes took usec,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+IndexProcessor\s+-\s+Initializing\s+indexes\s+took\s+usec=(?P<USEC>[^\s+]+)\s+reloading=(?P<RELOADING>[^\s+]+)\s+indexes_initialized=(?P<INDEXES_INITIALIZED>[^\s+]+),Active,EVENTTIME INFO  IndexProcessor - Initializing indexes took usec=USEC reloading=RELOADING indexes_initialized=INDEXES_INITIALIZED
EVENTTIME,ds_dc_common,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+DS_DC_Common\s+-\s+Initializing\s+the\s+PubSub\s+system.,Active,EVENTTIME INFO DS_DC_Common - Initializing the PubSub system.
EVENTTIME,tcp,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TcpInputProc\s+-\s+TCP\s+connection\s+cleanup\s+complete,Active,EVENTTIME INFO TcpInputProc - TCP connection cleanup complete
EVENTTIME,added,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMServiceThread\s+-\s+shutdown\s+actor\s+successfully\s+added\s+to\s+eloop,Active,EVENTTIME INFO CMServiceThread - shutdown actor successfully added to eloop
EVENTTIME IP,enabled,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TcpInputProc\s+-\s+clustering\s+is\s+enabled\s+but\s+ACK\s+not\s+enabled\s+on\s+forwarder=(?P<IP>[^\s+]+),Active,EVENTTIME INFO  TcpInputProc - clustering is enabled but ACK not enabled on forwarder=IP
EVENTTIME CONFS,confs,TRUE,ClusterSlaveConfigReloader - The following confs were downloaded as a part of app ,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ClusterSlaveConfigReloader\s+-\s+The\s+following\s+confs=(?P<CONFS>[^\s+]+)\s+were\s+downloaded\s+as\s+a\s+part\s+of\s+app\s+'SA-UserAccess'.,Active,EVENTTIME INFO  ClusterSlaveConfigReloader - The following confs=CONFS were downloaded as a part of app 'SA-UserAccess'.
EVENTTIME,concurrently,TRUE,DispatchManager - The instance is approaching the maximum number of historical searches ,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+DispatchManager\s+-\s+The\s+instance\s+is\s+approaching\s+the\s+maximum\s+number\s+of\s+historical\s+searches\s+that\s+can\s+be\s+run\s+concurrently.,Active,EVENTTIME WARN DispatchManager - The instance is approaching the maximum number of historical searches that can be run concurrently.
EVENTTIME,deploymentserver,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+DeploymentServer\s+-\s+Creating\s+connection\s+to\s+PubSub\s+system.,Active,EVENTTIME INFO DeploymentServer - Creating connection to PubSub system.
EVENTTIME GROUP NAME PROCESSOR CPU_SECONDS EXECUTES CUMULATIVE_HITS,processor,TRUE,Metrics - group cumulative hits,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+processor=(?P<PROCESSOR>[^\s+]+)\s+cpu_seconds=(?P<CPU_SECONDS>[^\s+]+)\s+executes=(?P<EXECUTES>[^\s+]+)\s+cumulative_hits=(?P<CUMULATIVE_HITS>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP name=NAME processor=PROCESSOR cpu_seconds=CPU_SECONDS executes=EXECUTES cumulative_hits=CUMULATIVE_HITS
EVENTTIME FEATURE,feature,1,DistributedPeerManager :feature not enabled,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+DistributedPeerManager\s+-\s+feature=(?P<FEATURE>[^\s+]+)\s+not\s+enabled\s+for\s+your\s+license\s+level,Active,EVENTTIME WARN  DistributedPeerManager - feature=FEATURE not enabled for your license level
EVENTTIME MAX_LIMIT DATA_SOURCE DATA_HOST DATA_SOURCETYPE,data_sourcetype,TRUE,AggregatorMiningProcessor -  Breaking event because limit of MAX_LIMIT has been exceeded ,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+AggregatorMiningProcessor\s+-\s+Breaking\s+event\s+because\s+limit\s+of\s+(?P<MAX_LIMIT>\d+\.?\d*)\s+has\s+been\s+exceeded\s+-\s+data_source=(?P<DATA_SOURCE>\S+),\s+data_host=(?P<DATA_HOST>\S+),\s+data_sourcetype=(?P<DATA_SOURCETYPE>.*)",Active,"EVENTTIME WARN  AggregatorMiningProcessor - Breaking event because limit of MAX_LIMIT has been exceeded - data_source=DATA_SOURCE, data_host=DATA_HOST, data_sourcetype=DATA_SOURCETYPE"
EVENTTIME GROUP NAME MAX_MS MEAN_MS,group,TRUE,  Metrics - group compute_search_quota_max_ms,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+compute_search_quota_max_ms=(?P<MAX_MS>[^\s+]+)\s+compute_search_quota_mean_ms=(?P<MEAN_MS>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP name=NAME compute_search_quota_max_ms=MAX_MS compute_search_quota_mean_ms=MEAN_MS
EVENTTIME UUID IP1 DNS1 HOST_NAME2 CONNECTION_ID1 UTSNAME1 BUILD1 MGMT1 SPLUNK_VERSION1 PACKAGE1 INSTANCE_ID1 INSTANCE_NAME1 IP2 DNS2 HOSTNAME2 CONNECTION_ID2 UTSNAME2 BUILD2 MGMT2 SPLUNK_VERSION2 PACKAGE2 INSTANCE_ID2 INSTANCE_NAME2,properties,TRUE,ClientSessionsManager - Client with Id 'UUID' has changed ,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+ClientSessionsManager\s+-\s+Client\s+with\s+Id\s+'(?P<UUID>[\da-fA-F]{8}\-[\da-fA-F]{4}\-[\da-fA-F]{4}\-[\da-fA-F]{4}\-[\da-fA-F]{12})'\s+has\s+changed\s+some\s+of\s+its\s+properties\s+on\s+the\s+latest\s+phone\s+home.Old\s+properties\s+are:\s+\{ip=(?P<IP1>[^\s+]+)\s+dns=(?P<DNS1>[^\s+]+)\s+hostname=(?P<HOST_NAME2>[^\s+]+)\s+deploymentClientName=\""[^\""]+\"",\s+connectionId=(?P<CONNECTION_ID1>[^\s+]+)\s+utsname=(?P<UTSNAME1>\S+),\s+build=(?P<BUILD1>[^\s+]+)\s+mgmt=(?P<MGMT1>[^\s+]+)\s+splunkVersion=(?P<SPLUNK_VERSION1>[^\s+]+)\s+package=(?P<PACKAGE1>[^\s+]+)\s+instanceId=(?P<INSTANCE_ID1>[^\s+]+)\s+instanceName=(?P<INSTANCE_NAME1>[^\s+]+)\s+New\s+properties\s+are:\s+\{ip=(?P<IP2>[^\s+]+)\s+dns=(?P<DNS2>[^\s+]+)\s+hostname=(?P<HOSTNAME2>[^\s+]+)\s+deploymentClientName=\""[^\""]+\"",\s+connectionId=(?P<CONNECTION_ID2>[^\s+]+)\s+utsname=(?P<UTSNAME2>\S+),\s+build=(?P<BUILD2>[^\s+]+)\s+mgmt=(?P<MGMT2>[^\s+]+)\s+splunkVersion=(?P<SPLUNK_VERSION2>[^\s+]+)\s+package=(?P<PACKAGE2>[^\s+]+)\s+instanceId=(?P<INSTANCE_ID2>[^\s+]+)\s+instanceName=(?P<INSTANCE_NAME2>[^\s+]+)",Active,"EVENTTIME WARN  ClientSessionsManager - Client with Id 'UUID' has changed some of its properties on the latest phone home.Old properties are: {ip=IP1 dns=DNS1 hostname=HOST_NAME2 deploymentClientName=""C5F7F74F-98CF-4D58-8CE8-07D036A10BAA"", connectionId=CONNECTION_ID1 utsname=UTSNAME1, build=BUILD1 mgmt=MGMT1 splunkVersion=SPLUNK_VERSION1 package=PACKAGE1 instanceId=INSTANCE_ID1 instanceName=INSTANCE_NAME1 New properties are: {ip=IP2 dns=DNS2 hostname=HOSTNAME2 deploymentClientName=""C5F7F74F-98CF-4D58-8CE8-07D036A10BAA"", connectionId=CONNECTION_ID2 utsname=UTSNAME2, build=BUILD2 mgmt=MGMT2 splunkVersion=SPLUNK_VERSION2 package=PACKAGE2 instanceId=INSTANCE_ID2 instanceName=INSTANCE_NAME2"
EVENTTIME BID SRCS,srcs,TRUE,CMSearchFilesSyncer - Running job to sync search ,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMSearchFilesSyncer\s+-\s+Running\s+job\s+to\s+sync\s+search\s+files\s+for\s+bid=(?P<BID>[^\s+]+)\s+from\s+srcs=(?P<SRCS>[^\s+]+),Active,EVENTTIME INFO  CMSearchFilesSyncer - Running job to sync search files for bid=BID from srcs=SRCS
EVENTTIME PEER,peer,TRUE,KeyManagerSearchPeers - Finished updating public key for search peer,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+KeyManagerSearchPeers\s+-\s+Finished\s+updating\s+public\s+key\s+for\s+search\s+peer:\s+(?P<PEER>[^\s+]+),Active,EVENTTIME INFO  KeyManagerSearchPeers - Finished updating public key for search peer: PEER
EVENTTIME GROUP NAME JOBS_ADDED JOBS_FINISHED CURRENT_SIZE SMALLEST_SIZE LARGEST_SIZE MAX_SIZE,max_size,TRUE,Metrics - group current size  jobs finished,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+jobs_added=(?P<JOBS_ADDED>[^\s+]+)\s+jobs_finished=(?P<JOBS_FINISHED>[^\s+]+)\s+current_size=(?P<CURRENT_SIZE>[^\s+]+)\s+smallest_size=(?P<SMALLEST_SIZE>[^\s+]+)\s+largest_size=(?P<LARGEST_SIZE>[^\s+]+)\s+max_size=(?P<MAX_SIZE>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP name=NAME jobs_added=JOBS_ADDED jobs_finished=JOBS_FINISHED current_size=CURRENT_SIZE smallest_size=SMALLEST_SIZE largest_size=LARGEST_SIZE max_size=MAX_SIZE
EVENTTIME GROUP NAME INDEX_LABEL INDEX_STATUS LICENSE_STATUS GUID SERVER_NAME,license_status,TRUE,Metrics - group server name,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+instance_roles=\""[^\""]+\"",\s+index_cluster_label=(?P<INDEX_LABEL>[^\s+]+)\s+index_cluster_status=(?P<INDEX_STATUS>[^\s+]+)\s+license_status=(?P<LICENSE_STATUS>[^\s+]+)\s+instance_guid=(?P<GUID>[^\s+]+)\s+server_name=(?P<SERVER_NAME>[^\s+]+)",Active,"EVENTTIME INFO  Metrics - group=GROUP name=NAME instance_roles=""indexer, license_master, kv_store"", index_cluster_label=INDEX_LABEL index_cluster_status=INDEX_STATUS license_status=LICENSE_STATUS instance_guid=GUID server_name=SERVER_NAME"
EVENTTIME UUID,clusterslavecontrolhandler,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ClusterSlaveControlHandler\s+-\s+Forcing\s+roll\s+of\s+application~410~(?P<UUID>[\da-fA-F]{8}\-[\da-fA-F]{4}\-[\da-fA-F]{4}\-[\da-fA-F]{4}\-[\da-fA-F]{12}),Active,EVENTTIME INFO ClusterSlaveControlHandler - Forcing roll of application~410~UUID
EVENTTIME COLOR NODE_TYPE NODE_PATH,node_type,TRUE, PeriodicHealthReporter -  node_type color,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+PeriodicHealthReporter\s+-\s+product=\""[^\""]+\""\s+color=(?P<COLOR>[^\s+]+)\s+node_type=(?P<NODE_TYPE>[^\s+]+)\s+node_path=(?P<NODE_PATH>[^\s+]+)",Active,"EVENTTIME INFO  PeriodicHealthReporter - NODE_TYPE=""NODE_PATH"" color=COLOR node_type=product node_path=splunkd"
EVENTTIME,inserting,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+IndexerIf\s+-\s+done\s+inserting\s+offline\s+flush\s+value,Active,EVENTTIME INFO IndexerIf - done inserting offline flush value
EVENTTIME IP,http_proxy,TRUE, ProxyConfig - Failed to initialize http_proxy from server.conf for splunkd,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ProxyConfig\s+-\s+Failed\s+to\s+initialize\s+http_proxy\s+from\s+server.conf\s+for\s+splunkd.\s+Please\s+make\s+sure\s+that\s+the\s+http_proxy\s+property\s+is\s+set\s+as\s+http_proxy=(?P<IP>[^\s+]+)\s+in\s+case\s+HTTP\s+proxying\s+needs\s+to\s+be\s+enabled.,Active,EVENTTIME INFO  ProxyConfig - Failed to initialize http_proxy from server.conf for splunkd. Please make sure that the http_proxy property is set as http_proxy=IP in case HTTP proxying needs to be enabled.
EVENTTIME,ssl,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+loader\s+-\s+Setting\s+SSL\s+configuration.,Active,EVENTTIME INFO loader - Setting SSL configuration.
EVENTTIME BID TARGET,target,TRUE,ClusterSlaveBucketHandler - Search files for the bucket ,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ClusterSlaveBucketHandler\s+-\s+Search\s+files\s+for\s+the\s+bucket\s+with\s+bid=(?P<BID>[^\s+]+)\s+are\s+ready\s+for\s+replication\s+to\s+the\s+target=(?P<TARGET>[^\s+]+),Active,EVENTTIME INFO  ClusterSlaveBucketHandler - Search files for the bucket with bid=BID are ready for replication to the target=TARGET
EVENTTIME INTERVAL,interval,0,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ExecProcessor\s+-\s+interval:\s+(?P<INTERVAL>\d+\.?\d*)\s+ms,Active,"EVENTTIME INFO  ExecProcessor - 	interval: INTERVAL ms"
EVENTTIME NUMBERofSECONDS COMMAND PATH,command,0,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ExecProcessor\s+-\s+setting\s+reschedule_ms=(?P<NUMBERofSECONDS>[^\s+]+)\s+for\s+command=(?P<COMMAND>[^\s+]+)\s+(?P<PATH>\S+),Active,EVENTTIME INFO  ExecProcessor - setting reschedule_ms=NUMBERofSECONDS for command=COMMAND PATH
EVENTTIME USER CURRENT_CONCURRENCY COCNCURRENCY_LIMIT SEARCH_ID,search_id,1,DispatchManager : Search not executed,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+DispatchManager\s+-\s+Search\s+not\s+executed:\s+The\s+maximum\s+number\s+of\s+concurrent\s+historical\s+searches\s+on\s+this\s+instance\s+have\s+been\s+reached.\s+user=(?P<USER>[^\s+]+)\s+current_concurrency=(?P<CURRENT_CONCURRENCY>[^\s+]+)\s+concurrency_limit=(?P<COCNCURRENCY_LIMIT>[^\s+]+)\s+search_id=\s+(?P<SEARCH_ID>[^\s+]+),Active,EVENTTIME WARN DispatchManager - Search not executed: The maximum number of concurrent historical searches on this instance have been reached. user=USER current_concurrency=CURRENT_CONCURRENCY concurrency_limit=COCNCURRENCY_LIMIT search_id= SEARCH_ID
EVENTTIME,tpool,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+StreamingBucketBuilder\s+-\s+syncing\s+tpool,Active,EVENTTIME INFO StreamingBucketBuilder - syncing tpool
EVENTTIME ID,mgr,TRUE,HotDBManager - closing hot mgr for idx,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+HotDBManager\s+-\s+closing\s+hot\s+mgr\s+for\s+idx=(?P<ID>[^\s+]+),Active,EVENTTIME INFO  HotDBManager - closing hot mgr for idx=ID
EVENTTIME SERVER_NAME,serverconfig,1,,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ServerConfig\s+-\s+My\s+server\s+name\s+is\s+\""(?P<SERVER_NAME>[^\s+]+)\"".",Active,"EVENTTIME INFO  ServerConfig - My server name is ""SERVER_NAME""."
EVENTTIME TIME PATH,timestamp,TRUE, DateParserVerbose - A possible timestamp match ,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+DateParserVerbose\s+-\s+A\s+possible\s+timestamp\s+match\s+\((?P<TIME>\w+\s+\w+\s+\d+\s+\d{2}:\d{2}:\d{2}\s+\d{4})\)\s+is\s+outside\s+of\s+the\s+acceptable\s+time\s+window.\s+If\s+this\s+timestamp\s+is\s+correct,\s+consider\s+adjusting\s+MAX_DAYS_AGO\s+and\s+MAX_DAYS_HENCE.\s+Context:\s+source=(?P<PATH>[^\s+]+)",Active,"EVENTTIME WARN  DateParserVerbose - A possible timestamp match (TIME) is outside of the acceptable time window. If this timestamp is correct, consider adjusting MAX_DAYS_AGO and MAX_DAYS_HENCE. Context: source=PATH"
EVENTTIME FEATURE STATE STATUS,state,TRUE, LMTracker - Setting feature state,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+LMTracker\s+-\s+Setting\s+feature=(?P<FEATURE>[^\s+]+)\s+state=(?P<STATE>[^\s+]+)\s+\(featureStatus=(?P<STATUS>[^\s+]+),Active,EVENTTIME INFO  LMTracker - Setting feature=FEATURE state=STATE (featureStatus=STATUS
EVENTTIME KEY DEFAULT,key,TRUE,LMConfig - key not found in licenser stanza of server.conf,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+LMConfig\s+-\s+key=(?P<KEY>[^\s+]+)\s+not\s+found\s+in\s+licenser\s+stanza\s+of\s+server.conf,\s+defaulting=(?P<DEFAULT>[^\s+]+)",Active,"EVENTTIME INFO  LMConfig - key=KEY not found in licenser stanza of server.conf, defaulting=DEFAULT"
