Message,MessageID,Description,Triggers,Actions,"Data_fields"
"IDREPO_EXCEPTION_UNASSIGN_SERVICE_FROM_REALM","CONSOLE-724","Unassign service from realm failed","Unable to unassign service from realm due to data store management SDK exception","Look under data store management log for more information","name_of_realm|name_of_service|error_message"
"ATTEMPT_ASSIGN_SERVICE_TO_REALM","CONSOLE-731","Attempt to assign service to realm","Click on assign button in realm's service page",,"name_of_realm|name_of_service"
"SUCCEED_ASSIGN_SERVICE_TO_REALM","CONSOLE-732","Assignment of service to realm succeeded","Click on assign button in realm's service page",,"name_of_realm|name_of_service"
"SMS_EXCEPTION_ASSIGN_SERVICE_TO_REALM","CONSOLE-733","Assignment of service to realm failed","Unable to assign service to realm due to service management SDK exception","Look under service management log for more information","name_of_realm|name_of_service|error_message"
"SSO_EXCEPTION_ASSIGN_SERVICE_TO_REALM","CONSOLE-734","Assignment of service to realm failed","Unable to assign service to realm. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_realm|name_of_service|error_message"
"IDREPO_EXCEPTION_ASSIGN_SERVICE_TO_REALM","CONSOLE-735","Assignment of service to realm failed","Unable to assign service to realm due to data store SDK exception","Look under service management log for more information","name_of_realm|name_of_service|error_message"
"ATTEMPT_GET_ATTR_VALUE_OF_SERVICE_UNDER_REALM","CONSOLE-741","Attempt to get attribute values of service in realm","View realm's service profile page",,"name_of_realm|name_of_service|name_of_attribute_schema"
"SUCCEED_GET_ATTR_VALUE_OF_SERVICE_UNDER_REALM","CONSOLE-742","Getting of attribute values of service under realm succeeded","View realm's service profile page",,"name_of_realm|name_of_service|name_of_attribute_schema"
"SMS_EXCEPTION_GET_ATTR_VALUE_OF_SERVICE_UNDER_REALM","CONSOLE-743","Getting of attribute values of service under realm failed","Unable to get attribute values of service due to service management SDK exception","Look under service management log for more information","name_of_realm|name_of_service|name_of_attribute_schema|error_message"
"IDREPO_EXCEPTION_GET_ATTR_VALUE_OF_SERVICE_UNDER_REALM","CONSOLE-744","Getting of attribute values of service under realm failed","Unable to get attribute values of service due to data store SDK exception","Look under service management log for more information","name_of_realm|name_of_service|name_of_attribute_schema|error_message"
"SSO_EXCEPTION_GET_ATTR_VALUE_OF_SERVICE_UNDER_REALM","CONSOLE-745","Getting of attribute values of service under realm failed","Unable to get attribute values of service. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_realm|name_of_service|name_of_attribute_schema|error_message"
"ATTEMPT_MODIFY_SERVICE_UNDER_REALM","CONSOLE-751","Attempt to modify attribute values of service in realm","Click on Save button in realm's service profile page",,"name_of_realm|name_of_service"
"SUCCEED_MODIFY_SERVICE_UNDER_REALM","CONSOLE-752","Modification of attribute values of service under realm succeeded","Click on Save button in realm's service profile page",,"name_of_realm|name_of_service"
"SMS_EXCEPTION_MODIFY_SERVICE_UNDER_REALM","CONSOLE-753","Modification of attribute values of service under realm failed","Unable to modify attribute values of service due to service management SDK exception","Look under service management log for more information","name_of_realm|name_of_service|error_message"
"IDREPO_EXCEPTION_MODIFY_SERVICE_UNDER_REALM","CONSOLE-754","Modification of attribute values of service under realm failed","Unable to modify attribute values of service due to data store error","Look under data store log for more information","name_of_realm|name_of_service|error_message"
"SSO_EXCEPTION_MODIFY_SERVICE_UNDER_REALM","CONSOLE-755","Modification of attribute values of service under realm failed","Unable to modify attribute values of service. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under data store log for more information","name_of_realm|name_of_service|error_message"
"ATTEMPT_GET_AUTH_TYPE","CONSOLE-801","Attempt to get authentication type","View authentication profile page",,"server_instance_name"
"SUCCEED_GET_AUTH_TYPE","CONSOLE-802","Getting of authentication type succeeded","View authentication profile page",,"server_instance_name"
"SMS_EXCEPTION_GET_AUTH_TYPE","CONSOLE-803","Getting of authentication type failed","Unable to get authentication type due to authentication configuration SDK exception","Look under authentication management log for more information","error_message"
"ATTEMPT_GET_AUTH_INSTANCE","CONSOLE-811","Attempt to get authentication instances under a realm","View authentication profile page",,"name_of_realm"
"SUCCEED_GET_AUTH_INSTANCE","CONSOLE-812","Getting of authentication instances under a realm succeeded","View authentication profile page",,"name_of_realm"
"AUTH_CONFIG_EXCEPTION_GET_AUTH_INSTANCE","CONSOLE-813","Getting of authentication instances under a realm failed","Unable to get authentication instance due to authentication configuration SDK exception","Look under authentication management log for more information","name_of_realm|error_message"
"ATTEMPT_REMOVE_AUTH_INSTANCE","CONSOLE-821","Attempt to remove authentication instances under a realm","View authentication profile page",,"name_of_realm|name_of_authentication_instance"
"SUCCEED_REMOVE_AUTH_INSTANCE","CONSOLE-822","Removal of authentication instances under a realm succeeded","View authentication profile page",,"name_of_realm|name_of_authentication_instance"
"AUTH_CONFIG_EXCEPTION_REMOVE_AUTH_INSTANCE","CONSOLE-823","Removal of authentication instances under a realm failed","Unable to remove authentication instance due to authentication configuration SDK exception","Look under authentication management log for more information","name_of_realm|name_of_authentication_instance|error_message"
"ATTEMPT_CREATE_AUTH_INSTANCE","CONSOLE-831","Attempt to create authentication instance under a realm","Click on New button in authentication creation page",,"name_of_realm|name_of_authentication_instance|type_of_authentication_instance"
"SUCCEED_CREATE_AUTH_INSTANCE","CONSOLE-832","Creation of authentication instance under a realm succeeded","Click on New button in authentication creation page",,"name_of_realm|name_of_authentication_instance|type_of_authentication_instance"
"AUTH_CONFIG_EXCEPTION_CREATE_AUTH_INSTANCE","CONSOLE-833","Creation of authentication instance under a realm failed","Unable to create authentication instance due to authentication configuration exception","Look under authentication configuration log for more information","name_of_realm|name_of_authentication_instance|type_of_authentication_instance|error_message"
"ATTEMPT_MODIFY_AUTH_INSTANCE","CONSOLE-841","Attempt to modify authentication instance","Click on Save button in authentication profile page",,"name_of_realm|name_of_authentication_service"
"SUCCEED_MODIFY_AUTH_INSTANCE","CONSOLE-842","Modification of authentication instance succeeded","Click on Save button in authentication profile page",,"name_of_realm|name_of_authentication_service"
"SMS_EXCEPTION_MODIFY_AUTH_INSTANCE","CONSOLE-843","Modification of authentication instance failed","Unable to modify authentication instance due to service management SDK exception","Look under service anagement log for more information","name_of_realm|name_of_authentication_service|error_message"
"SSO_EXCEPTION_MODIFY_AUTH_INSTANCE","CONSOLE-844","Modification of authentication instance failed","Unable to modify authentication instance. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_realm|name_of_authentication_service|error_message"
"ATTEMPT_GET_AUTH_INSTANCE_PROFILE","CONSOLE-851","Attempt to get authentication instance profile","View authentication instance profile page",,"name_of_realm|name_of_authentication_instance"
"SUCCEED_GET_AUTH_INSTANCE_PROFILE","CONSOLE-852","Getting of authentication instance profile succeeded","View authentication instance profile page",,"name_of_realm|name_of_authentication_instance"
"AUTH_CONFIGURATION_EXCEPTION_GET_AUTH_INSTANCE_PROFILE","CONSOLE-853","Getting of authentication instance profile failed","Unable to get authentication instance profile due to authentication configuration SDK exception","Look under authentication management log for more information","name_of_realm|name_of_authentication_instance|error_message"
"ATTEMPT_MODIFY_AUTH_INSTANCE_PROFILE","CONSOLE-861","Attempt to modify authentication instance profile","Click on Save button in authentication instance profile page",,"name_of_realm|name_of_authentication_instance"
"SUCCEED_MODIFY_AUTH_INSTANCE_PROFILE","CONSOLE-862","Modification of authentication instance profile succeeded","Click on Save button in authentication instance profile page",,"name_of_realm|name_of_authentication_instance"
"AUTH_CONFIGURATION_EXCEPTION_MODIFY_AUTH_INSTANCE_PROFILE","CONSOLE-863","Modification of authentication instance profile failed","Unable to modify authentication instance profile due to authentication configuration SDK exception","Look under authentication management log for more information","name_of_realm|name_of_authentication_instance|error_message"
"SMS_EXCEPTION_MODIFY_AUTH_INSTANCE_PROFILE","CONSOLE-864","Modification of authentication instance profile failed","Unable to modify authentication instance profile due to service management SDK exception","Look under service management log for more information","name_of_realm|name_of_authentication_instance|error_message"
"SSO_EXCEPTION_MODIFY_AUTH_INSTANCE_PROFILE","CONSOLE-865","Modification of authentication instance profile failed","Unable to modify authentication instance profile. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_realm|name_of_authentication_instance|error_message"
"ATTEMPT_GET_AUTH_PROFILE_IN_REALM","CONSOLE-871","Attempt to get authentication profile under a realm","View authentication profile under a realm page",,"name_of_realm"
"SUCCEED_GET_AUTH_PROFILE_IN_REALM","CONSOLE-872","Getting authentication profile under a realm succeeded","View authentication profile under a realm page",,"name_of_realm"
"SMS_CONFIGURATION_EXCEPTION_GET_AUTH_PROFILE_IN_REALM","CONSOLE-873","Getting authentication profile under a realm failed","Unable to get authentication profile under a realm due to service management SDK exception","Look under service management log for more information","name_of_realm|error_message"
"ATTEMPT_GET_AUTH_CONFIG_PROFILE","CONSOLE-881","Attempt to get authentication configuration profile","View authentication configuration profile page",,"name_of_realm|name_of_authentication_configuration"
"SUCCEED_GET_AUTH_CONFIG_PROFILE","CONSOLE-882","Getting authentication configuration profile succeeded","View authentication configuration profile page",,"name_of_realm|name_of_authentication_configuration"
"SSO_EXCEPTION_GET_AUTH_CONFIG_PROFILE","CONSOLE-883","Getting authentication configuration profile failed","Unable to get authentication configuration profile. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"SMS_EXCEPTION_GET_AUTH_CONFIG_PROFILE","CONSOLE-884","Getting authentication configuration profile failed","Unable to get authentication configuration profile due to service management SDK exception","Look under service management log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"AUTH_CONFIGURATION_EXCEPTION_GET_AUTH_CONFIG_PROFILE","CONSOLE-885","Getting authentication configuration profile failed","Unable to get authentication configuration profile due to authentication configuration SDK exception","Look under authentication configuration log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"ATTEMPT_MODIFY_AUTH_CONFIG_PROFILE","CONSOLE-891","Attempt to modify authentication configuration profile","Click on Save button in authentication configuration profile page",,"name_of_realm|name_of_authentication_configuration"
"SUCCEED_MODIFY_AUTH_CONFIG_PROFILE","CONSOLE-892","Modification of authentication configuration profile succeeded","Click on Save button in authentication configuration profile page",,"name_of_realm|name_of_authentication_configuration"
"SSO_EXCEPTION_MODIFY_AUTH_CONFIG_PROFILE","CONSOLE-893","Modification of authentication configuration profile failed","Unable to modify authentication configuration profile. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"SMS_EXCEPTION_MODIFY_AUTH_CONFIG_PROFILE","CONSOLE-894","Modification of authentication configuration profile failed","Unable to modify authentication configuration profile due to service management SDK exception","Look under service management log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"AUTH_CONFIGURATION_EXCEPTION_MODIFY_AUTH_CONFIG_PROFILE","CONSOLE-895","Modification of authentication configuration profile failed","Unable to modify authentication configuration profile due to authentication configuration SDK exception","Look under authentication configuration log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"ATTEMPT_CREATE_AUTH_CONFIG","CONSOLE-901","Attempt to create authentication configuration","Click on New button in authentication configuration creation page",,"name_of_realm|name_of_authentication_configuration"
"SUCCEED_CREATE_AUTH_CONFIG","CONSOLE-902","Creation of authentication configuration succeeded","Click on New button in authentication configuration creation page",,"name_of_realm|name_of_authentication_configuration"
"SSO_EXCEPTION_CREATE_AUTH_CONFIG","CONSOLE-903","Creation of authentication configuration failed","Unable to create authentication configuration. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"SMS_EXCEPTION_CREATE_AUTH_CONFIG","CONSOLE-904","Creation of authentication configuration failed","Unable to create authentication configuration due to service management SDK exception","Look under service management log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"AUTH_CONFIGURATION_EXCEPTION_CREATE_AUTH_CONFIG","CONSOLE-905","Creation of authentication configuration failed","Unable to create authentication configuration due to authentication configuration SDK exception","Look under authentication configuration log for more information","name_of_realm|name_of_authentication_configuration|error_message"
"ATTEMPT_GET_ENTITY_DESCRIPTOR","CONSOLE-1001","Attempt to get entity descriptor names","View entity descriptor main page",,"search_pattern"
"SUCCEED_GET_ENTITY_DESCRIPTOR","CONSOLE-1002","Getting entity descriptor names succeeded","View entity descriptor main page",,"search_pattern"
"FEDERATION_EXCEPTION_GET_ENTITY_DESCRIPTOR","CONSOLE-1003","Getting entity descriptor names failed","Unable to get entity descriptor names due to federation SDK related errors","Look under federation log for more information","search_pattern|error_message"
"ATTEMPT_CREATE_ENTITY_DESCRIPTOR","CONSOLE-1011","Attempt to create entity descriptor","Click on New button in entity descriptor creation page",,"descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type"
"SUCCEED_CREATE_ENTITY_DESCRIPTOR","CONSOLE-1012","Creation entity descriptor succeeded","Click on New button in entity descriptor creation page",,"descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type"
"FEDERATION_EXCEPTION_CREATE_ENTITY_DESCRIPTOR","CONSOLE-1013","Creation entity descriptor failed","Unable to create entity descriptor due to federation SDK related errors","Look under federation log for more information","descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type|error_message"
"ATTEMPT_DELETE_ENTITY_DESCRIPTORS","CONSOLE-1021","Attempt to delete entity descriptors","Click on Delete button in entity descriptor main page",,"descriptor_names"
"SUCCEED_DELETE_ENTITY_DESCRIPTORS","CONSOLE-1022","Deletion entity descriptors succeeded","Click on Delete button in entity descriptor main page",,"descriptor_names"
"FEDERATION_EXCEPTION_DELETE_ENTITY_DESCRIPTORS","CONSOLE-1023","Deletion entity descriptors failed","Unable to delete entity descriptors due to federation SDK related errors","Look under federation log for more information","descriptor_names|error_message"
"ATTEMPT_GET_AFFILIATE_ENTITY_DESCRIPTOR_ATTR_VALUES","CONSOLE-1031","Attempt to get attribute values of an affiliate entity descriptor","View affiliate entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol"
"SUCCEED_GET_AFFILIATE_ENTITY_DESCRIPTOR_ATTR_VALUES","CONSOLE-1032","Getting of attribute values of an affiliate entity descriptor succeeded","View affiliate entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol"
"FEDERATION_EXCEPTION_GET_AFFILIATE_ENTITY_DESCRIPTOR_ATTR_VALUES","CONSOLE-1033","Getting of attribute values of an affiliate entity descriptor failed","Unable to get attribute value of an affiliate entity descriptor due to federation SDK related errors","Look under federation log for more information","descriptor_realm|descriptor_name|descriptor_protocol|error_message"
"ATTEMPT_MODIFY_AFFILIATE_ENTITY_DESCRIPTOR","CONSOLE-1041","Attempt to modify an affiliate entity descriptor","Click on Save button of affiliate entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol"
"SUCCEED_MODIFY_AFFILIATE_ENTITY_DESCRIPTOR","CONSOLE-1042","Modification of an affiliate entity descriptor succeeded","Click on Save button of affiliate entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol"
"FEDERATION_EXCEPTION_MODIFY_AFFILIATE_ENTITY_DESCRIPTOR","CONSOLE-1043","Modification of an affiliate entity descriptor failed","Unable to modify an affiliate entity descriptor due to federation SDK related errors","Look under federation log for more information","descriptor_realm|descriptor_name|descriptor_protocol|error_message"
"ATTRIBUTE_FORMAT_EXCEPTION_MODIFY_AFFILIATE_ENTITY_DESCRIPTOR","CONSOLE-1044","Modification of an affiliate entity descriptor failed","Unable to modify an affiliate entity descriptor due to incorrect number format of one or more attribute values","Look under federation log for more information","descriptor_name|error_message"
"ATTEMPT_GET_ENTITY_DESCRIPTOR_ATTR_VALUES","CONSOLE-1051","Attempt to get attribute values of an entity descriptor","View entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type"
"SUCCEED_GET_ENTITY_DESCRIPTOR_ATTR_VALUES","CONSOLE-1052","Getting attribute values of entity descriptor succeeded","View entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type"
"FEDERATION_EXCEPTION_GET_ENTITY_DESCRIPTOR_ATTR_VALUES","CONSOLE-1053","Getting attribute values of entity descriptor failed","Unable to get attribute values of entity descriptor due to federation SDK related errors","Look under federation log for more information","descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type|error_message"
"ATTEMPT_MODIFY_ENTITY_DESCRIPTOR","CONSOLE-1061","Attempt to modify entity descriptor","Click on Save button in entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type"
"SUCCEED_MODIFY_ENTITY_DESCRIPTOR","CONSOLE-1062","Modification of entity descriptor succeeded","Click on Save button in entity descriptor profile page",,"descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type"
"FEDERATION_EXCEPTION_MODIFY_ENTITY_DESCRIPTOR","CONSOLE-1063","Modification of entity descriptor failed","Unable to modify entity descriptor due to federation SDK related errors","Look under federation log for more information","descriptor_realm|descriptor_name|descriptor_protocol|descriptor_type|error_message"
"ATTEMPT_GET_AUTH_DOMAINS","CONSOLE-1101","Attempt to get authentication domain names","View authentication domain main page",,"search_pattern"
"SUCCEED_GET_AUTH_DOMAINS","CONSOLE-1102","Getting authentication domain names succeeded","View authentication domain main page",,"search_pattern"
"FEDERATION_EXCEPTION_GET_AUTH_DOMAINS","CONSOLE-1103","Getting authentication domain names failed","Unable to get authentication domain names due to federation SDK related errors","Look under federation log for more information","name_of_realm|error_message"
"ATTEMPT_CREATE_AUTH_DOMAIN","CONSOLE-1111","Attempt to create authentication domain","Click on New button in authentication domain creation page",,"name_of_authentication_domain"
"SUCCEED_CREATE_AUTH_DOMAIN","CONSOLE-1112","Creation authentication domain succeeded","Click on New button in authentication domain creation page",,"name_of_authentication_domain"
"FEDERATION_EXCEPTION_CREATE_AUTH_DOMAIN","CONSOLE-1113","Creation authentication domain failed","Unable to create authentication domain due to federation SDK related errors","Look under federation log for more information","name_of_authentication_domain|error_message"
"ATTEMPT_DELETE_AUTH_DOMAINS","CONSOLE-1121","Attempt to delete authentication domains","Click on Delete button in authentication domain main page",,"name_of_realm|name_of_authentication_domains"
"SUCCEED_DELETE_AUTH_DOMAIN","CONSOLE-1122","Deletion authentication domain succeeded","Click on Delete button in authentication domain main page",,"name_of_realm|name_of_authentication_domains"
"FEDERATION_EXCEPTION_DELETE_AUTH_DOMAIN","CONSOLE-1123","Deletion authentication domain failed","Unable to delete authentication domain due to federation SDK related errors","Look under federation log for more information","name_of_realm|name_of_authentication_domains|error_message"
"ATTEMPT_GET_AUTH_DOMAIN_ATTR_VALUES","CONSOLE-1131","Attempt to get authentication domain's attribute values","View authentication domain profile page",,"name_of_realm|name_of_authentication_domain"
"SUCCEED_GET_AUTH_DOMAIN_ATTR_VALUES","CONSOLE-1132","Getting attribute values of authentication domain succeeded","View authentication domain profile page",,"name_of_realm|name_of_authentication_domain"
"FEDERATION_EXCEPTION_GET_AUTH_DOMAIN_ATTR_VALUES","CONSOLE-1133","Getting attribute values of authentication domain failed","Unable to get attribute values of authentication domain due to federation SDK related errors","Look under federation log for more information","name_of_realm|name_of_authentication_domains|error_message"
"ATTEMPT_MODIFY_AUTH_DOMAIN","CONSOLE-1141","Attempt to modify authentication domain","Click on Save button in authentication domain profile page",,"name_of_realm|name_of_authentication_domain"
"SUCCEED_MODIFY_AUTH_DOMAIN","CONSOLE-1142","Modification authentication domain succeeded","Click on Save button in authentication domain profile page",,"name_of_realm|name_of_authentication_domain"
"FEDERATION_EXCEPTION_MODIFY_AUTH_DOMAIN","CONSOLE-1143","Modification authentication domain failed","Unable to modify authentication domain due to federation SDK related errors","Look under federation log for more information","name_of_realm|name_of_authentication_domain|error_message"
"ATTEMPT_GET_ALL_PROVIDER_NAMES","CONSOLE-1151","Attempt to get all provider names","View authentication domain profile page",,"realm_name"
"SUCCEED_GET_ALL_PROVIDER_NAMES","CONSOLE-1152","Getting all provider names succeeded","View authentication domain profile page",,"realm_name"
"FEDERATION_EXCEPTION_GET_ALL_PROVIDER_NAMES","CONSOLE-1153","Getting all provider names failed","Unable to get all provider names due to federation SDK related errors","Look under federation log for more information","error_message"
"ATTEMPT_GET_PROVIDER_NAMES_UNDER_AUTH_DOMAIN","CONSOLE-1161","Attempt to get provider names under a authentication domain","View authentication domain profile page",,"name_of_realm|name_of_authentication_domain"
"SUCCEED_GET_PROVIDER_NAMES_UNDER_AUTH_DOMAIN","CONSOLE-1162","Getting provider names under authentication domain succeeded","View authentication domain profile page",,"name_of_realm|name_of_authentication_domain"
"FEDERATION_EXCEPTION_GET_PROVIDER_NAMES_UNDER_AUTH_DOMAIN","CONSOLE-1163","Getting provider names under authentication domain failed","Unable to get provider names under authentication domain due to federation SDK related errors","Look under federation log for more information","name_of_realm|name_of_authentication_domain|error_message"
"ATTEMPT_ADD_PROVIDERS_TO_AUTH_DOMAIN","CONSOLE-1171","Attempt to add providers to an authentication domain","Click on Save button in provider assignment page",,"name_of_realm|name_of_authentication_domain|name_of_providers"
"SUCCEED_ADD_PROVIDERS_TO_AUTH_DOMAIN","CONSOLE-1172","Addition of provider to an authentication domain succeeded","Click on Save button in provider assignment page",,"name_of_realm|name_of_authentication_domain|name_of_providers"
"FEDERATION_EXCEPTION_ADD_PROVIDERS_TO_AUTH_DOMAIN","CONSOLE-1173","Addition of provider to an authentication domain failed","Unable to add provider to authentication domain due to federation SDK related errors","Look under federation log for more information","name_of_realm|name_of_authentication_domain|name_of_providers|error_message"
"ATTEMPT_REMOVE_PROVIDERS_FROM_AUTH_DOMAIN","CONSOLE-1181","Attempt to remove providers from authentication domain","Click on Save button in provider assignment page",,"name_of_realm|name_of_authentication_domain|name_of_providers"
"SUCCEED_REMOVE_PROVIDERS_FROM_AUTH_DOMAIN","CONSOLE-1182","Deletion of providers from authentication domain succeeded","Click on Save button in provider assignment page",,"name_of_realm|name_of_authentication_domain|name_of_providers"
"FEDERATION_EXCEPTION_REMOVE_PROVIDERS_FROM_AUTH_DOMAIN","CONSOLE-1183","Deletion of provider from authentication domain failed","Unable to remove provider from authentication domain due to federation SDK related errors","Look under federation log for more information","name_of_realm|name_of_authentication_domain|name_of_providers|error_message"
"ATTEMPT_CREATE_PROVIDER","CONSOLE-1301","Attempt to create provider","Click on Save button in provider assignment page",,"name_of_provider|role_of_provider|type_of_provider"
"SUCCEED_CREATE_PROVIDER","CONSOLE-1302","Creation of providers succeeded","Click on Save button in provider assignment page",,"name_of_provider|role_of_provider|type_of_provider"
"FEDERATION_EXCEPTION_CREATE_PROVIDER","CONSOLE-1303","Creation of provider failed","Unable to create provider due to federation SDK related errors","Look under federation log for more information","name_of_provider|role_of_provider|type_of_provider|error_message"
"FEDERATION_EXCEPTION_CREATE_PROVIDER","CONSOLE-1304","Creation of provider failed","Unable to create provider due to federation SDK related errors","Look under federation log for more information","name_of_provider|role_of_provider|type_of_provider|error_message"
"INVOCATION_TARGET_EXCEPTION_CREATE_PROVIDER","CONSOLE-1305","Creation of provider failed","Unable to create provider because Administration Console cannot find the appropriate methods to set values for this provider","This is a web application error. Please contact Sun Support for assistant","name_of_provider|role_of_provider|type_of_provider|error_message"
"ATTEMPT_GET_PROVIDER_ATTRIBUTE_VALUES","CONSOLE-1311","Attempt to get attribute values for provider","View provider profile page",,"name_of_provider|role_of_provider|type_of_provider"
"SUCCEED_GET_PROVIDER_ATTRIBUTE_VALUES","CONSOLE-1312","Getting attribute values of providers succeeded","View provider profile page",,"name_of_provider|role_of_provider|type_of_provider"
"ATTEMPT_GET_HANDLER_TO_PROVIDER","CONSOLE-1321","Attempt to get handler to provider","View provider profile page",,"name_of_provider|role_of_provider"
"SUCCEED_GET_HANDLER_TO_PROVIDER","CONSOLE-1322","Getting handler to provider succeeded","View provider profile page",,"name_of_provider|role_of_provider"
"FEDERATION_EXCEPTION_GET_HANDLER_TO_PROVIDER","CONSOLE-1323","Getting handler to provider failed","Unable to get handler to provider due to federation SDK related errors","Look under federation log for more information","name_of_provider|role_of_provider|error_message"
"ATTEMPT_MODIFY_PROVIDER","CONSOLE-1331","Attempt to modify provider","Click on Save button in provider profile page",,"name_of_provider|role_of_provider"
"SUCCEED_MODIFY_PROVIDER","CONSOLE-1332","Modification of provider succeeded","Click on Save button in provider profile page",,"name_of_provider|role_of_provider"
"FEDERATION_EXCEPTION_MODIFY_PROVIDER","CONSOLE-1333","Modification of provider failed","Unable to modify provider due to federation SDK related errors","Look under federation log for more information","name_of_provider|role_of_provider|error_message"
"INVOCATION_TARGET_EXCEPTION_MODIFY_PROVIDER","CONSOLE-1334","Modification of provider failed","Unable to modify provider because Administration Console cannot find the appropriate methods to set values for this provider","This is a web application error. Please contact Sun Support for assistant","name_of_provider|role_of_provider|error_message"
"ATTEMPT_DELETE_PROVIDER","CONSOLE-1341","Attempt to delete provider","Click on delete provider button in provider profile page",,"name_of_provider|role_of_provider"
"SUCCEED_DELETE_PROVIDER","CONSOLE-1342","Deletion of provider succeeded","Click on delete provider button in provider profile page",,"name_of_provider|role_of_provider"
"FEDERATION_EXCEPTION_DELETE_PROVIDER","CONSOLE-1343","Deletion of provider failed","Unable to delete provider due to federation SDK related errors","Look under federation log for more information","name_of_provider|role_of_provider|error_message"
"ATTEMPT_GET_PROSPECTIVE_TRUSTED_PROVIDER","CONSOLE-1351","Attempt to get prospective trusted provider","View add trusted provider page",,"name_of_provider|role_of_provider"
"SUCCEED_GET_PROSPECTIVE_TRUSTED_PROVIDER","CONSOLE-1352","Getting of prospective trusted provider succeeded","View add trusted provider page",,"name_of_provider|role_of_provider"
"FEDERATION_EXCEPTION_GET_PROSPECTIVE_TRUSTED_PROVIDER","CONSOLE-1353","Getting of prospective trusted provider failed","Unable to get prospective trusted provider due to federation SDK related errors","Look under federation log for more information","name_of_provider|role_of_provider|error_message"
"ATTEMPT_GET_ATTR_VALUE_SCHEMA_TYPE","CONSOLE-2001","Attempt to get attribute values of schema type of a service schema","View service profile page",,"name_of_service|name_of_schema_type|name_of_attribute_schemas"
"SUCCEED_GET_ATTR_VALUE_SCHEMA_TYPE","CONSOLE-2002","Getting attribute values of schema type of a service schema succeeded","View service profile page",,"name_of_service|name_of_schema_type|name_of_attribute_schemas"
"SSO_EXCEPTION_GET_ATTR_VALUE_SCHEMA_TYPE","CONSOLE-2003","Getting attribute values of schema type of a service schema failed","Unable to get attribute values of schema type of a service schema. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_service|name_of_schema_type|name_of_attribute_schemas|error_message"
"SMS_EXCEPTION_GET_ATTR_VALUE_SCHEMA_TYPE","CONSOLE-2004","Getting attribute values of schema type of a service schema failed","Unable to get attribute values of schema type of a service schema due to service management SDK related errors","Look under service management log for more information","name_of_service|name_of_schema_type|name_of_attribute_schemas|error_message"
"NO_SCHEMA_GET_ATTR_VALUE_SCHEMA_TYPE","CONSOLE-2005","Getting attribute values of schema type of a service schema failed","View service profile page","Need no action on this event. Console attempts to get a schema from a service but schema does not exist","name_of_service|name_of_schema_type|name_of_attribute_schemas"
"ATTEMPT_GET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2011","Attempt to get attribute values of attribute schema of a schema type of a service schema","View service profile page",,"name_of_service|name_of_schema_type|name_of_attribute_schemas"
"SUCCEED_GET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2012","Getting attribute values of attribute schema of a schema type of a service schema succeeded","View service profile page",,"name_of_service|name_of_schema_type|name_of_attribute_schemas"
"SSO_EXCEPTION_GET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2013","Getting attribute values of attribute schema of a schema type of a service schema failed","Unable to get attribute values of schema type of a service schema. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_service|name_of_schema_type|name_of_attribute_schemas|error_message"
