"object-group",object,description
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedMode,"The operation mode of Latency-based anomaly detection."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedIpClientSideDefense,"The state indicating whether Source IP-based client side integrity defense in TPS-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedUrlClientSideDefense,"The state indicating whether URL-based client side integrity defense in TPS-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedIpRateLimiting,"The state indicating whether Source IP-based rate limiting in TPS-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedUrlRateLimiting,"The state indicating whether URL-based rate limiting in TPS-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedIpTpsIncreaseRate,"The value that specifies the percentage by which TPS increased in IP detection criteria of TPS-based anomaly. It is only used when Source IP-based client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedIpMaximumTps,"The value that specifies the amount which TPS reached in IP detection criteria of TPS-based anomaly. It is only used when Source IP-based client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedIpMinimumTps,"The value that specifies the minimum TPS threshold for detection in IP detection criteria of TPS-based anomaly. It is only used when Source IP-based client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedUrlTpsIncreaseRate,"The value that specifies the percentage by which TPS increased in URL detection criteria of TPS-based anomaly. It is only used when URL-based client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedUrlMaximumTps,"The value that specifies the amount which TPS reached in URL detection criteria of TPS-based anomaly. It is only used when URL-based client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedUrlMinimumTps,"The value that specifies the minimum TPS threshold for detection in URL detection criteria of TPS-based anomaly. It is only used when URL-based client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedMaximumPreventionDuration,"Deprecated! Replaced by ltmDosApplicationTpsBasedEscalationPeriod and ltmDosApplicationTpsBasedDeescalationPeriod. The value that specifies the maximum prevention duration (in seconds) in TPS-based anomaly. 0 for unlimited."
ltmDosApplicationGroup,ltmDosApplicationLatencyIncreaseRate,"The value that specifies the percentage by which latency increased in detection criteria of Latency-based anomaly."
ltmDosApplicationGroup,ltmDosApplicationMaximumLatency,"The value that specifies the amount which latency reached (in milliseconds) in detection criteria of Latency-based anomaly."
ltmDosApplicationGroup,ltmDosApplicationMinimumLatency,"The value that specifies the minimum latency threshold for detection (in milliseconds) in detection criteria of Latency-based anomaly."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedIpClientSideDefense,"The state indicating whether Source IP-based client side integrity defense in Latency-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedUrlClientSideDefense,"The state indicating whether URL-based client side integrity defense in Latency-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedIpRateLimiting,"The state indicating whether Source IP-based rate limiting in Latency-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedUrlRateLimiting,"The state indicating whether URL-based rate limiting in Latency-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedIpTpsIncreaseRate,"The value that specifies the percentage by which TPS increased in suspicious IP criteria of Latency-based anomaly. It is only used when Source IP-based client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedIpMaximumTps,"The value that specifies the amount which TPS reached in suspicious IP criteria of Latency-based anomaly. It is only used when Source IP-based client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedIpMinimumTps,"The value that specifies the minimum TPS threshold for detection in suspicious IP criteria of Latency-based anomaly. It is only used when Source IP-based client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedUrlTpsIncreaseRate,"The value that specifies the percentage by which TPS increased in suspicious URL criteria of Latency-based anomaly. It is only used when URL-based client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedUrlMaximumTps,"The value that specifies the amount which TPS reached in suspicious URL criteria of Latency-based anomaly. It is only used when URL-based client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedUrlMinimumTps,"The value that specifies the minimum TPS threshold for detection in suspicious URL criteria of Latency-based anomaly. It is only used when URL-based client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedMaximumPreventionDuration,"Deprecated! Replaced by ltmDosApplicationLatencyBasedEscalationPeriod and ltmDosApplicationLatencyBasedDeescalationPeriod. The value that specifies the maximum prevention duration (in seconds) in Latency-based anomaly. 0 for unlimited."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedSiteClientSideDefense,"The state indicating whether Site-wide client side integrity defense in TPS-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedSiteRateLimiting,"The state indicating whether Site-wide rate limiting in TPS-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedSiteTpsIncreaseRate,"The value that specifies the percentage by which TPS increased in Site-wide detection criteria of TPS-based anomaly. It is only used when Site-wide client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedSiteMaximumTps,"The value that specifies the amount which TPS reached in Site-wide detection criteria of TPS-based anomaly. It is only used when Site-wide client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedSiteMinimumTps,"The value that specifies the minimum TPS threshold for detection in Site-wide detection criteria of TPS-based anomaly. It is only used when Site-wide client side integrity defense and/or rate limiting are enabled in TPS-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedEscalationPeriod,"The value that specifies the escalation period (in seconds) in TPS-based anomaly."
ltmDosApplicationGroup,ltmDosApplicationTpsBasedDeEscalationPeriod,"The value that specifies the de-escalation period (in seconds) in TPS-based anomaly."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedSiteClientSideDefense,"The state indicating whether Site-wide client side integrity defense in Latency-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedSiteRateLimiting,"The state indicating whether Site-wide rate limiting in Latency-based anomaly is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedSiteTpsIncreaseRate,"The value that specifies the percentage by which TPS increased in suspicious Site-wide criteria of Latency-based anomaly. It is only used when Site-wide client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedSiteMaximumTps,"The value that specifies the amount which TPS reached in suspicious Site-wide criteria of Latency-based anomaly. It is only used when Site-wide client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedSiteMinimumTps,"The value that specifies the minimum TPS threshold for detection in suspicious Site-wide criteria of Latency-based anomaly. It is only used when Site-wide client side integrity defense and/or rate limiting are enabled in Latency-based anomaly, otherwise ignored."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedEscalationPeriod,"The value that specifies the escalation period (in seconds) in Latency-based anomaly."
ltmDosApplicationGroup,ltmDosApplicationLatencyBasedDeEscalationPeriod,"The value that specifies the de-escalation period (in seconds) in Latency-based anomaly."
ltmDosApplicationGroup,ltmDosApplicationHeavyUrlProtection,"The state indicating whether heavy URL protection is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationHeavyUrlAutomaticDetection,"The state indicating whether automatic heavy URL detection is enabled or not."
ltmDosApplicationGroup,ltmDosApplicationHeavyUrlLatencyThreshold,"The value that specifies the latency threshold for automatic heavy URL detection (in milliseconds)."
ltmDosWhiteIpGroup,ltmDosWhiteIpNumber,"The number of ltmDosWhiteIp entries in the table."
ltmDosWhiteIpGroup,ltmDosWhiteIpParentProfile,"The name of a DoS profile."
ltmDosWhiteIpGroup,ltmDosWhiteIpParentName,"The dummy name of enabled Application Security on this profile."
ltmDosWhiteIpGroup,ltmDosWhiteIpAddressType,"The IP address type of ltmDosWhiteIpAddress."
ltmDosWhiteIpGroup,ltmDosWhiteIpAddress,"The IP address in the whitelist of the specified DoS profile with Application Security. It is interpreted within the context of a ltmDosWhiteIpAddressType value."
ltmDosWhiteIpGroup,ltmDosWhiteIpNetmaskType,"The IP address type of ltmDosWhiteIpNetmask."
ltmDosWhiteIpGroup,ltmDosWhiteIpNetmask,"The subnet mask associated with the specified Application DoS profile whitelist IP address. It is interpreted within the context of a ltmDosWhiteIpNetmaskType value."
ltmDnsSecurityGroup,ltmDnsSecurityNumber,"The number of ltmDnsSecurity entries in the table."
ltmDnsSecurityGroup,ltmDnsSecurityName,"The name of DNS security profile."
ltmDnsSecurityGroup,ltmDnsSecurityQueryTypeInclusion,"The state indicating whether or not the query type filter is an enable (inclusion) or a disable (exclusion) list. Value 0 (no) implies disable and 1 (yes) is enable."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatResetStats,"The action to reset resettable statistics data in ltmDnsSecurityStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatNumber,"The number of ltmDnsSecurityStat entries in the table."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatName,"The name of DNS security profile."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatFilteredDrops,"The total number of dropped DNS packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatADrops,"The total number of dropped A packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatAaaaDrops,"The total number of dropped AAAA packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatAnyDrops,"The total number of dropped ANY packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatCnameDrops,"The total number of dropped CNAME packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatMxDrops,"The total number of dropped MX packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatNsDrops,"The total number of dropped NS packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatPtrDrops,"The total number of dropped PTR packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatSoaDrops,"The total number of dropped SOA packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatSrvDrops,"The total number of dropped SRV packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatTxtDrops,"The total number of dropped TXT packets due to filtering."
ltmDnsSecurityStatGroup,ltmDnsSecurityStatOtherDrops,"The total number of dropped OTHER packets due to filtering."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatResetStats,"The action to reset resettable statistics data in ltmBwcPolicyStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatNumber,"The number of ltmBwcPolicyStat entries in the table."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatName,"The name of BWC policy that is configured. There are many types of BWC policies. This name is string up to max of string name of policy."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatBytesPerSec,"The average input bytes/sec over last 4 seconds. These are bytes as processed by this policy."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatBytesPerSecOut,"The average output bytes/sec over last 4 seconds. These are bytes processed by this policy."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatBytesIn,"The number of bytes ingress. These are bytes ingress to policy before being processed by policy."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatBytesPassed,"The number of bytes passed. These are bytes processed by the policy."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatBytesDropped,"The number of bytes dropped. These are bytes dropped by the policy."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatPacketsIn,"The number of packets ingress. These are packets input to the policy processing."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatPacketsPassed,"The number of packets passed. These are packets passed by the policy."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatActivePolicies,"The number of current policies. This is active number of current policies in system."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatInactivePolicies,"The number of inactive policies created. This is inactive number of policies in the system."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatTotalPolicies,"The number of total policies created. This is total number of policies in system."
ltmBwcPolicyStatGroup,ltmBwcPolicyStatTimeDataCollected,"The time since start in seconds. This is the time since the stats information has been collected."
ltmDnsQueryFilterGroup,ltmDnsQueryFilterNumber,"The number of ltmDnsQueryFilter entries in the table."
ltmDnsQueryFilterGroup,ltmDnsQueryFilterName,"The name of a DNS security profile."
ltmDnsQueryFilterGroup,ltmDnsQueryFilterIndex,"The index of DNS query type filter for the specified DNS security profile."
ltmDnsQueryFilterGroup,ltmDnsQueryFilterType,"The DNS query type value that is either included or excluded depending on the query_type_inclusion flag. Value 0 (no) implies disable (exclusion) and 1 (yes) is enable (inclusion)."
ltmDnsHeaderFilterGroup,ltmDnsHeaderFilterNumber,"The number of ltmDnsHeaderFilter entries in the table."
ltmDnsHeaderFilterGroup,ltmDnsHeaderFilterName,"The name of a DNS security profile."
ltmDnsHeaderFilterGroup,ltmDnsHeaderFilterIndex,"The index of DNS header opcode exclusion for the specified DNS security profile."
ltmDnsHeaderFilterGroup,ltmDnsHeaderFilterOpcodeExclusion,"The DNS header opcode values. Value of 3 is not used."
ltmLsnPrefixGroup,ltmLsnPrefixNumber,"The number of ltmLsnPrefix entries in the table."
ltmLsnPrefixGroup,ltmLsnPrefixName,"The name of a LSN prefix node."
ltmLsnPrefixGroup,ltmLsnPrefixAddrType,"The IP address type of ltmLsnPrefixAddr."
ltmLsnPrefixGroup,ltmLsnPrefixAddr,"The IP address of a node. It is interpreted within the context of a ltmLsnPrefixAddrType value."
ltmLsnPoolGroup,ltmLsnPoolNumber,"The number of ltmLsnPool entries in the table."
ltmLsnPoolGroup,ltmLsnPoolName,"The name of a LSN Pool."
ltmLsnPoolGroup,ltmLsnPoolMemberCount,"The total number of members in the specified pool."
ltmLsnPoolGroup,ltmLsnPoolRouteAdvertisement,"Specifies whether route advertisement is enabled or disabled for translated IP addresses."
ltmLsnPoolGroup,ltmLsnPoolMode,"NAPT mode provides standard address and port translation allowing multiple clients to share the same external address. Deterministic mode provides address and port translations that can be consistently reversed so that external address and port combinations can identify specific clients."
ltmLsnPoolGroup,ltmLsnPoolPersistenceMode,"Persistence settings for LSN translation entries. none: Specifies that there is no persistence for the translation. address: Specifies that the translation reuses the port mapping for subsequent packets sent from the same internal IP address and port to the same external IP address while the mapping is still active, regardless of the external port. addressPort: Specifies that the translation reuses the port mapping for subsequent packets sent from the same internal IP address and port to the same external IP address and port while the mapping is still active."
ltmLsnPoolGroup,ltmLsnPoolPersistenceTimeout,"Maximum time-to-live for inactive translation entries."
ltmLsnPoolGroup,ltmLsnPoolPersistencePrefixLengthIpv4,"Deprecated! This field is removed. Number of significant bits in the client IPv4 address to be used as the persistence key."
ltmLsnPoolGroup,ltmLsnPoolPersistencePrefixLengthIpv6,"Deprecated! This field is removed. Number of significant bits in the client IPv6 address to be used as the persistence key."
ltmLsnPoolGroup,ltmLsnPoolInboundConnections,"If true, will enable inbound connections to translation addresses and ports."
ltmLsnPoolGroup,ltmLsnPoolIcmpEcho,"If true, will enable icmp-echo requests for translation addresses."
ltmLsnPoolGroup,ltmLsnPoolTranslationPortRangeLow,"Specifies the low end of the range of port numbers available for use with translation IP addresses."
ltmLsnPoolGroup,ltmLsnPoolTranslationPortRangeHigh,"Specifies the high end of the range of port numbers available for use with translation IP addresses."
ltmLsnPoolGroup,ltmLsnPoolClientConnectionLimit,"Specifies the maximum number of simultaneous translated connections a client or subscriber is allowed to have. A value of zero signifies no limit."
ltmLsnPoolGroup,ltmLsnPoolEgressInterfacesEnabled,"If true, source address translation is allowed on the interfaces specified in the egress-interfaces list."
ltmLsnPoolGroup,ltmLsnPoolLogPublisher,"Specifies the name of the log publisher that logs translation events, if any."
ltmLsnPoolGroup,ltmLsnPoolHairpinMode,"If enabled, will enable hairpinning for inbound connections. A hairpin connection between two subscribers goes through the NAT device and uses translation addresses so that it appears to each subscriber that the other is an external host."
ltmLsnPoolGroup,ltmLsnPoolLogProfile,"Specifies the name of the log profile that control the logging of translation events, if any."
ltmLsnPrefixLsnPoolGroup,ltmLsnPrefixLsnPoolNumber,"The number of ltmLsnPrefixLsnPool entries in the table."
ltmLsnPrefixLsnPoolGroup,ltmLsnPrefixLsnPoolLsnPrefixName,"The name of a LSN prefix node."
ltmLsnPrefixLsnPoolGroup,ltmLsnPrefixLsnPoolLsnPoolName,"The name of a LSN pool."
ltmLsnPrefixLsnPoolGroup,ltmLsnPrefixLsnPoolPrefixAddressType,"The IP address type of ltmLsnPrefixLsnPoolPrefixAddress."
ltmLsnPrefixLsnPoolGroup,ltmLsnPrefixLsnPoolPrefixAddress,"The IP address of a node. It is interpreted within the context of a ltmLsnPrefixLsnPoolPrefixAddressType value."
ltmLsnPrefixLsnPoolBackupGroup,ltmLsnPrefixLsnPoolBackupNumber,"The number of ltmLsnPrefixLsnPoolBackup entries in the table."
ltmLsnPrefixLsnPoolBackupGroup,ltmLsnPrefixLsnPoolBackupLsnPrefixName,"The name of a LSN prefix node."
ltmLsnPrefixLsnPoolBackupGroup,ltmLsnPrefixLsnPoolBackupLsnPoolName,"The name of a LSN pool."
ltmLsnPrefixLsnPoolBackupGroup,ltmLsnPrefixLsnPoolBackupPrefixAddressType,"The IP address type of ltmLsnPrefixLsnPoolBackupPrefixAddress."
ltmLsnPrefixLsnPoolBackupGroup,ltmLsnPrefixLsnPoolBackupPrefixAddress,"The IP address of a node. It is interpreted within the context of a ltmLsnPrefixLsnPoolBackupPrefixAddressType value."
ltmLsnPoolVlanGroup,ltmLsnPoolVlanNumber,"The number of ltmLsnPoolVlan entries in the table."
ltmLsnPoolVlanGroup,ltmLsnPoolVlanLsnPoolName,"The name of a LSN pool."
ltmLsnPoolVlanGroup,ltmLsnPoolVlanVlanName,"The name of VLAN for LSN pool."
ltmLsnPoolStatGroup,ltmLsnPoolStatResetStats,"The action to reset resettable statistics data in ltmLsnPoolStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmLsnPoolStatGroup,ltmLsnPoolStatNumber,"The number of ltmLsnPoolStat entries in the table."
ltmLsnPoolStatGroup,ltmLsnPoolStatName,"The name of a LSN Pool."
ltmLsnPoolStatGroup,ltmLsnPoolStatTranslationRequests,"The number of translation requests."
ltmLsnPoolStatGroup,ltmLsnPoolStatHairpinConnectionRequests,"The number of hairpin connection requests. A hairpin connection between two subscribers goes through the NAT device and uses translation addresses so that it appears to each subscriber that the other is an external host."
ltmLsnPoolStatGroup,ltmLsnPoolStatActiveTranslations,"The number of active translations."
ltmLsnPoolStatGroup,ltmLsnPoolStatActiveHairpinConnections,"The number of active hairpin connections. A hairpin connection between two subscribers goes through the NAT device and uses translation addresses so that it appears to each subscriber that the other is an external host."
ltmLsnPoolStatGroup,ltmLsnPoolStatTranslationRequestFailures,"The number of translation request failures."
ltmLsnPoolStatGroup,ltmLsnPoolStatPersistenceMappingFailures,"The number of persistence mapping translation request failures."
ltmLsnPoolStatGroup,ltmLsnPoolStatHairpinConnectionFailures,"The number of failed hairpin connections. A hairpin connection failure occurs when a subscriber connects to an inbound reservation but a connection could not be created."
ltmLsnPoolStatGroup,ltmLsnPoolStatBackupPoolTranslations,"The number of translation requests that were served using the backup pool."
ltmLsnPoolStatGroup,ltmLsnPoolStatLogAttempts,"The number of logging attempts."
ltmLsnPoolStatGroup,ltmLsnPoolStatLogFailures,"The number of logging attempts that resulted in failure."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalEndPoints,"The product of the number of IP addresses and the translation port range. This is computed when the pool membership or translation port range changes."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpAnnounceRequests,"The total number of PCP Announce requests received."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpAnnounceResponsesUcast,"The total number of unicast PCP Announce responses transmitted."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpAnnounceResponsesMulticast,"The total number of multicast PCP Announce responses transmitted."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpMapRequests,"The total number of PCP Map requests received."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpMapResponses,"The total number of PCP Map responses transmitted."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpPeerRequests,"The total number of PCP Peer requests received."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpPeerResponses,"The total number of PCP Peer responses transmitted."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpErrorsInvalidRequest,"The total number of invalid or malformed PCP requests received."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpErrorsUnavailableResource,"The total number of PCP requests received where the server has insufficient resources to complete the requested operation."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpErrorsNotAuthorized,"The total number of PCP requests that generated (or caused) an unauthorized error when attempting to create a mapping."
ltmLsnPoolStatGroup,ltmLsnPoolStatPcpErrorsOther,"The total number of PCP requests received that resulted in other errors."
ltmLsnPoolStatGroup,ltmLsnPoolStatActivePortBlocks,"The total number of port blocks actively in use."
ltmLsnPoolStatGroup,ltmLsnPoolStatActiveClientsReachedLimit,"Total clients who have reached the max port blocks allocated to them."
ltmLsnPoolStatGroup,ltmLsnPoolStatActiveZombiePortBlocks,"Total blocks which have reached their lifetime and cannot be used for new allocations. They are not yet deleted because there are connections using ports in that block."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalClientsReachedLimit,"Total client connections rejected because client hit client-block-limit and could not find any free ports in the existing blocks."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalPortBlockAllocations,"Total port block allocations."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalPortBlockAllocationFailures,"Total port block allocation failures."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalPortBlockDeallocations,"Total port blocks freed."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalZombiePortBlocksCreated,"Total blocks which have reached their lifetime and cannot be used for new allocations. They are not yet deleted because there are connections using ports in that block."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalZombiePortBlocksDeleted,"Total zombie blocks deleted after their zombie timeouts. When a zombie block is deleted, the connections using them are killed."
ltmLsnPoolStatGroup,ltmLsnPoolStatTotalZombiePortBlockConnectionsKilled,"Total connections killed due to zombie block reaching zombie timeout."
ltmSpdyProfileGroup,ltmSpdyProfileNumber,"The number of ltmSpdyProfile entries in the table."
ltmSpdyProfileGroup,ltmSpdyProfileName,"The name of a SPDY profile."
ltmSpdyProfileGroup,ltmSpdyProfileConfigSource,"The state that specifies whether this is a base/pre-configured profile or user defined profile."
ltmSpdyProfileGroup,ltmSpdyProfileDefaultName,"The name of the profile from which the specified profile derives its attribute default values."
ltmSpdyProfileGroup,ltmSpdyProfileActivationMode,"The manner in which SPDY connections are made. npn - TLS Extension, Next Protocol Negotiation is used to decide which SPDY protocol is used. always - All connections will be assumed to be SPDY connections. Clients that only support HTTP will not be supported."
ltmSpdyProfileGroup,ltmSpdyProfilePriorityHandling,"The manner in which streams of different priorities are handled. strict - Higher priority streams will be processed to completion before lower priority streams are processed. fair - Higher priority streams will use more bandwidth than lower priority streams without completely blocking the lower priority streams."
ltmSpdyProfileGroup,ltmSpdyProfileInsertHeader,"The state indicating whether or not an HTTP header that indicates the use of SPDY should be inserted into the request going to the back-end server."
ltmSpdyProfileGroup,ltmSpdyProfileInsertHeaderName,"The HTTP header inserted into the request going to the back-end server, if that functionality is enabled."
ltmSpdyProfileGroup,ltmSpdyProfileConcurrentStreamsPerConnection,"The maximum amount of concurrent streams allowed per connection."
ltmSpdyProfileGroup,ltmSpdyProfileConnectionIdleTimeout,"The amount of time, in seconds, a connection is open idly before it is shutdown."
ltmSpdyProfileGroup,ltmSpdyProfileReceiveWindow,"Specifies the size of the receive window in kilobytes. The receive window is a mechanism to stall individual upload streams when needed. This mechanism is only available for SPDY version 3 connections."
ltmSpdyProfileGroup,ltmSpdyProfileFrameSize,"Specifies the size of the data frames, in bytes, that SPDY will send to the client. Larger frame sizes will improve network utilization, but may affect concurrency."
ltmSpdyProfileGroup,ltmSpdyProfileWriteSize,"Specifies the total size of combined data frames, in bytes, SPDY will send in a single write. This controls the size of the TLS records when SPDY is used over SSL. A large write size will cause SPDY to buffer more data, but will improve network utilization."
ltmSpdyProfileGroup,ltmSpdyProfileCompressionLevel,"Specifies the amount of compression to do by default for the headers of the specified profiles. The compression level must be between 0 and 10. Higher numbers correspond to more compression."
ltmSpdyProfileGroup,ltmSpdyProfileCompressionWindowSize,"Specifies the size of the compression window for the specified profiles in kilobytes. The compression window size must be between 1 and 128 kilobytes."
ltmSpdyProfileProtocolVersionsGroup,ltmSpdyProfileProtocolVersionsNumber,"The number of ltmSpdyProfileProtocolVersions entries in the table."
ltmSpdyProfileProtocolVersionsGroup,ltmSpdyProfileProtocolVersionsName,"The name of a SPDY profile."
ltmSpdyProfileProtocolVersionsGroup,ltmSpdyProfileProtocolVersionsIndex,"The index of the protocol versions used to determine which SPDY versions are supported and in what order those versions should be prioritized when deciding which version to use. This prioritization is only used when the activation mode is set to npn."
ltmSpdyProfileProtocolVersionsGroup,ltmSpdyProfileProtocolVersionsProtocolVersions,"The SPDY version supported. spdy2 - indicates that SPDY version 2 is supported. spdy3 - indicates that SPDY version 3 is supported. http11 - indicates that HTTP1.1 is supported when SPDY is not supported/requested by a client."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatResetStats,"The action to reset resettable statistics data in ltmSpdyProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatNumber,"The number of ltmSpdyProfileStat entries in the table."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatName,"The name of the SPDY profile."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatConnectionsAccepted,"The total number of accepted connections."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatConnectionsCurrent,"The total number of connections currently active."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatConnectionsMax,"The maximum number of connections open simultaneously."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatDataFramesReceived,"The total number of data frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatDataFramesSent,"The total number of data frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatFlowsCreated,"The total number of flows created."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatFlowsCurrent,"The total number of flows currently active."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatFlowsMax,"The maximum number of flows open simultaneously."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatGoawayFramesReceived,"The total number of GOAWAY frames received."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatGoawayFramesSent,"The total number of GOAWAY frames sent."
ltmSpdyProfileStatGroup,ltmSpdyProfileStatHeadersFramesReceived,"The total number of HEADERS frames received."
