capability,capability_description,name,dashboard,domain,icon,practice_description,expanded_guidance,visible,level
ICT equipment usage,Labelling high assurance ICT equipment,ISM-0296,ICTE_0296_ism,Guidelines for ICT Equipment,,The Australian Cyber Security Centre (ACSC)'s approval is sought before applying labels to external surfaces of high assurance ICT equipment.,,TRUE,S-TS
ICT equipment usage,Classifying ICT equipment,ISM-0293,ICTE_0293_ism,Guidelines for ICT Equipment,,"ICT equipment is classified based on the highest sensitivity or classification of data that it is approved for processing, storing or communicating.",,TRUE,O-P-S-TS
ICT equipment usage,Handling ICT equipment,ISM-1599,ICTE_1599_ism,Guidelines for ICT Equipment,,ICT equipment is handled in a manner suitable for its sensitivity or classification.,,TRUE,O-P-S-TS
ICT equipment maintenance and repairs,Maintenance and repairs of high assurance ICT equipment,ISM-1079,ICTE_1079_ism,Guidelines for ICT Equipment,,The ACSC's approval is sought before undertaking any maintenance or repairs to high assurance ICT equipment.,,TRUE,S-TS
ICT equipment maintenance and repairs,On-site maintenance and repairs,ISM-0305,ICTE_0305_ism,Guidelines for ICT Equipment,,Maintenance and repairs of ICT equipment is carried out on site by an appropriately cleared technician.,,TRUE,O-P-S-TS
ICT equipment maintenance and repairs,On-site maintenance and repairs,ISM-0307,ICTE_0307_ism,Guidelines for ICT Equipment,,"If an uncleared technician is used to undertake maintenance or repairs of ICT equipment, the ICT equipment and associated media is sanitised before maintenance or repair work is undertaken.",,TRUE,O-P-S-TS
ICT equipment maintenance and repairs,On-site maintenance and repairs,ISM-0306,ICTE_0306_ism,Guidelines for ICT Equipment,,"If an uncleared technician is used to undertake maintenance or repairs of ICT equipment, the technician is escorted by someone who: • is appropriately cleared and briefed • takes due care to ensure that data is not disclosed • takes all responsible measures to ensure the integrity of the ICT equipment • has the authority to direct the technician • is sufficiently familiar with the ICT equipment to understand the work being performed.",,TRUE,O-P-S-TS
ICT equipment maintenance and repairs,Off-site maintenance and repairs,ISM-0310,ICTE_0310_ism,Guidelines for ICT Equipment,,ICT equipment maintained or repaired off site is done so at facilities approved for handling the sensitivity or classification of the ICT equipment.,,TRUE,O-P-S-TS
ICT equipment maintenance and repairs,Inspection of ICT equipment following maintenance and repairs,ISM-1598,ICTE_1598_ism,Guidelines for ICT Equipment,,"Following maintenance or repair activities for ICT equipment, the ICT equipment is inspected to confirm it retains its approved software configuration and that no unauthorised modifications have taken place.",,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,ICT equipment sanitisation processes and procedures,ISM-0313,ICTE_0313_ism,Guidelines for ICT Equipment,,"ICT equipment sanitisation processes, and supporting ICT equipment sanitisation procedures, are developed, implemented and maintained.",,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,ICT equipment destruction processes and procedures,ISM-1741,ICTE_1741_ism,Guidelines for ICT Equipment,,"ICT equipment destruction processes, and supporting ICT equipment destruction procedures, are developed, implemented and maintained.",,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising ICT equipment,ISM-0311,ICTE_0311_ism,Guidelines for ICT Equipment,,ICT equipment containing media is sanitised by removing the media from the ICT equipment or by sanitising the media in situ.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising ICT equipment,ISM-1742,ICTE_1742_ism,Guidelines for ICT Equipment,,ICT equipment that cannot be sanitised is destroyed.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising highly sensitive ICT equipment,ISM-1218,ICTE_1218_ism,Guidelines for ICT Equipment,,"ICT equipment, including associated media, that is located overseas and has processed, stored or communicated AUSTEO or AGAO data, is sanitised in situ.",,TRUE,S-TS
ICT equipment sanitisation and destruction,Sanitising highly sensitive ICT equipment,ISM-0312,ICTE_0312_ism,Guidelines for ICT Equipment,,"ICT equipment, including associated media, that is located overseas and has processed, stored or communicated AUSTEO or AGAO data that cannot be sanitised in situ, is returned to Australia for destruction.",,TRUE,S-TS
ICT equipment sanitisation and destruction,Destroying high assurance ICT equipment,ISM-0315,ICTE_0315_ism,Guidelines for ICT Equipment,,High assurance ICT equipment is destroyed prior to its disposal.,,TRUE,S-TS
ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-0317,ICTE_0317_ism,Guidelines for ICT Equipment,,At least three pages of random text with no blank areas are printed on each colour printer cartridge or MFD print drum.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-1219,ICTE_1219_ism,Guidelines for ICT Equipment,,MFD print drums and image transfer rollers are inspected and destroyed if there is remnant toner which cannot be removed or a print is visible on the image transfer roller.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-1220,ICTE_1220_ism,Guidelines for ICT Equipment,,Printer and MFD platens are inspected and destroyed if any text or images are retained on the platen.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-1221,ICTE_1221_ism,Guidelines for ICT Equipment,,Printers and MFDs are checked to ensure no pages are trapped in the paper path due to a paper jam.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-0318,ICTE_0318_ism,Guidelines for ICT Equipment,,"When unable to sanitise printer cartridges or MFD print drums, they are destroyed as per electrostatic memory devices.",,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising printers and multifunction devices,ISM-1534,ICTE_1534_ism,Guidelines for ICT Equipment,,Printer ribbons in printers and MFDs are removed and destroyed.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising televisions and computer monitors,ISM-1076,ICTE_1076_ism,Guidelines for ICT Equipment,,Televisions and computer monitors with minor burn-in or image persistence are sanitised by displaying a solid white image on the screen for an extended period of time.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising televisions and computer monitors,ISM-1222,ICTE_1222_ism,Guidelines for ICT Equipment,,Televisions and computer monitors that cannot be sanitised are destroyed.,,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising network devices,ISM-1223,ICTE_1223_ism,Guidelines for ICT Equipment,,"Memory in network devices is sanitised using the following processes, in order of preference: • following device-specific guidance provided in evaluation documentation • following vendor sanitisation guidance • loading a dummy configuration file, performing a factory reset and then reinstalling firmware.",,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising fax machines,ISM-1225,ICTE_1225_ism,Guidelines for ICT Equipment,,"The paper tray of the fax machine is removed, and a fax message with a minimum length of four pages is transmitted, before the paper tray is re-installed to allow a fax summary page to be printed.",,TRUE,O-P-S-TS
ICT equipment sanitisation and destruction,Sanitising fax machines,ISM-1226,ICTE_1226_ism,Guidelines for ICT Equipment,,Fax machines are checked to ensure no pages are trapped in the paper path due to a paper jam.,,TRUE,O-P-S-TS
ICT equipment disposal,ICT equipment disposal processes and procedures,ISM-1550,ICTE_1550_ism,Guidelines for ICT Equipment,,"ICT equipment disposal processes, and supporting ICT equipment disposal procedures, are developed, implemented and maintained.",,TRUE,O-P-S-TS
ICT equipment disposal,Disposal of ICT equipment,ISM-1217,ICTE_1217_ism,Guidelines for ICT Equipment,,"Labels and markings indicating the owner, sensitivity, classification or any other marking that can associate ICT equipment with its prior use are removed prior to its disposal.",,TRUE,O-P-S-TS
ICT equipment disposal,Disposal of ICT equipment,ISM-0321,ICTE_0321_ism,Guidelines for ICT Equipment,,"When disposing of ICT equipment that has been designed or modified to meet emanation security standards, the ACSC is contacted for requirements relating to its disposal.",,TRUE,S-TS
ICT equipment disposal,Disposal of ICT equipment,ISM-0316,ICTE_0316_ism,Guidelines for ICT Equipment,,"Following sanitisation, destruction or declassification, a formal administrative decision is made to release ICT equipment, or its waste, into the public domain.",,TRUE,O-P-S-TS
Media usage,Media management policy,ISM-1549,ME_1549_ism,Guidelines for Media,,"A media management policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Media usage,Removable media usage policy,ISM-1359,ME_1359_ism,Guidelines for Media,,"A removable media usage policy is developed, implemented and maintained.",,TRUE,O-P-S-TS
Media usage,Removable media register,ISM-1713,ME_1713_ism,Guidelines for Media,,"A removable media register is developed, implemented, maintained and verified on a regular basis.",,TRUE,O-P-S-TS
Media usage,Labelling media,ISM-0332,ME_0332_ism,Guidelines for Media,,"Media, with the exception of internally mounted fixed media within ICT equipment, is labelled with protective markings reflecting its sensitivity or classification.",,TRUE,O-P-S-TS
