"id","name","description","default","savedsearches","stanza"
"1ec65a5f-9473-4f12-97da-622044d6df21","Powershell Defender Disable Scan Feature","Detects requests to disable Microsoft Defender features using PowerShell commands","(CommandLine IN (""*Add-MpPreference *"", ""*Set-MpPreference *"") CommandLine IN (""*DisableArchiveScanning *"", ""*DisableRealtimeMonitoring *"", ""*DisableIOAVProtection *"", ""*DisableBehaviorMonitoring *"", ""*DisableBlockAtFirstSeen *"", ""*DisableCatchupFullScan *"", ""*DisableCatchupQuickScan *"") CommandLine IN (""*$true*"", ""* 1 *"")) OR CommandLine=""*ZGlzYWJsZWFyY2hpdmVzY2FubmluZy*"" OR CommandLine=""*Rpc2FibGVhcmNoaXZlc2Nhbm5pbmcg*"" OR CommandLine=""*kaXNhYmxlYXJjaGl2ZXNjYW5uaW5nI*"" OR CommandLine=""*RGlzYWJsZUFyY2hpdmVTY2FubmluZy*"" OR CommandLine=""*Rpc2FibGVBcmNoaXZlU2Nhbm5pbmcg*"" OR CommandLine=""*EaXNhYmxlQXJjaGl2ZVNjYW5uaW5nI*"" OR CommandLine=""*ZGlzYWJsZWJlaGF2aW9ybW9uaXRvcmluZy*"" OR CommandLine=""*Rpc2FibGViZWhhdmlvcm1vbml0b3Jpbmcg*"" OR CommandLine=""*kaXNhYmxlYmVoYXZpb3Jtb25pdG9yaW5nI*"" OR CommandLine=""*RGlzYWJsZUJlaGF2aW9yTW9uaXRvcmluZy*"" OR CommandLine=""*Rpc2FibGVCZWhhdmlvck1vbml0b3Jpbmcg*"" OR CommandLine=""*EaXNhYmxlQmVoYXZpb3JNb25pdG9yaW5nI*"" OR CommandLine=""*ZGlzYWJsZWJsb2NrYXRmaXJzdHNlZW4g*"" OR CommandLine=""*Rpc2FibGVibG9ja2F0Zmlyc3RzZWVuI*"" OR CommandLine=""*kaXNhYmxlYmxvY2thdGZpcnN0c2Vlbi*"" OR CommandLine=""*RGlzYWJsZUJsb2NrQXRGaXJzdFNlZW4g*"" OR CommandLine=""*Rpc2FibGVCbG9ja0F0Rmlyc3RTZWVuI*"" OR CommandLine=""*EaXNhYmxlQmxvY2tBdEZpcnN0U2Vlbi*"" OR CommandLine=""*ZGlzYWJsZWNhdGNodXBmdWxsc2Nhbi*"" OR CommandLine=""*Rpc2FibGVjYXRjaHVwZnVsbHNjYW4g*"" OR CommandLine=""*kaXNhYmxlY2F0Y2h1cGZ1bGxzY2FuI*"" OR CommandLine=""*RGlzYWJsZUNhdGNodXBGdWxsU2Nhbi*"" OR CommandLine=""*Rpc2FibGVDYXRjaHVwRnVsbFNjYW4g*"" OR CommandLine=""*EaXNhYmxlQ2F0Y2h1cEZ1bGxTY2FuI*"" OR CommandLine=""*ZGlzYWJsZWNhdGNodXBxdWlja3NjYW4g*"" OR CommandLine=""*Rpc2FibGVjYXRjaHVwcXVpY2tzY2FuI*"" OR CommandLine=""*kaXNhYmxlY2F0Y2h1cHF1aWNrc2Nhbi*"" OR CommandLine=""*RGlzYWJsZUNhdGNodXBRdWlja1NjYW4g*"" OR CommandLine=""*Rpc2FibGVDYXRjaHVwUXVpY2tTY2FuI*"" OR CommandLine=""*EaXNhYmxlQ2F0Y2h1cFF1aWNrU2Nhbi*"" OR CommandLine=""*ZGlzYWJsZWlvYXZwcm90ZWN0aW9uI*"" OR CommandLine=""*Rpc2FibGVpb2F2cHJvdGVjdGlvbi*"" OR CommandLine=""*kaXNhYmxlaW9hdnByb3RlY3Rpb24g*"" OR CommandLine=""*RGlzYWJsZUlPQVZQcm90ZWN0aW9uI*"" OR CommandLine=""*Rpc2FibGVJT0FWUHJvdGVjdGlvbi*"" OR CommandLine=""*EaXNhYmxlSU9BVlByb3RlY3Rpb24g*"" OR CommandLine=""*ZGlzYWJsZXJlYWx0aW1lbW9uaXRvcmluZy*"" OR CommandLine=""*Rpc2FibGVyZWFsdGltZW1vbml0b3Jpbmcg*"" OR CommandLine=""*kaXNhYmxlcmVhbHRpbWVtb25pdG9yaW5nI*"" OR CommandLine=""*RGlzYWJsZVJlYWx0aW1lTW9uaXRvcmluZy*"" OR CommandLine=""*Rpc2FibGVSZWFsdGltZU1vbml0b3Jpbmcg*"" OR CommandLine=""*EaXNhYmxlUmVhbHRpbWVNb25pdG9yaW5nI*"" OR CommandLine IN (""*RABpAHMAYQBiAGwAZQBSAGUAYQBsAHQAaQBtAGUATQBvAG4AaQB0AG8AcgBpAG4AZwAgA*"", ""*QAaQBzAGEAYgBsAGUAUgBlAGEAbAB0AGkAbQBlAE0AbwBuAGkAdABvAHIAaQBuAGcAIA*"", ""*EAGkAcwBhAGIAbABlAFIAZQBhAGwAdABpAG0AZQBNAG8AbgBpAHQAbwByAGkAbgBnACAA*"", ""*RABpAHMAYQBiAGwAZQBJAE8AQQBWAFAAcgBvAHQAZQBjAHQAaQBvAG4AIA*"", ""*QAaQBzAGEAYgBsAGUASQBPAEEAVgBQAHIAbwB0AGUAYwB0AGkAbwBuACAA*"", ""*EAGkAcwBhAGIAbABlAEkATwBBAFYAUAByAG8AdABlAGMAdABpAG8AbgAgA*"", ""*RABpAHMAYQBiAGwAZQBCAGUAaABhAHYAaQBvAHIATQBvAG4AaQB0AG8AcgBpAG4AZwAgA*"", ""*QAaQBzAGEAYgBsAGUAQgBlAGgAYQB2AGkAbwByAE0AbwBuAGkAdABvAHIAaQBuAGcAIA*"", ""*EAGkAcwBhAGIAbABlAEIAZQBoAGEAdgBpAG8AcgBNAG8AbgBpAHQAbwByAGkAbgBnACAA*"", ""*RABpAHMAYQBiAGwAZQBCAGwAbwBjAGsAQQB0AEYAaQByAHMAdABTAGUAZQBuACAA*"", ""*QAaQBzAGEAYgBsAGUAQgBsAG8AYwBrAEEAdABGAGkAcgBzAHQAUwBlAGUAbgAgA*"", ""*EAGkAcwBhAGIAbABlAEIAbABvAGMAawBBAHQARgBpAHIAcwB0AFMAZQBlAG4AIA*"", ""*ZABpAHMAYQBiAGwAZQByAGUAYQBsAHQAaQBtAGUAbQBvAG4AaQB0AG8AcgBpAG4AZwAgA*"", ""*QAaQBzAGEAYgBsAGUAcgBlAGEAbAB0AGkAbQBlAG0AbwBuAGkAdABvAHIAaQBuAGcAIA*"", ""*kAGkAcwBhAGIAbABlAHIAZQBhAGwAdABpAG0AZQBtAG8AbgBpAHQAbwByAGkAbgBnACAA*"", ""*ZABpAHMAYQBiAGwAZQBpAG8AYQB2AHAAcgBvAHQAZQBjAHQAaQBvAG4AIA*"", ""*QAaQBzAGEAYgBsAGUAaQBvAGEAdgBwAHIAbwB0AGUAYwB0AGkAbwBuACAA*"", ""*kAGkAcwBhAGIAbABlAGkAbwBhAHYAcAByAG8AdABlAGMAdABpAG8AbgAgA*"", ""*ZABpAHMAYQBiAGwAZQBiAGUAaABhAHYAaQBvAHIAbQBvAG4AaQB0AG8AcgBpAG4AZwAgA*"", ""*QAaQBzAGEAYgBsAGUAYgBlAGgAYQB2AGkAbwByAG0AbwBuAGkAdABvAHIAaQBuAGcAIA*"", ""*kAGkAcwBhAGIAbABlAGIAZQBoAGEAdgBpAG8AcgBtAG8AbgBpAHQAbwByAGkAbgBnACAA*"", ""*ZABpAHMAYQBiAGwAZQBiAGwAbwBjAGsAYQB0AGYAaQByAHMAdABzAGUAZQBuACAA*"", ""*QAaQBzAGEAYgBsAGUAYgBsAG8AYwBrAGEAdABmAGkAcgBzAHQAcwBlAGUAbgAgA*"", ""*kAGkAcwBhAGIAbABlAGIAbABvAGMAawBhAHQAZgBpAHIAcwB0AHMAZQBlAG4AIA*"", ""*RABpAHMAYQBiAGwAZQBDAGEAdABjAGgAdQBwAEYAdQBsAGwAUwBjAGEAbgA*"", ""*RABpAHMAYQBiAGwAZQBDAGEAdABjAGgAdQBwAFEAdQBpAGMAawBTAGMAYQBuAA*"", ""*RABpAHMAYQBiAGwAZQBBAHIAYwBoAGkAdgBlAFMAYwBhAG4AbgBpAG4AZwA*"")","",""
"654fcc6d-840d-4844-9b07-2c3300e54a26","Legitimate Application Dropped Archive","Detects programs on a Windows system that should not write an archive to disk","Image IN (""*\\winword.exe"", ""*\\excel.exe"", ""*\\powerpnt.exe"", ""*\\msaccess.exe"", ""*\\mspub.exe"", ""*\\eqnedt32.exe"", ""*\\visio.exe"", ""*\\wordpad.exe"", ""*\\wordview.exe"", ""*\\certutil.exe"", ""*\\certoc.exe"", ""*\\CertReq.exe"", ""*\\Desktopimgdownldr.exe"", ""*\\esentutl.exe"", ""*\\finger.exe"", ""*\\notepad.exe"", ""*\\AcroRd32.exe"", ""*\\RdrCEF.exe"", ""*\\mshta.exe"", ""*\\hh.exe"") TargetFilename IN (""*.zip"", ""*.rar"", ""*.7z"", ""*.diagcab"", ""*.appx"")","",""
"d85ecdd7-b855-4e6e-af59-d9c78b5b861e","System Information Discovery Via Wmic.EXE","Detects the use of the WMI command-line (WMIC) utility to identify and display various system information,
including OS, CPU, GPU, disk drive names, memory capacity, display resolution, baseboard, BIOS,
and GPU driver products/versions.
","Description=""WMI Commandline Utility"" OR OriginalFileName=""wmic.exe"" OR Image=""*\\WMIC.exe"" CommandLine=""*get*"" CommandLine IN (""*baseboard*"", ""*bios*"", ""*cpu*"", ""*diskdrive*"", ""*logicaldisk*"", ""*memphysical*"", ""*os*"", ""*path*"", ""*startup*"", ""*win32_videocontroller*"") CommandLine IN (""*caption*"", ""*command*"", ""*driverversion*"", ""*maxcapacity*"", ""*name*"", ""*osarchitecture*"", ""*product*"", ""*size*"", ""*smbiosbiosversion*"", ""*version*"", ""*videomodedescription*"")","",""
"28208707-fe31-437f-9a7f-4b1108b94d2e","Suspicious Startup Folder Persistence","Detects when a file with a suspicious extension is created in the startup folder","TargetFilename=""*\\Windows\\Start Menu\\Programs\\Startup\\*"" TargetFilename IN (""*.vbs"", ""*.vbe"", ""*.bat"", ""*.ps1"", ""*.hta"", ""*.dll"", ""*.jar"", ""*.msi"", ""*.scr"", ""*.cmd"")","",""
"847d5ff3-8a31-4737-a970-aeae8fe21765","Potential Tampering With Security Products Via WMIC","Detects uninstallation or termination of security products using the WMIC utility","(CommandLine=""*wmic*"" CommandLine=""*product where *"" CommandLine=""*call*"" CommandLine=""*uninstall*"" CommandLine=""*/nointeractive*"") OR (CommandLine=""*wmic*"" CommandLine=""*caption like *"" CommandLine IN (""*call delete*"", ""*call terminate*"")) OR (CommandLine=""*process *"" CommandLine=""*where *"" CommandLine=""*delete*"") CommandLine IN (""*%carbon%*"", ""*%cylance%*"", ""*%endpoint%*"", ""*%eset%*"", ""*%malware%*"", ""*%Sophos%*"", ""*%symantec%*"", ""*Antivirus*"", ""*AVG *"", ""*Carbon Black*"", ""*CarbonBlack*"", ""*Cb Defense Sensor 64-bit*"", ""*Crowdstrike Sensor*"", ""*Cylance *"", ""*Dell Threat Defense*"", ""*DLP Endpoint*"", ""*Endpoint Detection*"", ""*Endpoint Protection*"", ""*Endpoint Security*"", ""*Endpoint Sensor*"", ""*ESET File Security*"", ""*LogRhythm System Monitor Service*"", ""*Malwarebytes*"", ""*McAfee Agent*"", ""*Microsoft Security Client*"", ""*Sophos Anti-Virus*"", ""*Sophos AutoUpdate*"", ""*Sophos Credential Store*"", ""*Sophos Management Console*"", ""*Sophos Management Database*"", ""*Sophos Management Server*"", ""*Sophos Remote Management System*"", ""*Sophos Update Manager*"", ""*Threat Protection*"", ""*VirusScan*"", ""*Webroot SecureAnywhere*"", ""*Windows Defender*"")","",""
"a77c1610-fc73-4019-8e29-0f51efc04a51","Potential Dosfuscation Activity","Detects possible payload obfuscation via the commandline","CommandLine IN (""*^^*"", ""*^|^*"", ""*,;,*"", ""*;;;;*"", ""*;; ;;*"", ""*(,(,*"", ""*%COMSPEC:~*"", ""* c^m^d*"", ""*^c^m^d*"", ""* c^md*"", ""* cm^d*"", ""*^cm^d*"", ""* s^et *"", ""* s^e^t *"", ""* se^t *"")","",""
"efdd8dd5-cee8-4e59-9390-7d4d5e4dd6f6","Suspicious Program Names","Detects suspicious patterns in program names or folders that are often found in malicious samples or hacktools","Image IN (""*\\CVE-202*"", ""*\\CVE202*"") OR Image IN (""*\\poc.exe"", ""*\\artifact.exe"", ""*\\artifact64.exe"", ""*\\artifact_protected.exe"", ""*\\artifact32.exe"", ""*\\artifact32big.exe"", ""*obfuscated.exe"", ""*obfusc.exe"", ""*\\meterpreter"") OR CommandLine IN (""*inject.ps1*"", ""*Invoke-CVE*"", ""*pupy.ps1*"", ""*payload.ps1*"", ""*beacon.ps1*"", ""*PowerView.ps1*"", ""*bypass.ps1*"", ""*obfuscated.ps1*"", ""*obfusc.ps1*"", ""*obfus.ps1*"", ""*obfs.ps1*"", ""*evil.ps1*"", ""*MiniDogz.ps1*"", ""*_enc.ps1*"", ""*\\shell.ps1*"", ""*\\rshell.ps1*"", ""*revshell.ps1*"", ""*\\av.ps1*"", ""*\\av_test.ps1*"", ""*adrecon.ps1*"", ""*mimikatz.ps1*"", ""*\\PowerUp_*"", ""*powerup.ps1*"", ""*\\Temp\\a.ps1*"", ""*\\Temp\\p.ps1*"", ""*\\Temp\\1.ps1*"", ""*Hound.ps1*"", ""*encode.ps1*"", ""*powercat.ps1*"") | table CommandLine,ParentCommandLine,CurrentDirectory","",""
"1816994b-42e1-4fb1-afd2-134d88184f71","PowerShell Base64 Encoded WMI Classes","Detects calls to base64 encoded WMI class such as ""Win32_Shadowcopy"", ""Win32_ScheduledJob"", etc.","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"") CommandLine IN (""*VwBpAG4AMwAyAF8AUwBoAGEAZABvAHcAYwBvAHAAeQ*"", ""*cAaQBuADMAMgBfAFMAaABhAGQAbwB3AGMAbwBwAHkA*"", ""*XAGkAbgAzADIAXwBTAGgAYQBkAG8AdwBjAG8AcAB5A*"", ""*V2luMzJfU2hhZG93Y29we*"", ""*dpbjMyX1NoYWRvd2NvcH*"", ""*XaW4zMl9TaGFkb3djb3B5*"") OR CommandLine IN (""*VwBpAG4AMwAyAF8AUwBjAGgAZQBkAHUAbABlAGQASgBvAGIA*"", ""*cAaQBuADMAMgBfAFMAYwBoAGUAZAB1AGwAZQBkAEoAbwBiA*"", ""*XAGkAbgAzADIAXwBTAGMAaABlAGQAdQBsAGUAZABKAG8AYg*"", ""*V2luMzJfU2NoZWR1bGVkSm9i*"", ""*dpbjMyX1NjaGVkdWxlZEpvY*"", ""*XaW4zMl9TY2hlZHVsZWRKb2*"") OR CommandLine IN (""*VwBpAG4AMwAyAF8AUAByAG8AYwBlAHMAcw*"", ""*cAaQBuADMAMgBfAFAAcgBvAGMAZQBzAHMA*"", ""*XAGkAbgAzADIAXwBQAHIAbwBjAGUAcwBzA*"", ""*V2luMzJfUHJvY2Vzc*"", ""*dpbjMyX1Byb2Nlc3*"", ""*XaW4zMl9Qcm9jZXNz*"") OR CommandLine IN (""*VwBpAG4AMwAyAF8AVQBzAGUAcgBBAGMAYwBvAHUAbgB0A*"", ""*cAaQBuADMAMgBfAFUAcwBlAHIAQQBjAGMAbwB1AG4AdA*"", ""*XAGkAbgAzADIAXwBVAHMAZQByAEEAYwBjAG8AdQBuAHQA*"", ""*V2luMzJfVXNlckFjY291bn*"", ""*dpbjMyX1VzZXJBY2NvdW50*"", ""*XaW4zMl9Vc2VyQWNjb3Vud*"") OR CommandLine IN (""*VwBpAG4AMwAyAF8ATABvAGcAZwBlAGQATwBuAFUAcwBlAHIA*"", ""*cAaQBuADMAMgBfAEwAbwBnAGcAZQBkAE8AbgBVAHMAZQByA*"", ""*XAGkAbgAzADIAXwBMAG8AZwBnAGUAZABPAG4AVQBzAGUAcg*"", ""*V2luMzJfTG9nZ2VkT25Vc2Vy*"", ""*dpbjMyX0xvZ2dlZE9uVXNlc*"", ""*XaW4zMl9Mb2dnZWRPblVzZX*"")","",""
"9b0b7ac3-6223-47aa-a3fd-e8f211e637db","Changing Existing Service ImagePath Value Via Reg.EXE","Adversaries may execute their own malicious payloads by hijacking the Registry entries used by services.
Adversaries may use flaws in the permissions for registry to redirect from the originally specified executable to one that they control, in order to launch their own code at Service start.
Windows stores local service configuration information in the Registry under HKLM\SYSTEM\CurrentControlSet\Services
","Image=""*\\reg.exe"" CommandLine=""*add *"" CommandLine=""*SYSTEM\\CurrentControlSet\\Services\\*"" CommandLine=""* ImagePath *"" CommandLine IN (""* /d *"", ""* -d *"")","",""
"97aa2e88-555c-450d-85a6-229bcd87efb8","Suspicious Screensaver Binary File Creation","Adversaries may establish persistence by executing malicious content triggered by user inactivity.
Screensavers are programs that execute after a configurable time of user inactivity and consist of Portable Executable (PE) files with a .scr file extension
","TargetFilename=""*.scr"" NOT (Image IN (""*\\Kindle.exe"", ""*\\Bin\\ccSvcHst.exe"") OR (Image=""*\\TiWorker.exe"" TargetFilename=""*\\uwfservicingscr.scr""))","",""
"89a9a0e0-f61a-42e5-8957-b1479565a658","UAC Bypass WSReset","Detects the pattern of UAC Bypass via WSReset usable by default sysmon-config","Image=""*\\wsreset.exe"" IntegrityLevel IN (""High"", ""System"")","",""
"facd1549-e416-48e0-b8c4-41d7215eedc8","Amsi.DLL Load By Uncommon Process","Detects loading of Amsi.dll by uncommon processes","ImageLoaded=""*\\amsi.dll"" NOT (Image IN (""C:\\Windows\\explorer.exe"", ""C:\\Windows\\Sysmon64.exe"") OR Image IN (""C:\\Program Files (x86)\\*"", ""C:\\Program Files\\*"", ""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*"", ""C:\\Windows\\WinSxS\\*"") OR (Image=""C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\*"" Image=""*\\MsMpEng.exe"") OR (Image IN (""C:\\Windows\\Microsoft.NET\\Framework\\*"", ""C:\\Windows\\Microsoft.NET\\Framework64\\*"") Image=""*\\ngentask.exe"") OR Image!=* OR Image="""")","",""
"92fa78e7-4d39-45f1-91a3-8b23f3f1088d","Potential Startup Shortcut Persistence Via PowerShell.EXE","Detects PowerShell writing startup shortcuts.
This procedure was highlighted in Red Canary Intel Insights Oct. 2021, ""We frequently observe adversaries using PowerShell to write malicious .lnk files into the startup directory to establish persistence.
Accordingly, this detection opportunity is likely to identify persistence mechanisms in multiple threats.
In the context of Yellow Cockatoo, this persistence mechanism eventually launches the command-line script that leads to the installation of a malicious DLL""
","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") TargetFilename=""*\\start menu\\programs\\startup\\*"" TargetFilename=""*.lnk""","",""
"76f55eaa-d27f-4213-9d45-7b0e4b60bbae","Service Reconnaissance Via Wmic.EXE","An adversary might use WMI to check if a certain remote service is running on a remote device.
When the test completes, a service information will be displayed on the screen if it exists.
A common feedback message is that ""No instance(s) Available"" if the service queried is not running.
A common error message is ""Node - (provided IP or default) ERROR Description =The RPC server is unavailable"" if the provided remote host is unreachable
","Image=""*\\WMIC.exe"" OR OriginalFileName=""wmic.exe"" CommandLine=""*service*""","",""
"cc7abbd0-762b-41e3-8a26-57ad50d2eea3","MSHTA Suspicious Execution 01","Detection for mshta.exe suspicious execution patterns sometimes involving file polyglotism","Image=""*\\mshta.exe"" CommandLine IN (""*vbscript*"", ""*.jpg*"", ""*.png*"", ""*.lnk*"", ""*.xls*"", ""*.doc*"", ""*.zip*"", ""*.dll*"")","",""
"3f6b7b62-61aa-45db-96bd-9c31b36b653c","RDP Sensitive Settings Changed","Detects tampering of RDP Terminal Service/Server sensitive settings.
Such as allowing unauthorized users access to a system via the 'fAllowUnsolicited' or enabling RDP via 'fDenyTSConnections'...etc
","(TargetObject IN (""*\\Control\\Terminal Server\\*"", ""*\\Windows NT\\Terminal Services\\*"") TargetObject=""*\\Shadow"" Details IN (""DWORD (0x00000001)"", ""DWORD (0x00000002)"", ""DWORD (0x00000003)"", ""DWORD (0x00000004)"")) OR (TargetObject IN (""*\\Control\\Terminal Server\\*"", ""*\\Windows NT\\Terminal Services\\*"") TargetObject IN (""*\\DisableRemoteDesktopAntiAlias"", ""*\\DisableSecuritySettings"", ""*\\fAllowUnsolicited"", ""*\\fAllowUnsolicitedFullControl"") Details=""DWORD (0x00000001)"") OR TargetObject IN (""*\\Control\\Terminal Server\\InitialProgram*"", ""*\\Control\\Terminal Server\\WinStations\\RDP-Tcp\\InitialProgram*"", ""*\\services\\TermService\\Parameters\\ServiceDll*"", ""*\\Windows NT\\Terminal Services\\InitialProgram*"")","",""
"c42a3073-30fb-48ae-8c99-c23ada84b103","Hack Tool User Agent","Detects suspicious user agent strings user by hack tools in proxy logs","""c-useragent"" IN (""*(hydra)*"", ""* arachni/*"", ""* BFAC *"", ""* brutus *"", ""* cgichk *"", ""*core-project/1.0*"", ""* crimscanner/*"", ""*datacha0s*"", ""*dirbuster*"", ""*domino hunter*"", ""*dotdotpwn*"", ""*FHScan Core*"", ""*floodgate*"", ""*get-minimal*"", ""*gootkit auto-rooter scanner*"", ""*grendel-scan*"", ""* inspath *"", ""*internet ninja*"", ""*jaascois*"", ""* zmeu *"", ""*masscan*"", ""* metis *"", ""*morfeus fucking scanner*"", ""*n-stealth*"", ""*nsauditor*"", ""*pmafind*"", ""*security scan*"", ""*springenwerk*"", ""*teh forest lobster*"", ""*toata dragostea*"", ""* vega/*"", ""*voideye*"", ""*webshag*"", ""*webvulnscan*"", ""* whcc/*"", ""* Havij*"", ""*absinthe*"", ""*bsqlbf*"", ""*mysqloit*"", ""*pangolin*"", ""*sql power injector*"", ""*sqlmap*"", ""*sqlninja*"", ""*uil2pn*"", ""*ruler*"", ""*Mozilla/5.0 (Windows; U; Windows NT 5.1; pt-PT; rv:1.9.1.2) Gecko/20090729 Firefox/3.5.2 (.NET CLR 3.5.30729)*"") | table ClientIP,c-uri,c-useragent","",""
"419dbf2b-8a9b-4bea-bf99-7544b050ec8d","Microsoft Workflow Compiler Execution","Detects invocation of Microsoft Workflow Compiler, which may permit the execution of arbitrary unsigned code.","Image=""*\\Microsoft.Workflow.Compiler.exe"" OR OriginalFileName=""Microsoft.Workflow.Compiler.exe"" | table CommandLine,ParentCommandLine","",""
"693a44e9-7f26-4cb6-b787-214867672d3a","Sysmon File Executable Creation Detected","Triggers on any Sysmon ""FileExecutableDetected"" event, which triggers every time a PE that is monitored by the config is created.","source=""WinEventLog:Microsoft-Windows-Sysmon/Operational"" EventCode=29","",""
"24357373-078f-44ed-9ac4-6d334a668a11","Direct Autorun Keys Modification","Detects direct modification of autostart extensibility point (ASEP) in registry using reg.exe.","Image=""*\\reg.exe"" CommandLine=""*add*"" CommandLine IN (""*\\software\\Microsoft\\Windows\\CurrentVersion\\Run*"", ""*\\software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\\Userinit*"", ""*\\software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\\Shell*"", ""*\\software\\Microsoft\\Windows NT\\CurrentVersion\\Windows*"", ""*\\software\\Microsoft\\Windows\\CurrentVersion\\Explorer\\User Shell Folders*"", ""*\\system\\CurrentControlSet\\Control\\SafeBoot\\AlternateShell*"") | table CommandLine,ParentCommandLine","",""
"79a87aa6-e4bd-42fc-a5bb-5e6fbdcd62f5","Msiexec Quiet Installation","Adversaries may abuse msiexec.exe to proxy execution of malicious payloads.
Msiexec.exe is the command-line utility for the Windows Installer and is thus commonly associated with executing installation packages (.msi)
","Image=""*\\msiexec.exe"" OR OriginalFileName=""msiexec.exe"" CommandLine IN (""*/i*"", ""*-i*"", ""*/package*"", ""*-package*"", ""*/a*"", ""*-a*"", ""*/j*"", ""*-j*"") CommandLine IN (""*/q*"", ""*-q*"") NOT ((ParentImage=""C:\\Users\\*"" ParentImage=""*\\AppData\\Local\\Temp\\*"") OR ParentImage=""C:\\Windows\\Temp\\*"" OR (ParentImage=""C:\\Windows\\CCM\\Ccm32BitLauncher.exe"" IntegrityLevel=""System""))","",""
"15619216-e993-4721-b590-4c520615a67d","Potential Meterpreter/CobaltStrike Activity","Detects the use of getsystem Meterpreter/Cobalt Strike command by detecting a specific service starting","ParentImage=""*\\services.exe"" (CommandLine=""*/c*"" CommandLine=""*echo*"" CommandLine=""*\\pipe\\*"" CommandLine IN (""*cmd*"", ""*%COMSPEC%*"")) OR (CommandLine=""*rundll32*"" CommandLine=""*.dll,a*"" CommandLine=""*/p:*"") NOT CommandLine=""*MpCmdRun*"" | table ComputerName,User,CommandLine","",""
"2569ed8c-1147-498a-9b8c-2ad3656b10ed","Potential Renamed Rundll32 Execution","Detects when 'DllRegisterServer' is called in the commandline and the image is not rundll32. This could mean that the 'rundll32' utility has been renamed in order to avoid detection","CommandLine=""*DllRegisterServer*"" NOT Image=""*\\rundll32.exe""","",""
"94309181-d345-4cbf-b5fe-061769bdf9cb","User with Privileges Logon","Detects logon with ""Special groups"" and ""Special Privileges"" can be thought of as Administrator groups or privileges.","source=""WinEventLog:Security"" EventCode IN (4672, 4964) NOT SubjectUserSid=""S-1-5-18""","",""
"eb2fd349-ec67-4caa-9143-d79c7fb34441","Suspicious GPO Discovery With Get-GPO","Detect use of Get-GPO to get one GPO or all the GPOs in a domain.","ScriptBlockText=""*Get-GPO*""","",""
"e78c408a-e2ea-43cd-b5ea-51975cf358c0","Disable Windows Firewall by Registry","Detect set EnableFirewall to 0 to disable the Windows firewall","TargetObject IN (""*\\SOFTWARE\\Policies\\Microsoft\\WindowsFirewall\\StandardProfile\\EnableFirewall"", ""*\\SOFTWARE\\Policies\\Microsoft\\WindowsFirewall\\DomainProfile\\EnableFirewall"") Details=""DWORD (0x00000000)""","",""
"d3bf399f-b0cf-4250-8bb4-dfc192ab81dc","Ie4uinit Lolbin Use From Invalid Path","Detect use of ie4uinit.exe to execute commands from a specially prepared ie4uinit.inf file from a directory other than the usual directories","Image=""*\\ie4uinit.exe"" OR OriginalFileName=""IE4UINIT.EXE"" NOT (CurrentDirectory IN (""c:\\windows\\system32\\"", ""c:\\windows\\sysWOW64\\"") OR CurrentDirectory!=*)","",""
"85b88e05-dadc-430b-8a9e-53ff1cd30aae","Potentially Suspicious Desktop Background Change Via Registry","Detects regsitry value settings that would replace the user's desktop background.
This is a common technique used by malware to change the desktop background to a ransom note or other image.
","TargetObject IN (""*Control Panel\\Desktop*"", ""*CurrentVersion\\Policies\\ActiveDesktop*"", ""*CurrentVersion\\Policies\\System*"") (TargetObject=""*NoChangingWallpaper"" Details=""DWORD (0x00000001)"") OR TargetObject=""*\\Wallpaper"" OR (TargetObject=""*\\WallpaperStyle"" Details=""2"") NOT Image=""*\\svchost.exe""","",""
"ec1d5e28-8f3b-4188-a6f8-6e8df81dc28e","WMI Persistence - Script Event Consumer","Detects WMI script event consumers","Image=""C:\\WINDOWS\\system32\\wbem\\scrcons.exe"" ParentImage=""C:\\Windows\\System32\\svchost.exe""","",""
"590a5f4c-6c8c-4f10-8307-89afe9453a9d","Suspicious Child Process Created as System","Detection of child processes spawned with SYSTEM privileges by parents with LOCAL SERVICE or NETWORK SERVICE accounts","ParentUser IN (""*AUTHORI*"", ""*AUTORI*"") ParentUser IN (""*\\NETWORK SERVICE"", ""*\\LOCAL SERVICE"") User IN (""*AUTHORI*"", ""*AUTORI*"") User IN (""*\\SYSTEM"", ""*\\Système"", ""*\\СИСТЕМА"") IntegrityLevel=""System"" NOT (Image=""*\\rundll32.exe"" CommandLine=""*DavSetCookie*"")","",""
"526be59f-a573-4eea-b5f7-f0973207634d","New Process Created Via Wmic.EXE","Detects new process creation using WMIC via the ""process call create"" flag","Image=""*\\wmic.exe"" OR OriginalFileName=""wmic.exe"" CommandLine=""*process*"" CommandLine=""*call*"" CommandLine=""*create*""","",""
