asn,asname
2160,"Hewlett-Packard Company"
2161,"Hewlett-Packard Company"
2162,"Hewlett-Packard Company"
2164,"Hewlett-Packard Company"
2165,"Hewlett-Packard Company"
2166,"Hewlett-Packard Company"
2173,"Hewlett-Packard Company"
2187,Renater
2198,Renater
2199,Renater
2200,Renater
2202,Renater
2210,Renater
2259,Renater
2263,Renater
2269,Renater
2274,"Congressional Budget Office"
2278,Orange
2280,Orange
2281,Orange
2285,Orange
2300,Orange
2345,Orange
2379,"CenturyLink Communications, LLC"
2381,WiscNet
2384,"Architect of the Capitol"
2385,"KRIBBKorea Research Institute of Bioscience Biotechnology"
2386,"AT&T Data Communications Services"
2418,Renater
2426,Renater
2439,Renater
2445,Renater
2450,Renater
2457,Renater
2462,Renater
2470,Renater
2471,Renater
2472,Renater
2484,"AFNIC (Association Francaise pour le Nommage Internet en Cooperation)"
2485,"AFNIC (Association Francaise pour le Nommage Internet en Cooperation)"
2486,"AFNIC (Association Francaise pour le Nommage Internet en Cooperation)"
2488,"International Institute for Applied Systems Analysis"
2494,"MUWNET MUWNET Autonomous System"
2495,"Kansas Research and Education Network"
2496,"University of Kansas"
2497,"Internet Initiative Japan Inc."
2500,"WIDE Project"
2501,"The University of Tokyo"
2504,"Kyoto University"
2505,"High Energy Accelerator Research Organization, KEK"
2506,"NTT WEST CHUGOKU CORPORATION"
2508,"Kyushu University"
2510,"FUJITSU LIMITED"
2511,NTT
2512,"TCP Inc."
2513,"Japan Science and Technology Agency"
2514,"NTT PC Communications, Inc."
2515,"Japan Network Information Center"
2516,"KDDI CORPORATION"
2518,"BIGLOBE Inc."
2519,"ARTERIA Networks Corporation"
2522,"Japan Network Information Center"
2523,"JSPS 163rd Committee on Internet Technology"
2526,"Unified IT Platform Office. IT Services Division. HITACHI,Ltd."
2527,"So-net Entertainment Corporation"
2529,"Now maintained by Cable & Wireless Worldwide"
2532,"Library of Congress"
2534,"Hoffmann LaRoche, Inc."
2535,"BP America, Inc."
2538,IBM
2539,GlaxoSmithKline
2541,"Gheorghiu Enterprises OU"
2544,"King County Gov"
2546,"National Center of Scientific Research DEMOKRITOS"
2547,BME
2549,"Universidad de Guadalajara"
2552,"Washington University"
2553,"Florida State University"
2554,"IDC Frontier Inc."
2559,"VISA INTERNATIONAL SERVICE ASSOCIATION"
2560,IBM
2561,EUN
2562,"TI-US/INTL - Texas Instruments, Inc."
2563,"Seoul Christain University"
2567,"Schlumberger Limited"
2568,"Digicom Technologies Inc."
2570,"Spark New Zealand Trading Ltd"
2571,"DHL Information Services (Europe) s.r.o"
2572,"University of Missouri - dba the Missouri Research and Education Network (MOREnet)"
2575,"Salt River Project Agricultural Improvement & Power District"
2576,"U. S. Department of Transportation"
2577,"DNIC-AS-02577"
2578,"Demos, Moscow, Russia"
2579,"Alcatel-Lucent"
2583,"Affinity Development Group"
2585,"Optic Telecom LLC"
2586,"Elisa Eesti AS"
2587,"OOO FREEnet Group"
2588,"SIA Latnet"
2589,"Wanstor Ltd"
2590,"Data Techno Park Sp. z o. o. w Restrukturyzacji"
2591,"Impletec Technologies Ltd"
2592,"Ege University"
2593,"Universita di Padova"
2594,"CSI Piemonte"
2595,"CSP s.c. a r.l."
2596,"CSP s.c. a r.l."
2597,"Registro del ccTLD it - IIT-CNR"
2598,"Consiglio Nazionale delle Ricerche"
2600,"Tekstil Bankasi A.s."
2601,"Radio-Link LLC"
2602,"Fondation RESTENA"
2603,NORDUnet
2606,"Wifiber.es SL"
2607,"Zdruzenie pouzivatelov Slovenskej akademickej datovej siete"
2609,"Tunisia BackBone AS"
2611,BELNET
2612,"SITASYS AG"
2613,"Willem van Gulik"
2614,"Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare"
2615,"Bechtel Corporation"
2621,"DoD Network Information Center"
2629,"DoD Network Information Center"
2631,"Discovery Communications"
2635,"Automattic, Inc"
2636,"LOUISVILLE-MSD-ASN-01"
2637,"Georgia Institute of Technology"
2639,ZOHO
2640,"Ames Laboratory"
2641,"The Scripps Research Institute"
2642,"State of California"
2643,AS
2646,"Synaptics Incorporated"
2647,"Societe Internationale de Telecommunications Aeronautiques"
2648,"NIST/U.S. Dept. of Commerce"
2650,"EOP_GATEKEEPER - Executive Office Of The President"
2653,"Shared Services Canada"
2665,"Shared Services Canada"
2675,"Shared Services Canada"
2680,"Shared Services Canada"
2682,"Shared Services Canada"
2683,"RADIO-FSU/RADIO-MSU NETWORK Ltd"
2685,"AT&T Global Network Services, LLC"
2686,"AT&T Global Network Services, LLC"
2687,"ATGS-MMD-AS"
2688,"AT&T Global Network Services, LLC"
2695,"RJ Reynolds Tobacco Company"
2697,"Education and Research Network"
2698,"Iowa State University"
2700,"FileMaker, Inc."
2701,"Kansas State University"
2703,"Data-Prompt, Inc."
2705,"BJC HEALTH SYSTEM"
2706,"WTT HK Limited"
2707,"First Communications LLC"
2708,"Universidad de Guanajuato"
2711,"Spirit Communications"
2712,"Landmark Graphics Corporation"
2714,"General Services Administration"
2715,"Fundação Carlos Chagas Filho de Amparo a Pesquisa"
2716,"Universidade Federal do Rio Grande do Sul"
2717,"Cummins Inc."
2721,"CULR, LLC"
2722,"CULR, LLC"
2723,"ENDURANCE REINSURANCE CORPORATION OF AMERICA"
2726,"Webformix Company"
2727,"Electric Plant Board of the City of Glasgow, Kentucky"
2728,"Gigsouth, LLC"
2729,"Topica, Inc."
2730,"WINKY NETWORKS LLC"
2731,"Horizon Telcom Inc."
2732,"Valliant Telephone Co INC"
2733,"Addrex, Inc"
2734,CoreSite
2735,"Eastern Irrigation District"
2738,"Shields Health Care Group"
2740,CARIBCABLE
2749,"Navy Network Information Center (NNIC)"
2756,"Ernst & Young"
2763,"Computer Systems Integration"
2764,"AAPT Limited"
2768,"The County of Erie"
2769,"State of Nebraska - Office of the Chief Information Officer"
2773,"Deutsche Telekom AG"
2792,"Deutsche Telekom AG"
2799,Polismyndigheten
2818,BBC
2821,"MAXNET sp. z o.o."
2822,"Henry Schaefer"
2823,"Bankers Trust"
2824,"Deutsche Bank"
2827,"Kelsey Hayes Corporation"
2828,"MCI Communications Services, Inc. d/b/a Verizon Business"
2830,"Verizon Nederland B.V."
2831,"Lulea Tekniska Universitet"
2832,"Vetenskapsradet / SUNET"
2833,"Umea University"
2834,"Uppsala University"
2837,"Karolinska Institutet"
2838,"Stockholm University"
2839,"Kungliga Tekniska Hogskolan"
2840,"Stiftelsen Goteborgs Studentbostader"
2841,"Chalmers University of Technology"
2842,"Goteborgs universitet"
2843,"Linkopings universitet"
2845,"Lund University"
2846,"Lund University"
2847,"Kauno Technologijos Universitetas"
2848,"Federal State Educational Institution of Higher Professional Education M.V.Lomonosov Moscow S"
2850,"University College Dublin"
2852,"CESNET z.s.p.o."
2854,"LLC Equant"
2856,"British Telecommunications PLC"
2857,"Johannes Gutenberg-Universitaet Mainz"
2859,"Resilans AB"
2860,"Nos Comunicacoes, S.A."
2861,"Udo Steinegger"
2863,"Centor AB"
2864,"PE Raniuk Mikola Bogdanovich"
2865,"EVRY Sweden AB"
2872,"Netcity Bilisim Teknolojileri Yazilim Internet Ve Iletisim Hizmetleri A.S"
2875,"Joint Institute for Nuclear Research"
2876,"Gheorghiu Enterprises OU"
2877,"LSC SIA"
2882,"Merit Network Inc."
2886,"EC-813-2886"
2894,"California Department of Water Resources"
2895,"OOO FREEnet Group"
2897,"Georgia Technology Authority"
2900,"Arizona Tri University Network"
2901,"Oso Grande Technologies, Inc."
2902,"University of Wyoming"
2903,"Madison-Oneida BOCES"
2904,"Universidad Autonoma De Ciudad Juarez"
2905,"TICSA-ASN"
2906,"Netflix Streaming Services Inc."
2907,"Research Organization of Information and Systems, National Institute of Informatics"
2909,CITI2
2912,Citicorp
2914,"NTT-LTD-2914"
2920,"Los Angeles County Office of Education"
2923,"TIAA-CREF"
2924,"Equifax, Inc."
2928,"Burlington Coat Factory Warehouse"
2933,"Real/Time Communications"
2936,"National Energy Research Scientific Computing Center"
2939,"State of South Carolina"
2941,"OnePartner, LLC"
3043,"Amphibian Media Corporation"
3058,"Federal State Institution Federal Scientific Research Institute for System Analysis of the Ru"
3061,"ProvDotNet LLC"
3064,"Affinity Internet, Inc"
3066,"RS-AS"
3067,"DENINF-IPLAN"
3073,Citicorp
3081,Citicorp
3083,"Credit-suisse-group"
3084,"Credit-suisse-group"
3087,"Credit-suisse-group"
3095,"Credit-suisse-group"
3096,"Credit-suisse-group"
3097,"Credit-suisse-group"
3104,"Credit-suisse-group"
3107,"Credit-suisse-group"
3108,"Credit-suisse-group"
3112,OARnet
3118,"Envision EMI, LLC"
3128,"University of Wisconsin System"
3130,"RGnet, LLC"
3131,"Tele-Media Solutions"
3132,"Red Cientifica Peruana"
3134,"U.S. Agency for International Development"
3136,"State of WI Dept. of Administration"
3140,"The Thomas Jefferson High School for Science and Tech."
3141,"Benemerita Universidad Autonoma de Puebla"
3144,"US computing LLC"
3145,"West Publishing Corporation"
3147,"U.S. BANCORP"
3152,"Fermi National Accelerator Laboratory (Fermilab)"
3161,"IT PROFI s.r.o."
3163,"DiemIT GmbH"
3164,"Astimp IT Solution SRL"
3165,"Przedsiebiorstwo Telekomunikacyjne LANET sp. z o.o."
3166,"Orebro Kommun"
3167,"Group of Company INFOPRO Ltd."
3168,"PE Dityatev Sergey Yurievich"
3169,"Jacek Pasek BRK Network Devices"
3170,"Etheroute Ltd"
3173,"Stanleyworks (Europe)GmbH"
3175,"Filanco LLC"
3176,"Banque Du Liban"
3177,"Visparad Web Hosting Service LLC"
3178,"FastLine For Communication And Information Technology Ltd"
3179,"Akvalis Ltd."
3180,"Smart Media Systems Ltd."
3181,"CJSC Matrix Mobile"
3182,"Ekspertno analiticheskoe buerau Kontakt Ltd."
3185,"Paylogic Holding B.V."
3186,"Interscholz Inc."
3187,"BNP Paribas Personal Finance EAD"
3188,"Alastyr Telekomunikasyon A.S."
3190,"3-S-IT Dienstleistungen GmbH"
3191,"Federal State Unitary Enterprise CentrInform"
3194,"SatGate Company for Trading of Computers Systems and Communications Appliances WLL"
3196,"Gheorghiu Enterprises OU"
3200,"Navicon group Ltd."
3201,"Umdasch AG"
3202,"TOV Digital Screens"
3203,"PTO Videokanal, Ltd."
3204,"SviazPartner Ltd."
3206,"AF Blakemore & Son Ltd"
3208,ARN
3209,"Vodafone GmbH"
3210,"Secure Data Systems SRL"
3212,"Telemach UG d.o.o."
3213,"Bogons Ltd"
3214,"xTom Limited"
3215,Orange
3216,PVimpelCom
3217,"Ultramarine JSC"
3218,"Federal State Budgetary Institution of Science Space Research Institute of the Russian Academ"
3219,"Ministry of Local Government and Regional Development"
3220,"Internet Technology Advisors Scandinavia Ab"
3221,"Hariduse Infotehnoloogia Sihtasutus"
3222,"Cinia Oy"
3223,"Voxility LLP"
3224,"Kungliga Tekniska Hogskolan"
3225,"Gulfnet Kuwait"
3226,"OOO NI"
3227,"Live in Sky Ltd"
3229,"Intek Ltd."
3232,"ModernColo LP"
3233,"Institutul National de Cercetare-Dezvoltare in informatica - ICI Bucuresti"
3235,PVimpelCom
3238,"Alands Telekommunikation Ab"
3240,"Styrelsen for it og laering"
3241,"Elektronikas un Datorzinatnu Instituts"
3242,"ITnet S.r.l."
3243,"Servicos De Comunicacoes E Multimedia S.A."
3244,"3c. Kft."
3245,"Digital Systems Ltd"
3246,"Tele2 SWIPnet"
3247,"INS GmbH"
3249,"Telia Eesti AS"
3250,"Netskin GmbH"
3252,"Fiberax Networking&Cloud Ltd."
3253,PVimpelCom
3254,"Lucky Net Ltd"
3255,"State Enterprise Scientific and Telecommunication Centre Ukrainian Academic and Research Netw"
3257,"GTT Communications Inc."
3258,"xTom Pty Ltd"
3259,"Docapost Bpo SAS"
3260,"Intracom S.A. Telecom Solutions"
3261,"LLC fticom"
3262,"SAREnet, S.A."
3263,"Erfan Net Fars Internet and Support Services Company PJSC"
3264,"American University in Bulgaria"
3265,"Xs4all Internet BV"
3266,"UAB Porenta"
3267,"The federal state autonomous educational establishment of additional professional education C"
3268,"University of Cyprus"
3269,"Telecom Italia"
3271,"SAP SE"
3272,"Fujitsu Services A/S"
3273,"Vodafone Ono, S.A."
3274,"Cygate Oy"
3275,"Cineca Consorzio Interuniversitario"
3276,"OBIT Ltd."
3277,"NPO RUSnet"
3278,"SEW-EURODRIVE GmbH & Co KG"
3279,"PE Galamay Andrey Anatolyevich"
3280,"HETNiX SRL"
3281,2CLOUD
3283,"JSC RNIC in Tambov oblast"
3284,"ServiceCloud Ltd."
3285,"Company Delfa Co. Ltd."
3287,"Closed Joint-stock Company firm Innotek"
3288,"Mofet Institute"
3289,"Midocar Srl"
3290,"Wifast Sarl"
3291,"GTT Communications Inc."
3292,"Tele Danmark"
3295,"Societe Generale S.A."
3296,"Societe Generale S.A."
3297,"Societe Generale S.A."
3298,"Societe Generale S.A."
3299,"Societe Generale S.A."
3300,"British Telecommunications PLC"
3301,"Telia Company AB"
3302,"Irideos S.p.A."
3303,Bluewin
3304,"Scarlet Belgium NV"
3306,"Nordic Entertainment Group Radio AB"
3308,"Telia Company AB"
3311,"Tamkeen Technologies LLC"
3312,"IT Energy Service"
3313,"BT Italia S.p.A."
3314,"MTA Wigner Fizikai Kutatokozpont"
3316,"Joint-stock company Internet Exchange MSK-IX"
3319,"Association of users of Ukrainian Research & Academic Network URAN"
3320,"Deutsche Telekom AG"
3321,"Syniverse Technologies Aps"
3323,"National Technical University of Athens"
3324,"Fujitsu Technology Solutions, S.A."
3325,"Kazan University"
3326,"Private Joint Stock Company datagroup"
3327,"CITIC Telecom CPC Netherlands B.V."
3329,"Vodafone-panafon Hellenic Telecommunications Company SA"
3330,"eww ag"
3331,"OpenXS GmbH"
3332,"Swedbank AS"
3333,"Reseaux IP Europeens Network Coordination Centre (RIPE NCC)"
3334,"VTX Services SA"
3335,"Federal State Educational Institution of Higher Professional Education Novosibirsk State Univ"
3337,"Komatsu Germany GmbH"
3339,"Tele Elda SA"
3342,"Teracom A/S"
3343,"Federal State Institution Federal Scientific Research Institute for System Analysis of the Ru"
3347,"SIX Payment Services (Europe) S.A."
3348,"Wifinity Global Network, S.l."
3351,"Ioffe Physical-Technical Institute of the Russian Academy of Sciences"
3352,"Telefonica De Espana"
3354,"University of Texas System"
3356,"Level 3 Parent, LLC"
3359,"University of Alberta"
3361,"Digital Fortress, Inc."
3363,"Hong Kong University of Science and Technology"
3364,"Computer Systems Design Company"
3365,"Seesip Inc."
3366,"a2i communications"
3367,"F6 Networks Inc"
3369,MCI
3371,MCI
3372,MCI
3373,MCI
3374,MCI
3375,MCI
3376,MCI
3377,MCI
3378,MCI
3379,"Kaiser Foundation Health Plan"
3380,"Princeton Plasma Physics Laboratory"
3381,"MHPCC-AS"
3382,"University of Indonesia"
3384,"Center for Educational Leadership and Technology"
3385,"Broadview Networks, Inc."
3388,"University of New Mexico"
3389,"Ford Motor Company"
3390,"University of Missouri - Kansas City"
3393,"National Default Exchange Holdings, LP"
3397,"Xplornet Communications Inc."
3399,"Obenetwork AB"
3401,"City of Seattle, Dept. of Admin. Services"
3402,"Acilis Telecom Backbone"
3408,"Rainbow Media Holdings LLC"
3409,Callvox
3410,"Cornell College"
3411,"St. Michael's Hospital"
3412,"Credit-suisse-group"
3421,"AT&T Corp."
3422,"AT&T Corp."
3423,"AT&T Corp."
3424,"National Nuclear Security Administration, Kansas City Plant"
3425,ESnet
3428,ESnet
3431,ESnet
3443,ESnet
3445,ESnet
3446,"State of Kansas"
3447,"CenturyLink Communications, LLC"
3449,"Universidad Nacional de Buenos Aires"
3450,"University of Tennessee, Knoxville"
3452,"University of Alabama at Birmingham"
3454,"Universidad Autonoma de Nuevo Leon"
3455,"Liberty Mutual Group"
3456,"Charter Communications Inc"
3457,"Oracle Corporation"
3458,"Volkswagen Group of America, Inc."
3459,"South Texas Blood and Tissue Center"
3462,"Data Communication Business Group"
3464,"Alabama Supercomputer Network"
3465,"J. B. Hunt Transport Inc."
3470,"DNIC-AS-03470"
3471,"DoD Network Information Center"
3472,"DoD Network Information Center"
3473,"DoD Network Information Center"
3474,"DoD Network Information Center"
3475,"Navy Network Information Center (NNIC)"
3477,"NOAA-Boulder"
3479,"Kennesaw State University"
3480,"Kennesaw State University"
3481,"State of Connecticut"
3482,"State of Montana"
3484,"Instituto Politecnico Nacional"
3485,"Fuji Capital Markets Corporation"
3486,"JPMORGAN-AS3486"
3488,"Information Systems Department, Japan Aerospace Exploration Agency"
3491,"PCCW Global, Inc."
3495,"US Senate"
3496,Maraven
3502,"Intelligence Network Online, Inc."
3503,"Software Maintenance Specialists, Inc."
3512,"Emory University"
3525,"Albertson's Inc."
3527,"National Institutes of Health"
3538,"DoD Network Information Center"
3541,"DoD Network Information Center"
3544,"DoD Network Information Center"
3548,"Centro de Investigacion y de EstudiosAvanzados del"
3549,"Level 3 Parent, LLC"
3550,"Ateneo de Manila University"
3551,"Universidad Tecnologica de Panama"
3555,"GRC International, Inc."
3557,"Internet Systems Consortium, Inc."
3561,"CenturyLink Communications, LLC"
3562,"Sandia National Laboratories"
3565,"Greenville Hospital System"
3570,"FMC-1"
3571,"Ernst & Young LLP"
3573,"Accenture LLP"
3576,"Hodgson Russ LLP"
3577,"Vestas American Wind Technology"
3580,"Planet Access Networks"
3582,"University of Oregon"
3583,"BPP Teknologi Networks Manager"
3584,"PubNIX, Inc."
3585,"TE Connectivity Corporation"
3586,"University of the West Indies"
3592,"Trinity College"
3593,"Frontier Communications of America, Inc."
3595,zColo
3596,"Universidad Autonoma Metropolitana"
3597,"Fundación InnovaT"
3598,"Microsoft Corporation"
3599,"CDW Technologies Inc."
3601,"Interconnected Associates (IXA) Inc."
3602,"Rogers Communications Canada Inc."
3603,"University de Los Andes"
3605,"Guam Cablevision, LLC."
3606,"Connecticut College"
3608,"Korea Rural Community Corporation"
3613,"Dell, Inc."
3614,"Dell, Inc."
3620,"MCI Telecommunications"
3624,"Digineo GmbH"
3629,"NYSERNET-BLK"
3630,NYSERNet
3633,"Province of British Columbia"
