"srch_num","srch_nme","srch_tag","srch_cat","srch_des","srch_str","srch_sts"
"IA4S-267","Report on all search activity by users without LOB data",identities,Identities,"This search looks at all activities and finds users with no LOB information.","| tstats SummariesOnly=True Allow_Old_Summaries=False
    Sum(Search_Activity.Audit_Search.total_run_time1) AS user_total_run_time
    Latest(Search_Activity.Audit_Search.emp_lob11) As emp_lob1
    Latest(Search_Activity.Audit_Search.emp_lob21) As emp_lob2
    Latest(Search_Activity.Audit_Search.emp_lob31) As emp_lob3
    Latest(Search_Activity.Audit_Search.emp_dep1) As emp_dep
    Latest(Search_Activity.Audit_Search.emp_title1) As emp_title
    Latest(Search_Activity.Audit_Search.emp_name1) As emp_name
    Latest(Search_Activity.Audit_Search.emp_email1) As emp_email
    Latest(Search_Activity.Audit_Search.emp_status1) As emp_status
    Latest(Search_Activity.Audit_Search.emp_type1) As emp_type
    From DataModel=IA4S
    Where nodename=Search_Activity.Audit_Search
    index=_audit
    NOT Search_Activity.Audit_Search.user1 IN (Undefined)
    By Search_Activity.Audit_Search.user1 
| `drop_dm_object_name(Search_Activity.Audit_Search)` 
| rename user1 As identity 
| lookup splunk_rest_identities_kv_store_lookup identity As identity OUTPUTNEW emp_name emp_title emp_status emp_type emp_dep emp_lob1 emp_lob2 emp_lob3 emp_email 
| lookup splunk_identities_custom_kv_store_lookup identity As identity OUTPUTNEW emp_name emp_title emp_status emp_type emp_dep emp_lob1 emp_lob2 emp_lob3 emp_email 
| lookup splunk_identities_exceptions_sh_csv_lookup identity As identity OUTPUTNEW emp_name emp_title emp_status emp_type emp_dep emp_lob1 emp_lob2 emp_lob3 emp_email 
| table identity emp_name emp_title emp_status emp_type emp_dep emp_lob1 emp_lob2 emp_lob3 emp_email user_total_run_time 
| where isnull(emp_lob2) AND isnull(emp_lob3)",
"IA4S-268","Report on enduser DAG Execution Exceptions by user","alerts,diskusage,errors,health",Health,"Report on enduser DAG Execution Exceptions by user","`setup_summary_index_list` source=splunk_rest_search_jobs_sh_summary_tracker error_messages=""*cancel*"" earliest=-7d@d
| fields _time shcluster_label user emp_name diskUsage app provenance status savedsearch_name search *_messages result_count sid *cancel* base_search total_run_time scan_count search_et search_lt TotalBucketsCount search_id_normalized 
| `get_user_role_info(shcluster_label,user)` 
| fields - *capabilities search 
| stats count values(*) as * latest(_time) as _time by shcluster_label app user search_id_normalized",
"IA4S-269","Total number of search in the last 7 days by environment",health,Search,"Total number of search in the last 7 days by environment","| tstats SummariesOnly=True Allow_Old_Summaries=False PreStats=True
    count
    From DataModel=IA4S
    Where nodename=Search_Activity.Audit_Search
    index=_audit
    Search_Activity.Audit_Search.total_run_time1 > 0
    earliest=-7d@d latest=-0d@d
    By _time span=1d host Search_Activity.Audit_Search.search_id1 Search_Activity.Audit_Search.search_type1 Search_Activity.Audit_Search.info1
| `drop_dm_object_name(Search_Activity.Audit_Search)`
| rename info1 AS info, search_id1 As search_id , search_type1 As search_type
| `get_instance_roles(host)` 
| fillnull value=""other"" Custom_Groups 
| timechart count As Num_Daily_Searches span=1d By Custom_Groups limit=0 useother=0 usenull=0
| addtotals",
"IA4S-270","Data Hygiene events future","health,scma",Health,"This check looks for events that are with a future timestamp. 
failure_text: One or more sourcetypes has been found to present events in the future.  
category: 2 - Splunk Cloud PS Assessment 
suggested_action: It is recommended to review identified sourcetypes for data onboarding issues (incorrectly parsing time, not considering timezone, etc) or source configuration issues (such as NTP settings, invalid timezone, etc). Events that are in the future are generally not considered part of search process due to fact they are outside search window, resulting in misleading or inaccurate reporting. Work with Splunk Professional Services to determine next steps.
tags: cloud_migration, ps_migration, data_hygiene, timestamp_extraction 
title: Indexing - Data Hygiene Events in the future","| tstats summariesonly=t count AS event_count dc(source) AS source_count dc(host) AS host_count latest(_time) AS latest_event_time where index=* AND (earliest=+5m latest=+10y) by index, sourcetype 
| eval severity_level=3, message=""Event is in future by "".tostring(latest_event_time-now(), ""duration"") 
| convert ctime(latest_event_time) 
| eval instance=sourcetype 
| sort - event_count 
| append [ makeresults | eval severity_level = 0, event_count = 0, source_count = 0, host_count = 0 | stats values(severity_level) AS severity_level values(*_count) AS *_count] 
| eventstats max(severity_level) AS max_severity_level 
| where severity_level >= max_severity_level 
| fields - max_severity_level",
"IA4S-271","Duplicate Scheduled Searches 3",duplicate,"Scheduled_Jobs","Tries to identify duplicate alerts based on modified SPL md5 hash.

The SPL for searches was modified to remove the first line and last two lines in an attempt to filter out search filters.","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
| search disabled=""0"" is_scheduled=""1"" NOT author IN (""system"") NOT app IN (""splunk_instance_monitoring"") NOT savedsearch_search IN (""| noop"",""| makeresults"")
| fields savedsearch_search, savedsearch_name, author, cron_schedule, app, actions, shcluster_label
| rename savedsearch_name as searchName, savedsearch_search as searchSPL 
| eval searchSPLfiltered=searchSPL
| rex mode=sed field=searchSPLfiltered max_match=1 ""s/index.*//g""
| rex mode=sed field=searchSPLfiltered max_match=1 ""s/\|.+$//g""
| rex mode=sed field=searchSPLfiltered max_match=1 ""s/\|.+$//g""
| eval searchSPLmd5=md5(searchSPL), searchSPLfilteredmd5=md5(searchSPLfiltered)
| stats values(searchSPLmd5) as searchSPLmd5, values(searchSPLfilteredmd5) as searchSPLfilteredmd5 count as searchSPLfilteredmd5_count, values(shcluster_label) as shcluster_label, values(app) as app, values(author) as author, values(searchName) as searchName by searchSPL
| table app, author searchName, searchSPLmd5_count, searchSPLfilteredmd5_count, searchSPLmd5, searchSPLfilteredmd5, searchSPL
| where searchSPLmd5_count > 1
| sort - searchSPLmd5_count",
"IA4S-272","Report on corrupt buckets using dbinspect","buckets,indexes",Indexes,"Report on corrupt buckets using dbinspect","| dbinspect index=* corruptonly=true 
| search index != ""_*"" 
| eval modTime = trim(strptime(modTime, ""%m/%d/%Y:%H:%M:%S""), "".000000"") 
| stats Latest(*) as * by splunk_server index bucketId 
| table splunk_server index bucketId id state sizeOnDiskMB corruptReason startEpoch endEpoch modTime eventCount hostCount sourceCount sourceTypeCount tsidxState path",
"IA4S-273","Insights App for Splunk Alert - Skipped and Deferred Jobs",alerts,Alerting,"Insights App for Splunk Alert - Skipped and Deferred Jobs","| tstats SUMMARIESONLY=TRUE ALLOW_OLD_SUMMARIES=FALSE 
    `tstats_internal`
    FROM DataModel=IA4S
    WHERE nodename=Search_Activity.Internal_Scheduler
    index=_internal
    AND Search_Activity.Internal_Scheduler.info2 IN (skipped, deferred) 
    AND Search_Activity.Internal_Scheduler.search_type2 = ""scheduled""
    earliest=-65m@m latest=-5m@m
    BY host Search_Activity.Internal_Scheduler.search_id2 
| `drop_dm_object_name(Search_Activity.Internal_Scheduler)` 
| rename search_id2 As search_id , info AS status 
| fields host app concurrency_category concurrency_context concurrency_limit dispatch_time priority reason result_count total_run_time savedsearch_id savedsearch_name scheduled_time search_id search_type skipped_count status user window_time alert_actions event_message 
| `get_shcluster_label(host)` 
| table shcluster_label search_type app user savedsearch_name status priority skipped_count scheduled_time dispatch_time total_run_time result_count concurrency_category concurrency_limit concurrency_context reason 
| where skipped_count > 1",
"IA4S-274","Report on Indexers License settings","license,onprem",Licensing,"Report on Indexers License settings","| rest /servicesNS/-/-/properties/server/license/report_interval splunk_server=* 
| `get_idxcluster_label(splunk_server)` 
| `get_instance_roles(splunk_server)` 
| table Splunk_Roles idxcluster_label splunk_server value 
| stats values(Splunk_Roles) as Splunk_Roles dc(splunk_server) as num_ix by value",
"IA4S-275","Report on Indexer Pipelines and enrich with cpu cores and memory","onprem,pipelines","Indexer_Cluster","Report on Indexer Pipelines and enrich with cpu cores and memory","| rest /servicesNS/-/-/properties/server/general/parallelIngestionPipelines splunk_server=*
| rename value As Num_Pipelines
| `get_instance_info(splunk_server)`
| `get_idxcluster_label(splunk_server)`
| table splunk_server idxcluster_label Splunk_Roles Num_Pipelines physicalMemoryGB numberOfCores numberOfVirtualCores
| eval server_type = case ( match(splunk_server, ""^vm-""), ""Virtual"" , numberOfCores=numberOfVirtualCores, ""Virtual?"", numberOfCores!=numberOfVirtualCores, ""Physical?"")",
"IA4S-276","Report on search heads searching indexer clusters using Insights App for Splunk Splunk Roles",ia4s,"Search_Head","Report on search heads searching indexer clusters using Insights App for Splunk Splunk Roles","| tstats count
    Where index=_introspection sourcetype=splunk_resource_usage component=PerProcess 
    host IN (idx*)
    By host data.search_props.search_head 
| `drop_dm_object_name(data.search_props)` 
| `get_instance_roles(host)` 
| lookup splunk_rest_assets_kv_store_lookup Splunk_Instance As search_head OUTPUTNEW Splunk_Roles as Splunk_Roles_search_heads 
| table host search_head Splunk_Roles Splunk_Roles_search_heads",
"IA4S-277","Extract Macros from searches and then use Insights App for Splunk to retrieve the Macro definitions",macros,Search,"how to extract what is behind a macro used in a search.  Here is an example Insights App for Splunk search you can try:
index=ia4s_summary source=splunk_rest_search_jobs_sh_summary_tracker
| `get_macro_reference(search)`
| `get_macro_definition(shcluster_label,Macro_Title)`
 
The first line gets a list of all jobs running on all your stack, you can filter by shcluster_label, app, provenance etc…
Then I extract all macros that are used in the search string using the Insights App for Splunk Macro get_macro_reference and after I retrieve the Macros used which will be in the form of MACRO_NAME or MACRO_NAME(1) etc…, I use another Insights App for Splunk Macro | `get_macro_definition(shcluster_label,Macro_Title)` to retrieve the actual Macro definition from the Insights App for Splunk Macro KV Store that gets refreshed daily and I am passing to it the shcluster_label since a Macro may be defined differently on different search heads or search head cluster.","`setup_summary_index_list` source=splunk_rest_search_jobs_sh_summary_tracker earliest=-7d@d
| `get_macro_reference(search)` 
| `get_macro_definition(shcluster_label,Macro_Title)`",
"IA4S-278","Check if any full instance of Splunk is indexing its internal logs",health,Health,"You can also use this search:
| from lookup:splunk_rest_configs_conf_files_all_kv_store_lookup 
| search config_file=""outputs.conf"" AND title=""indexAndForward*"" 
| table cluster_label Splunk_Instance app sharing stanza title","| from lookup:splunk_rest_configs_conf_files_kv_store_lookup
| fields _time cluster_label Splunk_Instance config_file app sharing author stanza title updated
| search (*) (author=""*"" app=""***"" config_file=""*outputs.conf*"" sharing=""*"" stanza=""*tcpout*"")
| `get_instance_roles(Splunk_Instance)`
| `strftime_format(updated)`
| makemv delim=""###"" title
| mvexpand title
| search title!=""\[*""
| rex field=title ""(?<Property>.*?)\s*=""
| rex field=title ""^.*=(?<Value>.*)""
| rex field=Value mode=sed ""s/\""//g""
| stats
    Latest(_time) As _time
    Values(*) As *
    Dc(Value) As DC_Value
    by cluster_label Splunk_Instance app config_file stanza Property
| eval Value=trim(Value)
| search  Property=""indexAndForward"" AND Value=""1""
| table cluster_label Splunk_Instance Splunk_Roles config_file app sharing stanza Property Value",
"IA4S-279","Search Statistics by Indexer Cluster and the search heads executing these searches (Datamodel)","datamodel,examples",Search,"change the time to last 7 days, then divide by 7 to get daily counts.","| tstats fillnull_value=""null""
    P99(data.normalized_pct_cpu) As normalized_pct_cpu 
    P99(data.fd_used) As fd_used 
    P99(data.mem_used) As mem_used
    P99(data.t_count) As t_count
    P99(data.elapsed) As total_run_time 
    P99(data.search_props.delta_scan_count) As delta_scan_count
    P99(data.search_props.scan_count) As scan_count
    P99(data.page_faults) As page_faults
    P99(data.pct_cpu) As pct_cpu
    P99(data.pct_memory) As pct_memory
    P99(data.read_mb) As read_mb
    P99(data.written_mb) As written_mb 
    Latest(data.search_props.provenance) As provenance 
    Latest(data.status) As status
    Latest(data.search_props.search_head) As search_head
    Latest(data.workload_pool) As workload_pool
    Latest(data.workload_pool_cpu_shares) As workload_pool_cpu_shares
    Latest(data.workload_pool_mem_limit) As workload_pool_mem_limit
    Latest(data.workload_pool_type) As workload_pool_type
    Latest(data.search_props.label) As savedsearch_name
    Latest(data.pid) As pid
    Latest(data.ppid) As ppid
    Latest(data.search_props.role) As role
    Latest(_time) As _time
    Where index=_introspection sourcetype=splunk_resource_usage component=PerProcess data.process_type=search 
    data.search_props.sid = ""remote_*"" 
    data.fd_used>-1 data.mem_used>=-1 data.t_count>=-1 data.elapsed > 0
    host IN (*) data.search_props.app IN (*) data.search_props.user IN (*) data.search_props.type IN (""*"") data.search_props.role IN (""*"")
    earliest=-1d@d latest=-0d@d 
    By host data.search_props.sid data.search_props.mode data.search_props.type data.search_props.app data.search_props.user 
| `drop_dm_object_name(data.search_props)` 
| `drop_dm_object_name(data)` 
| rename sid As search_id , type As search_type 
| `get_idxcluster_label(host)` 
| `get_shcluster_label(search_head)` 
| eval savedsearch_name = if(savedsearch_name=""Undefined"", null(), savedsearch_name) 
| stats count values(user) as users values(savedsearch_name) as scheduled_jobs values(mode) AS search_mode sum(total_run_time) as total_run_time by idxcluster_label shcluster_label search_id search_type 
| stats sum(count) as num_search_by_idx_sh_type dc(users) as num_users dc(scheduled_jobs) as num_scheduled_jobs values(search_mode) AS search_modes sum(total_run_time) as total_run_time by idxcluster_label shcluster_label search_type 
| eventstats sum(num_search_by_idx_sh_type) as num_search_by_sh by idxcluster_label shcluster_label 
| eventstats sum(num_search_by_idx_sh_type) as num_search_by_idx by idxcluster_label 
| eval total_run_time=ceiling(total_run_time) 
| `runtime` 
| table idxcluster_label shcluster_label search_type num_users num_scheduled_jobs search_modes total_run_time 'total_run_time' num_search_by_idx_sh_type num_search_by_sh num_search_by_idx 
| foreach num_search_by_idx_sh_type num_search_by_sh num_search_by_idx 
    [ eval <<FIELD>>=ceiling('<<FIELD>>' / 1)]",
"IA4S-280","Insights App for Splunk Alert - Search Peer Not Responding",alerts,Alerting,"Insights App for Splunk Alert - Search Peer Not Responding","index=_internal sourcetype=splunkd source=""*health.log"" host IN (idx-*, sh-*, idm-*, c0m1-*) color!=green component=PeriodicHealthReporter event_message=""*missing_peers*"" 
| fields _time boolean_indicator color component due_to_indicator due_to_stanza due_to_sub_feature feature indicator measured_value node_path node_type reason due_to_threshold_value previous_color product 
| stats latest(*) as * latest(_time) as _time count as num_messages by component feature indicator color 
| table _time component feature indicator num_messages color previous_color reason boolean_indicator due_to_indicator due_to_stanza due_to_sub_feature measured_value due_to_threshold_value 
| where num_messages > 1",
"IA4S-281","Report on Deployment Server serverclass.conf Stanza configuration items",ds,"Deployment_Server","requires a Insights App for Splunk inputs App to be deployed to every DS first.","`setup_summary_index_list`  sourcetype=stash source=""*serverclass.conf"" earliest=0 
| rex field=source ""(?<folder_name>deployment-apps|manager-apps|shcluster|apps|system)"" 
| rex field=source ""/(deployment-apps|manager-apps|shcluster/apps|apps)/(?<app_name>.*?)/"" 
| rex field=source ""(?<config_file>\w+\.conf)"" 
| eval app_name=if(folder_name==""system"",""system"",app_name) , context=case(match(source,""local""), ""local"", match(source,""default""), ""default"") 
| stats
    latest(_time) as _time
    latest(_raw) as file_content
    by search_group host folder_name app_name context config_file 
| rex field=file_content ""serverClass:(?<serverClass_Stanza>\p{Any}+?)\["" max_match=0 
| rex field=serverClass_Stanza mode=sed ""s/\]//g"" 
| mvexpand serverClass_Stanza 
| search NOT serverClass_Stanza IN (*:app:*) 
| rex field=serverClass_Stanza ""whitelist\.\d+\s*=\s*(?<whitelist>.*)"" max_match=0 
| rex field=serverClass_Stanza ""blacklist\.\d+\s*=\s*(?<blacklist>.*)"" max_match=0 
| rex field=serverClass_Stanza ""machineTypesFilter\s*=\s*(?<machineTypesFilter>.*)"" max_match=0 
| rex field=serverClass_Stanza ""stateOnClient\s*=\s*(?<stateOnClient>.*)"" max_match=0 
| rex field=serverClass_Stanza ""restartSplunkWeb\s*=\s*(?<restartSplunkWeb>.*)"" max_match=0 
| rex field=serverClass_Stanza ""restartSplunkd\s*=\s*(?<restartSplunkd>.*)"" max_match=0 
| rex field=serverClass_Stanza ""issueReload\s*=\s*(?<issueReload>.*)"" max_match=0 
| rex field=serverClass_Stanza ""repositoryLocation\s*=\s*(?<repositoryLocation>.*)"" max_match=0 
| rex field=serverClass_Stanza ""restartIfNeeded\s*=\s*(?<restartIfNeeded>.*)"" max_match=0 
| rex field=serverClass_Stanza ""targetRepositoryLocation\s*=\s*(?<targetRepositoryLocation>.*)"" max_match=0 
| rex field=serverClass_Stanza ""filterType\s*=\s*(?<filterType>.*)"" max_match=0 
| rex field=serverClass_Stanza ""excludeFromUpdate\s*=\s*(?<excludeFromUpdate>.*)"" max_match=0 
| rex field=serverClass_Stanza ""appFile\s*=\s*(?<appFile>.*)"" max_match=0 
| rex field=serverClass_Stanza ""continueMatching\s*=\s*(?<continueMatching>.*)"" max_match=0 
| rex field=serverClass_Stanza ""endpoint\s*=\s*(?<endpoint>.*)"" max_match=0 
| eval whitelist = mvsort(mvdedup(whitelist)) 
| fields search_group config_file folder_name app_name context serverClass_Stanza whitelist blacklist machineTypesFilter stateOnClient restartSplunkd restartSplunkWeb issueReload repositoryLocation restartIfNeeded targetRepositoryLocation filterType excludeFromUpdate appFile continueMatching endpoint 
| table search_group config_file folder_name app_name context serverClass_Stanza whitelist blacklist machineTypesFilter",
"IA4S-282","Insights App for Splunk Alert - Saturated Event-Processing Queues",alerts,Alerting,"Insights App for Splunk Alert - Saturated Event-Processing Queues","index=_internal sourcetype=splunkd component=Metrics host=* group=queue name IN (tcpin_queue, parsingQueue, aggQueue, typingQueue, indexQueue) earliest=-15m@m 
| fields _time name current_size current_size_kb ingest_pipe smallest_size largest_size max_size_kb 
| stats Max(current_size_kb) As current_size_kb Max(max_size_kb) AS max_size_kb By name 
| eval fifteen_min_fill_perc = round(current_size_kb / max_size_kb * 100,2) 
| where fifteen_min_fill_perc > 90 
| table name fifteen_min_fill_perc 
| rename name AS ""Queue name"", fifteen_min_fill_perc AS ""Average queue fill percentage (last 15min)""",
"IA4S-283","Report on top 10 sourcetypes by indexer cluster sending the most data in the last 24 hours","data,indexers,sourcetype,volume",Sourcetypes,"Report on top 10 sourcetypes by indexer cluster sending the most data in the last 24 hours","| tstats count where index=* by splunk_server host sourcetype
| `get_custom_group(splunk_server)`
| search Custom_Groups = ""*""
| stats dc(host) as num_hosts sum(count) as num_events by Custom_Groups sourcetype
| sort 0 - num_events
| head 10",
"IA4S-284","Report on data distribution by Indexer cluster and a specific sourcetype, look for major diffirence in distribution across all indexers in this cluster","data,forwarding,indexers,sourcetype,volume",Forwarding,"Report on data distribution by Indexer cluster and a specific sourcetype, look for major differences in distribution across all indexers in this cluster","| tstats dc(host) as num_hosts count as num_events where index=""ti-*"" AND sourcetype=""Perfmon:Process"" by splunk_server sourcetype
| `get_custom_group(splunk_server)`
| search Custom_Groups = ""*""
| table Custom_Groups splunk_server num_hosts num_events",
"IA4S-285","Report on data distribution from the UF to the Indexer tier and observe major diffirences in total amount of data sent to each indexer, this will be minimized when enabling event breaker on the UF for every sourcetype","distribution,forwarding,indexers,sourcetype,volume",Forwarding,"Report on data distribution from the UF to the Indexer tier and observe major differences in total amount of data sent to each indexer, this will be minimized when enabling event breaker on the UF for every sourcetype","index=_internal sourcetype=splunkd group=* fwdType=uf 
| stats dc(hostname) as num_ufs sum(kb) as sum_kb by group host",
"IA4S-286","Report on all searches of every type by SHC searching a specific sourcetype","adoption,sourcetype",Search,"Report on all searches of every type by SHC searching a specific sourcetype","| tstats SummariesOnly=True Allow_Old_Summaries=False
    `tstats_audit`
    From DataModel=IA4S
    Where nodename=Search_Activity.Audit_Search
    index=_audit
    Search_Activity.Audit_Search.info1!=""granted""
    Search_Activity.Audit_Search.search IN (""*Perfmon:Process*"")
    Search_Activity.Audit_Search.search_group1 = ""*""
    By Search_Activity.Audit_Search.search_id1 Search_Activity.Audit_Search.info1
| `drop_dm_object_name(Search_Activity.Audit_Search)`
| rename info1 AS info, search_id1 As search_id
| rex field=search ""counter=\""(?<counter>.*?)\""""
| table search_group user search_type emp_name emp_title emp_dep info counter search",
"IA4S-287","Report on Data Quality problems by Indexer Cluster or standalone with priorities","indexers,sourcetype","Data_Onboarding","Report on Data Quality problems by Indexer Cluster or standalone with priorities","index=_internal sourcetype=splunkd log_level IN (WARN,ERROR) component IN (AggregatorMiningProcessor, DateParserVerbose, LineBreakingProcessor) search_group=*_ix*_*
| rex field=event_message ""Context:\s+source=(?<data_source2>.*?)\|""
| rex field=event_message ""host=(?<data_host2>.*?)\|""
| rex field=event_message ""Context:\s+source=.*\|host=.*\|(?<data_sourcetype2>.*?)\|""
| eval data_source=if((isnull(data_source) AND isnotnull(data_source2)),data_source2,data_source), data_sourcetype=if((isnull(data_sourcetype) AND isnotnull(data_sourcetype2)),data_sourcetype2,data_sourcetype) , data_host=if((isnull(data_host) AND isnotnull(data_host2)),data_host2,data_host)
| fields - data_source2 data_sourcetype2 data_host
| stats count as num_problems values(component) as problem_area dc(data_source) as num_sources dc(data_host) as num_hosts by search_group data_sourcetype
| `get_sourcetype_info(data_sourcetype)`
| eval Priority = case(match(problem_area, ""DateParserVerbose""), ""Critical"", match(problem_area, ""LineBreakingProcessor""), ""High"", true(), ""Medium"")
| table search_group data_sourcetype num_problems problem_area Priority num_sources num_hosts LINE_BREAKER SHOULD_LINEMERGE TRUNCATE TIME_FORMAT MAX_TIMESTAMP_LOOKAHEAD TIME_PREFIX app
| sort 0 - num_problems",
"IA4S-288","Report or Alert on files greater than 50MB in size that potenially got created and may get pushed","knowledge_bundle","Search_Head","Report or Alert on files greater than 50 MB in size that potentially got created and may get pushed","`setup_summary_index_list` source=splunk_audit_bundle_files_idx_summary_tracker earliest=-7d@d
| stats max(size) as size by shcluster_label path file_name
| `byte2human(size,2)`
| sort 0 - size
| table shcluster_label path file_name size size_MB
| where size_MB > 50
| lookup splunk_rest_admin_lookup_table_files_sh_kv_store_lookup shcluster_label filename As file_name OUTPUT author app",
"IA4S-289","Report on data being sent to indexes that are not defined or indexes that were mistyped","data,errors,indexes,messages","Data_Onboarding","Report on data being sent to indexes that are not defined or indexes that were mistyped","`setup_summary_index_list` source=splunk_rest_messages_sh_summary_tracker severity!=INFO message=""*unconfigured/disabled/deleted*""
    NOT message IN (""File Integrity Check View*"", ""License*"", ""One or more replicated indexes*"", ""Click here to restart from the Manager*"", ""*orphaned*"", ""*KV Store*"") earliest=-7d@d
| stats count values(help) as help values(search_group) As search_group dc(search_group) as num_env by severity message
| rex field=message ""index=(?<index>.*?)\s""
| rex field=message ""sourcetype=\""(?<sourcetype>.*?)[\s.\""]""
| rex field=message ""source=\""(?<source>.*?)[\s.\""]""
| rex field=message ""host=\""(?<host>.*?)[\s.\""]""
| stats values(*) as * values(message) as message by index
| table index sourcetype source host message search_group",
"IA4S-290","Report on HEC Issues in the environment","errors,hec","Data_Onboarding","Report on HEC Issues in the environment","index=_internal component=HttpInputDataHandler
| fields _time search_group host name channel reply event_message events_processed http_input_body_size source_IP log_level
| fillnull value=""undefined"" search_group name
| stats latest(*) as * values(host) as host by _time search_group name
| lookup local=True splunk_hec_reply_codes_csv_lookup reply_code AS reply OUTPUT status_message
| lookup splunk_rest_data_inputs_http_sh_kv_store_lookup token_name As name OUTPUT sourcetype_name app token index_name indexes source_name useACK
| fillnull value=0 useACK disabled
| fillnull value=""Undefined"" app title token_name token index indexes source_name sourcetype_name status_message
| table search_group host name app event_message status_message sourcetype_name app token index_name indexes source_name useACK *",
"IA4S-291","Report on Data Inputs that should not be present on search heads, indexers & ancillary devices","health,inputs",Health,"Report on Data Inputs that should not be present on search heads, indexers & ancillary devices","| from lookup:splunk_rest_data_inputs_all_kv_store_lookup
| search NOT Splunk_Roles IN (""*_hf*_*"", ""abc"") NOT app IN (intro*, DA-*, SA-*, splunk*,system,itsi, *indexer_inputs,*splunk_conf_inputs, *insights_app_splunk) AND disabled = 0
| table cluster_label  Splunk_Roles app title disabled sharing author type description source_name sourcetype_name index_name location acceleration whitelist blacklist crcSalt interval updated connection_host duration endtime exclude group host_resolved id_field host path port queue table",
"IA4S-292","Virtual machines with high CPU Ready summation value","health,performance",Health,"""CPU Ready"" indicates that a virtual machine needs access to CPU resources to continue processing, but the underlying host has no remaining CPU resources to allocate. This metric can be calculated as summation or percentage. You might need to see which virtual machines on your network have a high CPU Ready summation value when doing the following:
- Monitoring VMware virtual machine performance

Prerequisites 

In order to execute this procedure in your environment, the following data, services, or apps are required:
- Virtualization data
- Operating system event data
- Splunk Add-on for VMware
Example

""CPU Ready"" only occurs when the host is overprovisioned on CPU. A single virtual machine with high ""CPU Ready"" indicates a configuration or resource problem, and the virtual machine's performance is impacted. 
NOTE: To optimize the search shown below, you should specify an index and a time range.
1. Run the following search: ","index=vmware sourcetype=""vmware:perf:cpu"" source=""VMPerf:VirtualMachine"" instance=aggregated  | stats avg(p_summation_cpu_ready_millisecond) AS avg_p_summation_cpu_ready_millisecond BY moid  | eval is_high_sumready = if(avg_p_summation_cpu_ready_millisecond > 500, ""Yes"", ""No"")  | fields moid avg_p_summation_cpu_ready_millisecond is_high_sumready  | append      [ search index=vmware sourcetype=""vmware:inv:hierarchy"" type=VirtualMachine      | dedup moid      | eval esxi_moid = 'changeSet.runtime.host.moid'      | table moid esxi_moid]  | eventstats values(esxi_moid) AS esxi_moid BY moid  | search is_high_sumready=”Yes”  | sort - avg_p_summation_cpu_ready_millisecond  | table moid esxi_moid avg_p_summation_cpu_ready_millisecond is_high_sumready",
"IA4S-293","Total number of searches in the last 7 days by type for the complete environment",health,Search,"Total number of searches in the last 7 days by type for the complete environment","| tstats SummariesOnly=True Allow_Old_Summaries=False PreStats=True
    count
    From DataModel=IA4S
    Where nodename=Search_Activity.Audit_Search
    index=_audit
    Search_Activity.Audit_Search.total_run_time1 > 0
    NOT Search_Activity.Audit_Search.search_type1 IN (typeahead)
    earliest=-7d@d latest=-0d@d
    By _time Search_Activity.Audit_Search.search_id1 Search_Activity.Audit_Search.search_type1 Search_Activity.Audit_Search.info1 
| `drop_dm_object_name(Search_Activity.Audit_Search)` 
| rename info1 AS info, search_id1 As search_id , search_type1 As search_type 
| timechart count As Num_Daily_Searches span=1d By search_type
| addtotals
| eval Total=ceiling(Total)",
