category,from,to,"pre_addition",multiplication,division,"post_addition","is_approx","is_inverse"
Speed,"Meter per second","Mille per hour",0,1,"0.44704",0,0,
Speed,"Meter per second","Foot per second",0,22,"6.7056",0,0,
Speed,"Meter per second","Kilometer per hour",0,"3.6",1,0,0,
Speed,"Meter per second",Knot,0,"125.73","64.6811",0,0,
Speed,"Kilometer per hour","Mille per hour",0,1,"1.609344",0,0,
Speed,"Kilometer per hour","Foot per second",0,1,"1.09728",0,0,
Speed,"Kilometer per hour","Meter per second",0,1,"3.6",0,0,
Speed,"Kilometer per hour",Knot,0,1,"1.852",0,0,
Speed,Knot,"Mille per hour",0,"1.852","1.609344",0,0,
Speed,Knot,"Foot per second",0,"5.093","3.01752",0,0,
Speed,Knot,"Meter per second",0,"64.6811","125.73",0,0,
Speed,Knot,"Kilometer per hour",0,"1.852",1,0,0,
Temperature,"Degree Celsius",Fahrenheit,0,9,5,32,0,
Temperature,"Degree Celsius",Kelvin,"273.15",1,1,0,0,
Temperature,Fahrenheit,"Degree Celsius","-32",5,9,0,0,
Temperature,Fahrenheit,Kelvin,"-32",5,9,"273.15",0,
Temperature,Kelvin,"Degree Celsius","-273.15",1,1,0,0,
Temperature,Kelvin,Fahrenheit,"-273.15",9,5,32,0,
Time,Nanosecond,Microsecond,0,1,1000,0,0,
Time,Nanosecond,Millisecond,0,1,1000000,0,0,
Time,Nanosecond,Second,0,1,1000000000,0,0,
Time,Nanosecond,Minute,0,1,60000000000,0,0,
Time,Nanosecond,Hour,0,1,3600000000000,0,0,
Time,Nanosecond,Day,0,1,86400000000000,0,0,
Time,Nanosecond,Week,0,1,604800000000000,0,0,
Time,Nanosecond,Month,0,1,2628000000000000,0,0,
Time,Nanosecond,"Calender year",0,1,31536000000000000,0,0,
Time,Nanosecond,Decade,0,1,315360000000000000,0,0,
Time,Nanosecond,Century,0,1,3153600000000000000,0,0,
Time,Microsecond,Nanosecond,0,1000,1,0,0,
Time,Microsecond,Millisecond,0,1,1000,0,0,
Time,Microsecond,Second,0,1,1000000,0,0,
Time,Microsecond,Minute,0,1,60000000,0,0,
Time,Microsecond,Hour,0,1,3600000000,0,0,
Time,Microsecond,Day,0,1,86400000000,0,0,
Time,Microsecond,Week,0,1,604800000000,0,0,
Time,Microsecond,Month,0,1,2628000000000,0,0,
Time,Microsecond,"Calender year",0,1,31536000000000,0,0,
Time,Microsecond,Decade,0,1,315360000000000,0,0,
Time,Microsecond,Century,0,1,3153600000000000,0,0,
Time,Millisecond,Nanosecond,0,1000000,1,0,0,
Time,Millisecond,Microsecond,0,1000,1,0,0,
Time,Millisecond,Second,0,1,1000,0,0,
Time,Millisecond,Minute,0,1,60000,0,0,
Time,Millisecond,Hour,0,1,3600000,0,0,
Time,Millisecond,Day,0,1,86400000,0,0,
Time,Millisecond,Week,0,1,604800000,0,0,
Time,Millisecond,Month,0,1,2628000000,0,0,
Time,Millisecond,"Calender year",0,1,31536000000,0,0,
Time,Millisecond,Decade,0,1,315360000000,0,0,
Time,Millisecond,Century,0,1,3153600000000,0,0,
Time,Second,Nanosecond,0,1000000000,1,0,0,
Time,Second,Microsecond,0,1000000,1,0,0,
Time,Second,Millisecond,0,1000,1,0,0,
Time,Second,Minute,0,1,60,0,0,
Time,Second,Hour,0,1,3600,0,0,
Time,Second,Day,0,1,86400,0,0,
Time,Second,Week,0,1,604800,0,0,
Time,Second,Month,0,1,2628000,0,0,
Time,Second,"Calender year",0,1,31536000,0,0,
Time,Second,Decade,0,1,315360000,0,0,
Time,Second,Century,0,1,3153600000,0,0,
Time,Minute,Nanosecond,0,60000000000,1,0,0,
Time,Minute,Microsecond,0,60000000,1,0,0,
Time,Minute,Millisecond,0,60000,1,0,0,
Time,Minute,Second,0,60,1,0,0,
Time,Minute,Hour,0,1,60,0,0,
Time,Minute,Day,0,1,1440,0,0,
Time,Minute,Week,0,1,10080,0,0,
Time,Minute,Month,0,1,43800,0,0,
Time,Minute,"Calender year",0,1,525600,0,0,
Time,Minute,Decade,0,1,5256000,0,0,
Time,Minute,Century,0,1,52560000,0,0,
Time,Hour,Nanosecond,0,3600000000000,1,0,0,
Time,Hour,Microsecond,0,3600000000,1,0,0,
Time,Hour,Millisecond,0,3600000,1,0,0,
Time,Hour,Second,0,3600,1,0,0,
Time,Hour,Minute,0,60,1,0,0,
Time,Hour,Day,0,1,24,0,0,
Time,Hour,Week,0,1,168,0,0,
Time,Hour,Month,0,1,730,0,0,
Time,Hour,"Calender year",0,1,8760,0,0,
Time,Hour,Decade,0,1,87600,0,0,
Time,Hour,Century,0,1,876000,0,0,
Time,Day,Nanosecond,0,86400000000000,1,0,0,
Time,Day,Microsecond,0,86400000000,1,0,0,
Time,Day,Millisecond,0,86400000,1,0,0,
Time,Day,Second,0,86400,1,0,0,
Time,Day,Minute,0,1440,1,0,0,
Time,Day,Hour,0,24,1,0,0,
Time,Day,Week,0,1,7,0,0,
Time,Day,Month,0,12,365,0,0,
Time,Day,"Calender year",0,1,365,0,0,
Time,Day,Decade,0,1,3650,0,0,
Time,Day,Century,0,1,36500,0,0,
Time,Week,Nanosecond,0,604800000000000,1,0,0,
Time,Week,Microsecond,0,604800000000,1,0,0,
Time,Week,Millisecond,0,604800000,1,0,0,
Time,Week,Second,0,604800,1,0,0,
Time,Week,Minute,0,10080,1,0,0,
Time,Week,Hour,0,168,1,0,0,
Time,Week,Day,0,7,1,0,0,
Time,Week,Month,0,84,365,0,0,
Time,Week,"Calender year",0,7,365,0,0,
Time,Week,Decade,0,7,3650,0,0,
Time,Week,Century,0,7,36500,0,0,
Time,Month,Nanosecond,0,2628000000000000,1,0,0,
Time,Month,Microsecond,0,2628000000000,1,0,0,
Time,Month,Millisecond,0,2628000000,1,0,0,
Time,Month,Second,0,2628000,1,0,0,
Time,Month,Minute,0,43800,1,0,0,
Time,Month,Hour,0,730,1,0,0,
Time,Month,Day,0,365,12,0,0,
Time,Month,Week,0,365,84,0,0,
Time,Month,"Calender year",0,1,12,0,0,
Time,Month,Decade,0,1,120,0,0,
Time,Month,Century,0,1,1200,0,0,
Time,"Calender year",Nanosecond,0,31536000000000000,1,0,0,
Time,"Calender year",Microsecond,0,31536000000000,1,0,0,
Time,"Calender year",Millisecond,0,31536000000,1,0,0,
Time,"Calender year",Second,0,31536000,1,0,0,
Time,"Calender year",Minute,0,525600,1,0,0,
Time,"Calender year",Hour,0,8760,1,0,0,
Time,"Calender year",Day,0,365,1,0,0,
Time,"Calender year",Week,0,365,7,0,0,
Time,"Calender year",Month,0,12,1,0,0,
Time,"Calender year",Decade,0,1,10,0,0,
Time,"Calender year",Century,0,1,100,0,0,
Time,Decade,Nanosecond,0,315360000000000000,1,0,0,
Time,Decade,Microsecond,0,315360000000000,1,0,0,
Time,Decade,Millisecond,0,315360000000,1,0,0,
Time,Decade,Second,0,315360000,1,0,0,
Time,Decade,Minute,0,5256000,1,0,0,
Time,Decade,Hour,0,87600,1,0,0,
Time,Decade,Day,0,3650,1,0,0,
Time,Decade,Week,0,3650,7,0,0,
Time,Decade,Month,0,120,1,0,0,
Time,Decade,"Calender year",0,10,1,0,0,
Time,Decade,Century,0,1,10,0,0,
Time,Century,Nanosecond,0,3153600000000000000,1,0,0,
Time,Century,Microsecond,0,3153600000000000,1,0,0,
Time,Century,Millisecond,0,3153600000000,1,0,0,
Time,Century,Second,0,3153600000,1,0,0,
Time,Century,Minute,0,52560000,1,0,0,
Time,Century,Hour,0,876000,1,0,0,
Time,Century,Day,0,36500,1,0,0,
Time,Century,Week,0,36500,7,0,0,
Time,Century,Month,0,1200,1,0,0,
Time,Century,"Calender year",0,100,1,0,0,
Time,Century,Decade,0,10,1,0,0,
Volume,"US liquid gallon","US liquid quart",0,4,1,0,0,
Volume,"US liquid gallon","US liquid pint",0,8,1,0,0,
Volume,"US liquid gallon","US legal cup",0,16,1,0,0,
Volume,"US liquid gallon","US fluid ounce",0,128,1,0,0,
Volume,"US liquid gallon","US tablespoon",0,256,1,0,0,
Volume,"US liquid gallon","US teaspoon",0,768,1,0,0,
Volume,"US liquid gallon","Cubic meter",0,0.003785411784,1,0,0,
Volume,"US liquid gallon",Liter,0,3.785411784,1,0,0,
Volume,"US liquid gallon",Milliliter,0,3785.411784,1,0,0,
Volume,"US liquid gallon","Imperial gallon",0,3.785411784,4.54609,0,0,
Volume,"US liquid gallon","Imperial quart",0,3.785411784,1.1365225,0,0,
Volume,"US liquid gallon","Imperial pint",0,3.785411784,0.56826125,0,0,
Volume,"US liquid gallon","Imperial cup",0,60.566588544,4.54609,0,0,
Volume,"US liquid gallon","Imperial fluid ounce",0,605.66588544,4.54609,0,0,
Volume,"US liquid gallon","Imperial tablespoon",0,4845.32708352,22.73045,0,0,
Volume,"US liquid gallon","Imperial teaspoon",0,14535.98125056,22.73045,0,0,
Volume,"US liquid gallon","Cubic foot",0,3.785411784,28.316846592,0,0,
Volume,"US liquid gallon","Cubic inch",0,231,1,0,0,
Volume,"US liquid quart","US liquid gallon",0,1,4,0,0,
Volume,"US liquid quart","US liquid pint",0,2,1,0,0,
Volume,"US liquid quart","US legal cup",0,4,1,0,0,
Volume,"US liquid quart","US fluid ounce",0,32,1,0,0,
Volume,"US liquid quart","US tablespoon",0,64,1,0,0,
Volume,"US liquid quart","US teaspoon",0,192,1,0,0,
Volume,"US liquid quart","Cubic meter",0,0.003785411784,4,0,0,
Volume,"US liquid quart",Liter,0,3.785411784,4,0,0,
Volume,"US liquid quart",Milliliter,0,3785.411784,4,0,0,
Volume,"US liquid quart","Imperial gallon",0,3.785411784,18.18436,0,0,
Volume,"US liquid quart","Imperial quart",0,3.785411784,4.54609,0,0,
Volume,"US liquid quart","Imperial pint",0,3.785411784,2.273045,0,0,
Volume,"US liquid quart","Imperial cup",0,60.566588544,18.18436,0,0,
Volume,"US liquid quart","Imperial fluid ounce",0,605.66588544,18.18436,0,0,
Volume,"US liquid quart","Imperial tablespoon",0,4845.32708352,90.9218,0,0,
Volume,"US liquid quart","Imperial teaspoon",0,14535.98125056,90.9218,0,0,
Volume,"US liquid quart","Cubic foot",0,3.785411784,113.267386368,0,0,
Volume,"US liquid quart","Cubic inch",0,231,4,0,0,
Volume,"US liquid pint","US liquid gallon",0,1,8,0,0,
Volume,"US liquid pint","US liquid quart",0,1,2,0,0,
Volume,"US liquid pint","US legal cup",0,2,1,0,0,
Volume,"US liquid pint","US fluid ounce",0,16,1,0,0,
Volume,"US liquid pint","US tablespoon",0,32,1,0,0,
Volume,"US liquid pint","US teaspoon",0,96,1,0,0,
Volume,"US liquid pint","Cubic meter",0,0.003785411784,8,0,0,
Volume,"US liquid pint",Liter,0,3.785411784,8,0,0,
Volume,"US liquid pint",Milliliter,0,3785.411784,8,0,0,
Volume,"US liquid pint","Imperial gallon",0,3.785411784,36.36872,0,0,
Volume,"US liquid pint","Imperial quart",0,3.785411784,9.09218,0,0,
Volume,"US liquid pint","Imperial pint",0,3.785411784,4.54609,0,0,
Volume,"US liquid pint","Imperial cup",0,60.566588544,36.36872,0,0,
Volume,"US liquid pint","Imperial fluid ounce",0,605.66588544,36.36872,0,0,
Volume,"US liquid pint","Imperial tablespoon",0,4845.32708352,181.8436,0,0,
Volume,"US liquid pint","Imperial teaspoon",0,14535.98125056,181.8436,0,0,
Volume,"US liquid pint","Cubic foot",0,3.785411784,226.534772736,0,0,
Volume,"US liquid pint","Cubic inch",0,231,8,0,0,
Volume,"US legal cup","US liquid gallon",0,1,16,0,0,
Volume,"US legal cup","US liquid quart",0,1,4,0,0,
Volume,"US legal cup","US liquid pint",0,1,2,0,0,
Volume,"US legal cup","US fluid ounce",0,8,1,0,0,
Volume,"US legal cup","US tablespoon",0,16,1,0,0,
Volume,"US legal cup","US teaspoon",0,48,1,0,0,
Volume,"US legal cup","Cubic meter",0,0.003785411784,16,0,0,
Volume,"US legal cup",Liter,0,3.785411784,16,0,0,
Volume,"US legal cup",Milliliter,0,3785.411784,16,0,0,
Volume,"US legal cup","Imperial gallon",0,3.785411784,72.73744,0,0,
Volume,"US legal cup","Imperial quart",0,3.785411784,18.18436,0,0,
Volume,"US legal cup","Imperial pint",0,3.785411784,9.09218,0,0,
Volume,"US legal cup","Imperial cup",0,60.566588544,72.73744,0,0,
Volume,"US legal cup","Imperial fluid ounce",0,605.66588544,72.73744,0,0,
Volume,"US legal cup","Imperial tablespoon",0,4845.32708352,363.6872,0,0,
Volume,"US legal cup","Imperial teaspoon",0,14535.98125056,363.6872,0,0,
Volume,"US legal cup","Cubic foot",0,3.785411784,453.069545472,0,0,
Volume,"US legal cup","Cubic inch",0,231,16,0,0,
Volume,"US fluid ounce","US liquid gallon",0,1,128,0,0,
Volume,"US fluid ounce","US liquid quart",0,1,32,0,0,
Volume,"US fluid ounce","US liquid pint",0,1,16,0,0,
Volume,"US fluid ounce","US legal cup",0,1,8,0,0,
Volume,"US fluid ounce","US tablespoon",0,2,1,0,0,
Volume,"US fluid ounce","US teaspoon",0,6,1,0,0,
Volume,"US fluid ounce","Cubic meter",0,0.003785411784,128,0,0,
Volume,"US fluid ounce",Liter,0,3.785411784,128,0,0,
Volume,"US fluid ounce",Milliliter,0,3785.411784,128,0,0,
Volume,"US fluid ounce","Imperial gallon",0,3.785411784,581.89952,0,0,
Volume,"US fluid ounce","Imperial quart",0,3.785411784,145.47488,0,0,
Volume,"US fluid ounce","Imperial pint",0,3.785411784,72.73744,0,0,
Volume,"US fluid ounce","Imperial cup",0,60.566588544,581.89952,0,0,
Volume,"US fluid ounce","Imperial fluid ounce",0,605.66588544,581.89952,0,0,
Volume,"US fluid ounce","Imperial tablespoon",0,4845.32708352,2909.4976,0,0,
Volume,"US fluid ounce","Imperial teaspoon",0,14535.98125056,2909.4976,0,0,
Volume,"US fluid ounce","Cubic foot",0,3.785411784,3624.556363776,0,0,
Volume,"US fluid ounce","Cubic inch",0,231,128,0,0,
Volume,"US tablespoon","US liquid gallon",0,1,256,0,0,
Volume,"US tablespoon","US liquid quart",0,1,64,0,0,
Volume,"US tablespoon","US liquid pint",0,1,32,0,0,
Volume,"US tablespoon","US legal cup",0,1,16,0,0,
Volume,"US tablespoon","US fluid ounce",0,1,2,0,0,
Volume,"US tablespoon","US teaspoon",0,3,1,0,0,
Volume,"US tablespoon","Cubic meter",0,0.003785411784,256,0,0,
Volume,"US tablespoon",Liter,0,3.785411784,256,0,0,
Volume,"US tablespoon",Milliliter,0,3785.411784,256,0,0,
Volume,"US tablespoon","Imperial gallon",0,3.785411784,1163.79904,0,0,
Volume,"US tablespoon","Imperial quart",0,3.785411784,290.94976,0,0,
Volume,"US tablespoon","Imperial pint",0,3.785411784,145.47488,0,0,
Volume,"US tablespoon","Imperial cup",0,60.566588544,1163.79904,0,0,
Volume,"US tablespoon","Imperial fluid ounce",0,605.66588544,1163.79904,0,0,
Volume,"US tablespoon","Imperial tablespoon",0,4845.32708352,5818.9952,0,0,
Volume,"US tablespoon","Imperial teaspoon",0,14535.98125056,5818.9952,0,0,
Volume,"US tablespoon","Cubic foot",0,3.785411784,7249.112727552,0,0,
Volume,"US tablespoon","Cubic inch",0,231,256,0,0,
Volume,"US teaspoon","US liquid gallon",0,1,768,0,0,
Volume,"US teaspoon","US liquid quart",0,1,192,0,0,
Volume,"US teaspoon","US liquid pint",0,1,96,0,0,
Volume,"US teaspoon","US legal cup",0,1,48,0,0,
Volume,"US teaspoon","US fluid ounce",0,1,6,0,0,
Volume,"US teaspoon","US tablespoon",0,1,3,0,0,
Volume,"US teaspoon","Cubic meter",0,0.003785411784,768,0,0,
Volume,"US teaspoon",Liter,0,3.785411784,768,0,0,
Volume,"US teaspoon",Milliliter,0,3785.411784,768,0,0,
Volume,"US teaspoon","Imperial gallon",0,3.785411784,3491.39712,0,0,
Volume,"US teaspoon","Imperial quart",0,3.785411784,872.84928,0,0,
Volume,"US teaspoon","Imperial pint",0,3.785411784,436.42464,0,0,
Volume,"US teaspoon","Imperial cup",0,60.566588544,3491.39712,0,0,
Volume,"US teaspoon","Imperial fluid ounce",0,605.66588544,3491.39712,0,0,
Volume,"US teaspoon","Imperial tablespoon",0,4845.32708352,17456.9856,0,0,
Volume,"US teaspoon","Imperial teaspoon",0,14535.98125056,17456.9856,0,0,
Volume,"US teaspoon","Cubic foot",0,3.785411784,21747.338182656,0,0,
Volume,"US teaspoon","Cubic inch",0,231,768,0,0,
Volume,"Cubic meter","US liquid gallon",0,1,0.003785411784,0,0,
Volume,"Cubic meter","US liquid quart",0,4,0.003785411784,0,0,
Volume,"Cubic meter","US liquid pint",0,8,0.003785411784,0,0,
Volume,"Cubic meter","US legal cup",0,16,0.003785411784,0,0,
Volume,"Cubic meter","US fluid ounce",0,128,0.003785411784,0,0,
Volume,"Cubic meter","US tablespoon",0,256,0.003785411784,0,0,
Volume,"Cubic meter","US teaspoon",0,768,0.003785411784,0,0,
Volume,"Cubic meter",Liter,0,1000,1,0,0,
Volume,"Cubic meter",Milliliter,0,1000000,1,0,0,
Volume,"Cubic meter","Imperial gallon",0,1000,4.54609,0,0,
Volume,"Cubic meter","Imperial quart",0,4000,4.54609,0,0,
Volume,"Cubic meter","Imperial pint",0,8000,4.54609,0,0,
Volume,"Cubic meter","Imperial cup",0,16000,4.54609,0,0,
Volume,"Cubic meter","Imperial fluid ounce",0,160000,4.54609,0,0
Volume,"Cubic meter","Imperial tablespoon",0,256000,4.54609,0,0
Volume,"Cubic meter","Imperial teaspoon",0,768000,4.54609,0,0
Volume,"Cubic meter","Cubic foot",0,1000,28.316846592,0,0,
Volume,"Cubic meter","Cubic inch",0,231000,3.785411784,0,0,
Volume,Liter,"US liquid gallon",0,1,3.785411784,0,0,
Volume,Liter,"US liquid quart",0,4,3.785411784,0,0,
Volume,Liter,"US liquid pint",0,8,3.785411784,0,0,
Volume,Liter,"US legal cup",0,16,3.785411784,0,0,
Volume,Liter,"US fluid ounce",0,128,3.785411784,0,0,
Volume,Liter,"US tablespoon",0,256,3.785411784,0,0,
Volume,Liter,"US teaspoon",0,768,3.785411784,0,0,
Volume,Liter,"Cubic meter",0,1,1000,0,0,
Volume,Liter,Milliliter,0,1000,1,0,0,
Volume,Liter,"Imperial gallon",0,1,4.54609,0,0,
Volume,Liter,"Imperial quart",0,4,4.54609,0,0,
Volume,Liter,"Imperial pint",0,8,4.54609,0,0,
Volume,Liter,"Imperial cup",0,16,4.54609,0,0,
Volume,Liter,"Imperial fluid ounce",0,160,4.54609,0,0
Volume,Liter,"Imperial tablespoon",0,256,4.54609,0,0
Volume,Liter,"Imperial teaspoon",0,768,4.54609,0,0
Volume,Liter,"Cubic foot",0,1,28.316846592,0,0,
Volume,Liter,"Cubic inch",0,231,3.785411784,0,0,
Volume,Milliliter,"US liquid gallon",0,1,3785.411784,0,0,
Volume,Milliliter,"US liquid quart",0,4,3785.411784,0,0,
Volume,Milliliter,"US liquid pint",0,8,3785.411784,0,0,
Volume,Milliliter,"US legal cup",0,16,3785.411784,0,0,
Volume,Milliliter,"US fluid ounce",0,128,3785.411784,0,0,
Volume,Milliliter,"US tablespoon",0,256,3785.411784,0,0,
Volume,Milliliter,"US teaspoon",0,768,3785.411784,0,0,
Volume,Milliliter,"Cubic meter",0,1,1000000,0,0,
Volume,Milliliter,Liter,0,1,1000,0,0,
Volume,Milliliter,"Imperial gallon",0,1,4546.09,0,0,
Volume,Milliliter,"Imperial quart",0,4,4546.09,0,0,
Volume,Milliliter,"Imperial pint",0,8,4546.09,0,0,
Volume,Milliliter,"Imperial cup",0,16,4546.09,0,0,
Volume,Milliliter,"Imperial fluid ounce",0,160,4546.09,0,0
Volume,Milliliter,"Imperial tablespoon",0,256,4546.09,0,0
Volume,Milliliter,"Imperial teaspoon",0,768,4546.09,0,0
Volume,Milliliter,"Cubic foot",0,1,28316.846592,0,0,
Volume,Milliliter,"Cubic inch",0,231,3785.411784,0,0,
Volume,"Imperial gallon","US liquid gallon",0,4.54609,3.785411784,0,0,
Volume,"Imperial gallon","US liquid quart",0,18.18436,3.785411784,0,0,
Volume,"Imperial gallon","US liquid pint",0,36.36872,3.785411784,0,0,
Volume,"Imperial gallon","US legal cup",0,72.73744,3.785411784,0,0,
Volume,"Imperial gallon","US fluid ounce",0,581.89952,3.785411784,0,0,
Volume,"Imperial gallon","US tablespoon",0,1163.79904,3.785411784,0,0,
Volume,"Imperial gallon","US teaspoon",0,3491.39712,3.785411784,0,0,
Volume,"Imperial gallon","Cubic meter",0,4.54609,1000,0,0,
Volume,"Imperial gallon",Liter,0,4.54609,1,0,0,
Volume,"Imperial gallon",Milliliter,0,4546.09,1,0,0,
Volume,"Imperial gallon","Imperial quart",0,4,1,0,0,
Volume,"Imperial gallon","Imperial pint",0,8,1,0,0,
Volume,"Imperial gallon","Imperial cup",0,16,1,0,0,
Volume,"Imperial gallon","Imperial fluid ounce",0,160,1,0,0,
Volume,"Imperial gallon","Imperial tablespoon",0,256,1,0,0,
Volume,"Imperial gallon","Imperial teaspoon",0,768,1,0,0,
Volume,"Imperial gallon","Cubic foot",0,4546.09,28316.846592,0,0
Volume,"Imperial gallon","Cubic inch",0,1050146.79,3785.411784,0,0,
Volume,"Imperial quart","US liquid gallon",0,1.1365225,3.785411784,0,0,
Volume,"Imperial quart","US liquid quart",0,4.54609,3.785411784,0,0,
Volume,"Imperial quart","US liquid pint",0,9.09218,3.785411784,0,0,
Volume,"Imperial quart","US legal cup",0,18.18436,3.785411784,0,0,
Volume,"Imperial quart","US fluid ounce",0,145.47488,3.785411784,0,0,
Volume,"Imperial quart","US tablespoon",0,290.94976,3.785411784,0,0,
Volume,"Imperial quart","US teaspoon",0,872.84928,3.785411784,0,0,
Volume,"Imperial quart","Cubic meter",0,4.54609,4000,0,0,
Volume,"Imperial quart",Liter,0,4.54609,4,0,0,
Volume,"Imperial quart",Milliliter,0,4546.09,4,0,0,
Volume,"Imperial quart","Imperial gallon",0,1,4,0,0,
Volume,"Imperial quart","Imperial pint",0,2,1,0,0,
Volume,"Imperial quart","Imperial cup",0,4,1,0,0,
Volume,"Imperial quart","Imperial fluid ounce",0,40,1,0,0,
Volume,"Imperial quart","Imperial tablespoon",0,64,1,0,0,
Volume,"Imperial quart","Imperial teaspoon",0,192,1,0,0,
Volume,"Imperial quart","Cubic foot",0,4546.09,113267.386368,0,0
Volume,"Imperial quart","Cubic inch",0,1050146.79,15141.647136,0,0,
Volume,"Imperial pint","US liquid gallon",0,0.56826125,3.785411784,0,0,
Volume,"Imperial pint","US liquid quart",0,2.273045,3.785411784,0,0,
Volume,"Imperial pint","US liquid pint",0,4.54609,3.785411784,0,0,
Volume,"Imperial pint","US legal cup",0,9.09218,3.785411784,0,0,
Volume,"Imperial pint","US fluid ounce",0,72.73744,3.785411784,0,0,
Volume,"Imperial pint","US tablespoon",0,145.47488,3.785411784,0,0,
Volume,"Imperial pint","US teaspoon",0,436.42464,3.785411784,0,0,
Volume,"Imperial pint","Cubic meter",0,4.54609,8000,0,0,
Volume,"Imperial pint",Liter,0,4.54609,8,0,0,
Volume,"Imperial pint",Milliliter,0,4546.09,8,0,0,
Volume,"Imperial pint","Imperial gallon",0,1,8,0,0,
Volume,"Imperial pint","Imperial quart",0,1,2,0,0,
Volume,"Imperial pint","Imperial cup",0,2,1,0,0,
Volume,"Imperial pint","Imperial fluid ounce",0,20,1,0,0,
Volume,"Imperial pint","Imperial tablespoon",0,32,1,0,0,
Volume,"Imperial pint","Imperial teaspoon",0,96,1,0,0,
Volume,"Imperial pint","Cubic foot",0,4546.09,226534.772736,0,0
Volume,"Imperial pint","Cubic inch",0,1050146.79,30283.294272,0,0,
Volume,"Imperial cup","US liquid gallon",0,4.54609,60.566588544,0,0,
Volume,"Imperial cup","US liquid quart",0,18.18436,60.566588544,0,0,
Volume,"Imperial cup","US liquid pint",0,36.36872,60.566588544,0,0,
Volume,"Imperial cup","US legal cup",0,72.73744,60.566588544,0,0,
Volume,"Imperial cup","US fluid ounce",0,581.89952,60.566588544,0,0,
Volume,"Imperial cup","US tablespoon",0,1163.79904,60.566588544,0,0,
Volume,"Imperial cup","US teaspoon",0,3491.39712,60.566588544,0,0,
Volume,"Imperial cup","Cubic meter",0,4.54609,16000,0,0,
Volume,"Imperial cup",Liter,0,4.54609,16,0,0,
Volume,"Imperial cup",Milliliter,0,4546.09,16,0,0,
Volume,"Imperial cup","Imperial gallon",0,1,16,0,0,
Volume,"Imperial cup","Imperial quart",0,1,4,0,0,
Volume,"Imperial cup","Imperial pint",0,1,2,0,0,
Volume,"Imperial cup","Imperial fluid ounce",0,10,1,0,0,
Volume,"Imperial cup","Imperial tablespoon",0,16,1,0,0,
Volume,"Imperial cup","Imperial teaspoon",0,48,1,0,0,
Volume,"Imperial cup","Cubic foot",0,4546.09,453069.545472,0,0
Volume,"Imperial cup","Cubic inch",0,1050146.79,60566.588544,0,0,
Volume,"Imperial fluid ounce","US liquid gallon",0,4.54609,605.66588544,0,0,
Volume,"Imperial fluid ounce","US liquid quart",0,18.18436,605.66588544,0,0,
Volume,"Imperial fluid ounce","US liquid pint",0,36.36872,605.66588544,0,0,
Volume,"Imperial fluid ounce","US legal cup",0,72.73744,605.66588544,0,0,
Volume,"Imperial fluid ounce","US fluid ounce",0,581.89952,605.66588544,0,0,
Volume,"Imperial fluid ounce","US tablespoon",0,1163.79904,605.66588544,0,0,
Volume,"Imperial fluid ounce","US teaspoon",0,3491.39712,605.66588544,0,0,
Volume,"Imperial fluid ounce","Cubic meter",0,4.54609,160000,0,0
Volume,"Imperial fluid ounce",Liter,0,4.54609,160,0,0
Volume,"Imperial fluid ounce",Milliliter,0,4546.09,160,0,0
Volume,"Imperial fluid ounce","Imperial gallon",0,1,160,0,0,
Volume,"Imperial fluid ounce","Imperial quart",0,1,40,0,0,
Volume,"Imperial fluid ounce","Imperial pint",0,1,20,0,0,
Volume,"Imperial fluid ounce","Imperial cup",0,1,10,0,0,
Volume,"Imperial fluid ounce","Imperial tablespoon",0,1.6,1,0,0,
Volume,"Imperial fluid ounce","Imperial teaspoon",0,4.8,1,0,0,
Volume,"Imperial fluid ounce","Cubic foot",0,454.609,453069.545472,0,0
Volume,"Imperial fluid ounce","Cubic inch",0,105014.679,60566.588544,0,0,
Volume,"Imperial tablespoon","US liquid gallon",0,22.73045,4845.32708352,0,0,
Volume,"Imperial tablespoon","US liquid quart",0,90.9218,4845.32708352,0,0,
Volume,"Imperial tablespoon","US liquid pint",0,181.8436,4845.32708352,0,0,
Volume,"Imperial tablespoon","US legal cup",0,363.6872,4845.32708352,0,0,
Volume,"Imperial tablespoon","US fluid ounce",0,2909.4976,4845.32708352,0,0,
Volume,"Imperial tablespoon","US tablespoon",0,5818.9952,4845.32708352,0,0,
Volume,"Imperial tablespoon","US teaspoon",0,17456.9856,4845.32708352,0,0,
Volume,"Imperial tablespoon","Cubic meter",0,4.54609,256000,0,0
Volume,"Imperial tablespoon",Liter,0,4.54609,256,0,0
Volume,"Imperial tablespoon",Milliliter,0,4546.09,256,0,0
Volume,"Imperial tablespoon","Imperial gallon",0,1,256,0,0,
Volume,"Imperial tablespoon","Imperial quart",0,1,64,0,0,
Volume,"Imperial tablespoon","Imperial pint",0,1,32,0,0,
Volume,"Imperial tablespoon","Imperial cup",0,1,16,0,0,
Volume,"Imperial tablespoon","Imperial fluid ounce",0,1,1.6,0,0,
Volume,"Imperial tablespoon","Imperial teaspoon",0,3,1,0,0,
Volume,"Imperial tablespoon","Cubic foot",0,2273.045,3624556.363776,0,0
Volume,"Imperial tablespoon","Cubic inch",0,525073.395,484532.708352,0,0,
Volume,"Imperial teaspoon","US liquid gallon",0,22.73045,14535.98125056,0,0,
Volume,"Imperial teaspoon","US liquid quart",0,90.9218,14535.98125056,0,0,
