Architecture,BuildNumber,BuildType,ClassGuid,ClockSpeedMHz,CodeSet,CommandLine,ComputerName,CountryCode,Description,DeviceClass,DeviceID,DeviceName,DisplayName,DriverDate,DriverProviderName,DriverVersion,FreePhysicalMemoryKB,FreeVirtualMemoryKB,HardWareID,Host,ID,Id,InfName,InstallDate,LastBootUpTime,Locale,Manufacturer,Name,NumberOfCores,NumberOfProcessors,OS,ParentID,Path,ProcessId,"Processor_Id",SerialNumber,ServiceType,StartMode,StartTime,Started,State,Status,SystemDevice,SystemDirectory,SystemDrive,TotalPhysicalMemoryKB,TotalVirtualMemoryKB,Type,Version,"_raw","_time",componentId,componentInstance,componentValue,"cpu_architecture","cpu_cores","cpu_count","cpu_mhz",description,dest,eventtype,family,host,index,linecount,mem,"mem_free","mem_free_percent","mem_used","mem_used_percent",mount,"ms_exchange_host",os,process,"process_id",punct,serial,service,"service_exec","service_name","service_path",source,sourcetype,"splunk_server","splunk_server_group","start_mode",status,storage,"storage_free","storage_free_percent","storage_used","storage_used_percent",tag,"tag::eventtype","tmp_epochtime","vendor_product",version
,,,,,,,,,"Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Cryptographic Services",,,,,,,,,,,,,,,CryptSvc,,,,,"C:\Windows\system32\svchost.exe -k NetworkService -p",2588,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""CryptSvc""
DisplayName=""Cryptographic Services""
Description=""Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\system32\svchost.exe -k NetworkService -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2588","2021-06-29T12:41:34.000+0000","WinHostMon-CryptSvc","C:\Windows\system32\svchost.exe -k NetworkService -p",1,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2588,"==""""=""_""=""___:___,______________;___,____________;",,"Cryptographic Services","svchost.exe","Cryptographic Services","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624970494,,
,,,,,,,,,"Allows the redirection of Printers/Drives/Ports for RDP connections",,,,"Remote Desktop Services UserMode Port Redirector",,,,,,,,,,,,,,,UmRdpService,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",1680,,,"Share Process",Manual,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""UmRdpService""
DisplayName=""Remote Desktop Services UserMode Port Redirector""
Description=""Allows the redirection of Printers/Drives/Ports for RDP connections""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=true
State=""Running""
Status=""OK""
ProcessId=1680","2021-06-29T12:36:36.000+0000","WinHostMon-UmRdpService","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1680,"==""""=""_____""=""____//___""="":\\\._-__-""=""_""=""""==""""=""",,"Remote Desktop Services UserMode Port Redirector","svchost.exe","Remote Desktop Services UserMode Port Redirector","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624970196,,
,,,,,,,,,"Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.",,,,"System Events Broker",,,,,,,,,,,,,,,SystemEventsBroker,,,,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p",912,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""SystemEventsBroker""
DisplayName=""System Events Broker""
Description=""Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.""
Path=""C:\Windows\system32\svchost.exe -k DcomLaunch -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=912","2021-06-29T12:36:36.000+0000","WinHostMon-SystemEventsBroker","C:\Windows\system32\svchost.exe -k DcomLaunch -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,912,"==""""=""__""=""_______._______,_______.""="":\\\._-__-""=",,"System Events Broker","svchost.exe","System Events Broker","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624970196,,
,,,,,,,,,"Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.",,,,"Local Session Manager",,,,,,,,,,,,,,,LSM,,,,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p",556,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""LSM""
DisplayName=""Local Session Manager""
Description=""Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.""
Path=""C:\Windows\system32\svchost.exe -k DcomLaunch -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=556","2021-06-29T12:31:34.000+0000","WinHostMon-LSM","C:\Windows\system32\svchost.exe -k DcomLaunch -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,556,"==""""=""__""=""_______.__________.""="":\\\._-__-""=""_""=""",,"Local Session Manager","svchost.exe","Local Session Manager","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624969894,,
,,,,,,,,,"This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.",,,,"Windows Push Notifications System Service",,,,,,,,,,,,,,,WpnService,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",2856,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""WpnService""
DisplayName=""Windows Push Notifications System Service""
Description=""This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2856","2021-06-29T12:26:36.000+0000","WinHostMon-WpnService","C:\Windows\system32\svchost.exe -k netsvcs -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2856,"==""""=""____""=""_______________________.""="":\\\._-__-",,"Windows Push Notifications System Service","svchost.exe","Windows Push Notifications System Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624969596,,
,,,,,,,,,"Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.",,,,"Windows Remote Management (WS-Management)",,,,,,,,,,,,,,,WinRM,,,,,"C:\Windows\System32\svchost.exe -k NetworkService -p",2812,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""WinRM""
DisplayName=""Windows Remote Management (WS-Management)""
Description=""Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.""
Path=""C:\Windows\System32\svchost.exe -k NetworkService -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=2812","2021-06-29T12:26:36.000+0000","WinHostMon-WinRM","C:\Windows\System32\svchost.exe -k NetworkService -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,2812,"==""""=""___(-)""=""___()____-____._-_____________.____",,"Windows Remote Management (WS-Management)","svchost.exe","Windows Remote Management (WS-Management)","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624969596,,
,,,,,,,,,"Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Remote Access Connection Manager",,,,,,,,,,,,,,,RasMan,,,,,"C:\Windows\System32\svchost.exe -k netsvcs",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""RasMan""
DisplayName=""Remote Access Connection Manager""
Description=""Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\System32\svchost.exe -k netsvcs""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:26:36.000+0000","WinHostMon-RasMan","C:\Windows\System32\svchost.exe -k netsvcs",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""_-_____()___________._____,___________",,"Remote Access Connection Manager","svchost.exe","Remote Access Connection Manager","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624969596,,
,,,,,,,,,"Manages App-V users and virtual applications",,,,"Microsoft App-V Client",,,,,,,,,,,,,,,AppVClient,,,,,"C:\Windows\system32\AppVClient.exe",0,,,"Own Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""AppVClient""
DisplayName=""Microsoft App-V Client""
Description=""Manages App-V users and virtual applications""
Path=""C:\Windows\system32\AppVClient.exe""
ServiceType=""Own Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:26:36.000+0000","WinHostMon-AppVClient","C:\Windows\system32\AppVClient.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_-_""=""_-____""="":\\\.""=""_""=""""==""""=""""=",,"Microsoft App-V Client","AppVClient.exe","Microsoft App-V Client","C:\Windows\system32\AppVClient.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624969596,,
,,,,,,,,,"Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.",,,,"Contact Data_1e6124416",,,,,,,,,,,,,,,"PimIndexMaintenanceSvc_1e6124416",,,,,"C:\Windows\system32\svchost.exe -k UnistackSvcGroup",0,,,Unknown,Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""PimIndexMaintenanceSvc_1e6124416""
DisplayName=""Contact Data_1e6124416""
Description=""Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.""
Path=""C:\Windows\system32\svchost.exe -k UnistackSvcGroup""
ServiceType=""Unknown""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:21:35.000+0000","WinHostMon-PimIndexMaintenanceSvc_1e6124416","C:\Windows\system32\svchost.exe -k UnistackSvcGroup",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""______._______,________.""="":\\\._-_""=""""=",,"Contact Data_1e6124416","svchost.exe","Contact Data_1e6124416","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624969295,,
,,,,,,,,,"Manages profiles and accounts on a SharedPC configured device",,,,"Shared PC Account Manager",,,,,,,,,,,,,,,shpamsvc,,,,,"C:\Windows\System32\svchost.exe -k netsvcs -p",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""shpamsvc""
DisplayName=""Shared PC Account Manager""
Description=""Manages profiles and accounts on a SharedPC configured device""
Path=""C:\Windows\System32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:21:35.000+0000","WinHostMon-shpamsvc","C:\Windows\System32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""________""="":\\\._-__-""=""_""=""""==""""=""""=",,"Shared PC Account Manager","svchost.exe","Shared PC Account Manager","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624969295,,
,,,,,,,,,"Provides notifications for AutoPlay hardware events.",,,,"Shell Hardware Detection",,,,,,,,,,,,,,,ShellHWDetection,,,,,"C:\Windows\System32\svchost.exe -k netsvcs -p",1840,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""ShellHWDetection""
DisplayName=""Shell Hardware Detection""
Description=""Provides notifications for AutoPlay hardware events.""
Path=""C:\Windows\System32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=1840","2021-06-29T12:21:35.000+0000","WinHostMon-ShellHWDetection","C:\Windows\System32\svchost.exe -k netsvcs -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1840,"==""""=""__""=""_____.""="":\\\._-__-""=""_""=""""==""""=""""=",,"Shell Hardware Detection","svchost.exe","Shell Hardware Detection","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624969295,,
,,,,,,,,,"Provides DirectAccess status notification for UI components",,,,"Network Connectivity Assistant",,,,,,,,,,,,,,,NcaSvc,,,,,"C:\Windows\System32\svchost.exe -k NetSvcs -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""NcaSvc""
DisplayName=""Network Connectivity Assistant""
Description=""Provides DirectAccess status notification for UI components""
Path=""C:\Windows\System32\svchost.exe -k NetSvcs -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:21:35.000+0000","WinHostMon-NcaSvc","C:\Windows\System32\svchost.exe -k NetSvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""______""="":\\\._-__-""=""_""=""""==""""=""""=",,"Network Connectivity Assistant","svchost.exe","Network Connectivity Assistant","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624969295,,
,,,,,,,,,"In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.",,,,"Remote Procedure Call (RPC) Locator",,,,,,,,,,,,,,,RpcLocator,,,,,"C:\Windows\system32\locator.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""RpcLocator""
DisplayName=""Remote Procedure Call (RPC) Locator""
Description=""In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.""
Path=""C:\Windows\system32\locator.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:16:36.000+0000","WinHostMon-RpcLocator","C:\Windows\system32\locator.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___()_""=""_______,_____()________.________,__",,"Remote Procedure Call (RPC) Locator","locator.exe","Remote Procedure Call (RPC) Locator","C:\Windows\system32\locator.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624968996,,
,,,,,,,,,"Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Microsoft iSCSI Initiator Service",,,,,,,,,,,,,,,MSiSCSI,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""MSiSCSI""
DisplayName=""Microsoft iSCSI Initiator Service""
Description=""Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:16:36.000+0000","WinHostMon-MSiSCSI","C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""___()_________._____,____________.____",,"Microsoft iSCSI Initiator Service","svchost.exe","Microsoft iSCSI Initiator Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624968996,,
,,,,,,,,,"WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition, WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.",,,,"WinHTTP Web Proxy Auto-Discovery Service",,,,,,,,,,,,,,,WinHttpAutoProxySvc,,,,,"C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WinHttpAutoProxySvc""
DisplayName=""WinHTTP Web Proxy Auto-Discovery Service""
Description=""WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition, WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.""
Path=""C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:11:34.000+0000","WinHostMon-WinHttpAutoProxySvc","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___-_""=""_______________________.__,_____-___",,"WinHTTP Web Proxy Auto-Discovery Service","svchost.exe","WinHTTP Web Proxy Auto-Discovery Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624968694,,
,,,,,,,,,"Enables starting processes under alternate credentials. If this service is stopped, this type of logon access will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.",,,,"Secondary Logon",,,,,,,,,,,,,,,seclogon,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""seclogon""
DisplayName=""Secondary Logon""
Description=""Enables starting processes under alternate credentials. If this service is stopped, this type of logon access will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:11:34.000+0000","WinHostMon-seclogon","C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","err0r hostmon_windows microsoft_windows_hostmon_service nix_errors",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""_____._____,________._____,___________.""",,"Secondary Logon","svchost.exe","Secondary Logon","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"error
os
report
service
windows","error
os
report
service
windows",1624968694,,
,,,,,,,,,"Offers routing services to businesses in local area and wide area network environments.",,,,"Routing and Remote Access",,,,,,,,,,,,,,,RemoteAccess,,,,,"C:\Windows\System32\svchost.exe -k netsvcs",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""RemoteAccess""
DisplayName=""Routing and Remote Access""
Description=""Offers routing services to businesses in local area and wide area network environments.""
Path=""C:\Windows\System32\svchost.exe -k netsvcs""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:11:34.000+0000","WinHostMon-RemoteAccess","C:\Windows\System32\svchost.exe -k netsvcs",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""____________.""="":\\\._-_""=""_""=""""==""""=""",,"Routing and Remote Access","svchost.exe","Routing and Remote Access","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624968694,,
,,,,,,,,,"Provides infrastructure support for the Windows Insider Program. This service must remain enabled for the Windows Insider Program to work.",,,,"Windows Insider Service",,,,,,,,,,,,,,,wisvc,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""wisvc""
DisplayName=""Windows Insider Service""
Description=""Provides infrastructure support for the Windows Insider Program. This service must remain enabled for the Windows Insider Program to work.""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:06:37.000+0000","WinHostMon-wisvc","C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""_______.____________.""="":\\\._-__-""=""_""",,"Windows Insider Service","svchost.exe","Windows Insider Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624968397,,
,,,,,,,,,"Provides management services for disks, volumes, file systems, and storage arrays.",,,,"Virtual Disk",,,,,,,,,,,,,,,vds,,,,,"C:\Windows\System32\vds.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""vds""
DisplayName=""Virtual Disk""
Description=""Provides management services for disks, volumes, file systems, and storage arrays.""
Path=""C:\Windows\System32\vds.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T12:06:37.000+0000","WinHostMon-vds","C:\Windows\System32\vds.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_""=""____,_,__,___.""="":\\\.""=""_""=""""==""""=""""=",,"Virtual Disk","vds.exe","Virtual Disk","C:\Windows\System32\vds.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624968397,,
